LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.6922533333,-80.3047342593,10895.0666666667,2453.86666666667,17117.8,9835.96666666667,32949.0666666667,18843.0666666667,73215.0666666667,45401.0666666667,6439.63333333333,26.25,0.0,7.08333333333333,3.41666666666667,between 235000.0 and 310000.0
25.6889666667,-80.2869666667,10706.9666666667,1527.9,2329.76666666667,10461.9,38086.9666666667,15934.3,47424.9666666667,47835.3,12342.7666666667,17.3666666666667,0.0,11.9333333333333,4.26666666666667,less than 235000.0
25.6994,-80.4412133333,11257.2,2447.06666666667,25340.2,14325.0666666667,58394.4,24600.2,80851.2,37243.2,10887.4,37.8666666666667,0.0,8.0,3.0,between 235000.0 and 310000.0
25.749525,-80.4111833333,11238.6333333333,1653.63333333333,26610.6333333333,7345.63333333333,52235.6333333333,40392.6333333333,72357.6333333333,36968.6333333333,6579.63333333333,29.45,0.0,6.18333333333333,2.63333333333333,between 310000.0 and 428000.0
25.692425,-80.4346833333,6158.775,1853.025,19929.025,7343.225,42992.725,18985.225,69735.225,44519.225,11630.675,24.95,0.0,2.25,4.0,between 235000.0 and 310000.0
25.6970666667,-80.4130666667,13760.0666666667,1773.06666666667,23192.0666666667,14819.0666666667,33586.0666666667,13305.0666666667,43438.0666666667,38483.0666666667,13542.0666666667,36.8666666666667,0.0,2.06666666666667,3.06666666666667,between 235000.0 and 310000.0
25.6966833333,-80.4148666667,15232.9666666667,2129.96666666667,10064.9666666667,11339.9666666667,59727.9666666667,25465.9666666667,82329.9666666667,43809.9666666667,12314.9666666667,8.56666666666667,0.0,12.8666666666667,2.63333333333333,between 235000.0 and 310000.0
25.7471833333,-80.40345,13161.6833333333,2021.68333333333,20051.6833333333,16160.6833333333,27850.6833333333,19327.6833333333,70364.6833333333,37364.6833333333,6717.68333333333,16.45,0.0,8.05,2.0,less than 235000.0
25.6639666667,-80.3960666667,11347.9666666667,2006.96666666667,10759.9666666667,10796.9666666667,35569.9666666667,11553.9666666667,49435.9666666667,47501.9666666667,12077.9666666667,28.0666666666667,0.0,11.0666666666667,3.46666666666667,between 235000.0 and 310000.0
25.6847666667,-80.4440666667,15360.9666666667,1748.96666666667,21245.9666666667,17082.9666666667,43276.9666666667,26547.9666666667,73319.9666666667,38564.9666666667,7842.96666666667,6.63333333333333,0.0,9.26666666666667,2.63333333333333,between 310000.0 and 428000.0
25.7446166667,-80.4071333333,12953.25,1562.75,17225.25,14917.25,39171.25,28674.25,66937.25,41555.25,12464.5,38.0666666666667,0.0,3.96666666666667,4.0,between 235000.0 and 310000.0
25.7496833333,-80.4086333333,10708.9666666667,1766.96666666667,19545.9666666667,9908.96666666667,58828.9666666667,19392.9666666667,74401.9666666667,43806.9666666667,11642.9666666667,27.4666666666667,0.0,7.96666666666667,2.5,between 235000.0 and 310000.0
25.6844833333,-80.4410666667,12346.25,1639.25,10164.25,14070.25,32221.25,15216.25,54411.25,43043.25,13356.75,32.9666666666667,0.0,4.3,3.63333333333333,between 235000.0 and 310000.0
25.67265,-80.41725,11841.1833333333,1878.18333333333,18594.1833333333,8213.18333333333,48431.1833333333,18620.1833333333,75817.1833333333,38288.1833333333,12058.1833333333,15.3,0.0,8.95,4.0,less than 235000.0
25.6762833333,-80.4339,10341.1,1479.1,13942.1,10841.1,34251.1,10116.1,46484.1,39456.1,10933.9,40.4333333333333,0.0,5.06666666666667,4.26666666666667,between 235000.0 and 310000.0
25.7726916667,-80.4065916667,14258.7583333333,2401.75833333333,24562.7583333333,18135.7583333333,50056.7583333333,27638.7583333333,78947.7583333333,45676.7583333333,13451.7583333333,29.1083333333333,0.0,7.99166666666667,2.125,between 235000.0 and 310000.0
