LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.7448241154,-80.3968931076,7734.0,1849.0,3130.0,7021.0,31267.0,9617.0,64538.0,38449.0,9957.0,19,0,10,3,less than 235000.0
25.8562138972,-80.291670415,9358.0,2705.0,4162.0,9473.0,43170.0,13141.0,79988.0,35023.0,6279.0,43,0,8,5,between 310000.0 and 428000.0
25.6493495177,-80.258195396,6699.0,2288.0,1944.0,3642.0,26371.0,2829.0,59056.0,39546.0,12021.0,52,0,9,4,between 235000.0 and 310000.0
25.9456324682,-80.1845552637,9216.0,2413.0,4661.0,8245.0,29654.0,1943.0,74317.0,38463.0,10268.0,28,0,6,4,less than 235000.0
25.8831911991,-80.2745331193,6817.0,1973.0,1349.0,11259.0,55574.0,17530.0,76821.0,32655.0,12470.0,17,0,5,2,between 235000.0 and 310000.0
25.7334166155,-80.448844626,5642.0,1542.0,4238.0,16538.0,41994.0,22747.0,93767.0,41891.0,10741.0,46,0,11,5,greater than 428000.0
25.9502563616,-80.2815845402,7100.0,2452.0,3879.0,10886.0,49728.0,6684.0,68519.0,39358.0,15271.0,22,0,7,3,between 235000.0 and 310000.0
25.6781297468,-80.2452252023,9589.0,2086.0,2975.0,10042.0,28361.0,10744.0,61214.0,43221.0,11133.0,34,0,4,5,less than 235000.0
25.5178132741,-80.4284213328,8262.0,2899.0,1941.0,18850.0,58326.0,24619.0,96429.0,55524.0,7711.0,29,0,3,4,between 310000.0 and 428000.0
25.9219817554,-80.2304911228,8199.0,2255.0,2322.0,15436.0,38143.0,11139.0,73769.0,38473.0,6880.0,41,0,10,4,between 310000.0 and 428000.0
25.7344199338,-80.3176544554,6481.0,1841.0,4344.0,13184.0,57494.0,19890.0,72651.0,42436.0,9945.0,55,0,2,3,between 235000.0 and 310000.0
25.6128293958,-80.3511358794,9606.0,2793.0,1505.0,7346.0,31428.0,9217.0,66246.0,41194.0,13565.0,27,0,5,4,between 235000.0 and 310000.0
25.9438452364,-80.255105259,9113.0,2502.0,3334.0,13848.0,60506.0,11514.0,75619.0,42617.0,10416.0,48,0,9,5,between 310000.0 and 428000.0
25.8666671684,-80.1992617954,7966.0,2469.0,2015.0,18513.0,44434.0,14353.0,69374.0,42163.0,9639.0,39,0,8,4,less than 235000.0
25.6801785552,-80.2607602857,7837.0,2636.0,4579.0,12341.0,53090.0,22193.0,84036.0,43456.0,14597.0,18,0,3,3,between 235000.0 and 310000.0
25.6003430433,-80.418823242,9444.0,2705.0,4473.0,14912.0,58246.0,26762.0,85534.0,48006.0,13488.0,30,0,4,5,between 310000.0 and 428000.0
25.8232455493,-80.2167614546,9791.0,2807.0,2615.0,12020.0,39951.0,20083.0,73419.0,44998.0,10303.0,49,0,10,4,between 310000.0 and 428000.0
25.9111340654,-80.2959552132,8534.0,2058.0,3752.0,11788.0,34038.0,17769.0,70094.0,39451.0,15185.0,21,0,11,3,between 235000.0 and 310000.0
25.9557351739,-80.2392514195,9758.0,1696.0,2944.0,13858.0,59641.0,20919.0,75523.0,44495.0,12413.0,36,0,8,4,between 310000.0 and 428000.0
25.7511234217,-80.294155492,9286.0,2982.0,3535.0,17721.0,46903.0,29275.0,89164.0,51905.0,9231.0,23,0,5,5,between 310000.0 and 428000.0
25.8293693419,-80.2541199404,6195.0,2358.0,4194.0,7342.0,54313.0,11522.0,82358.0,45743.0,14018.0,34,0,12,4,less than 235000.0
25.8654685846,-80.2811085552,8293.0,2279.0,2721.0,19558.0,34148.0,19761.0,66321.0,42968.0,13296.0,50,0,6,3,between 235000.0 and 310000.0
25.9761769007,-80.2471414643,7150.0,1947.0,3461.0,11356.0,52337.0,24618.0,74464.0,37665.0,10297.0,20,0,7,5,between 310000.0 and 428000.0
25.8973812796,-80.3331773336,6213.0,2074.0,2006.0,16913.0,43001.0,29858.0,76063.0,39467.0,9870.0,44,0,3,3,between 235000.0 and 310000.0
