bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
4,2.25,1780.0,8820.0,1.0,0,0,4,8,1480.0,300.0,1966.0,0.0,98032,47.3618,-122.289,1780.0,8625.0,2015,5,7,less than 321950.0
2,1.0,1130.0,2640.0,1.0,0,0,4,8,1130.0,0.0,1927.0,0.0,98109,47.6438,-122.357,1680.0,3200.0,2014,6,24,between 450000.0 and 645000.0
3,1.75,1410.0,1899.0,2.0,0,0,3,8,1410.0,0.0,2014.0,0.0,98106,47.5171,-122.347,1410.0,1811.0,2014,12,2,less than 321950.0
2,1.0,880.0,6171.0,1.0,0,0,4,7,880.0,0.0,1949.0,0.0,98125,47.7262,-122.285,2260.0,12769.0,2014,8,19,between 321950.0 and 450000.0
4,2.0,1810.0,8750.0,1.0,0,0,2,7,1110.0,700.0,1967.0,0.0,98058,47.4307,-122.17,1810.0,8750.0,2014,6,16,less than 321950.0
3,2.25,1700.0,9008.0,1.0,0,0,3,8,1340.0,360.0,1985.0,0.0,98125,47.7161,-122.317,2340.0,8003.0,2015,4,2,between 450000.0 and 645000.0
3,2.75,3910.0,7080.0,1.0,0,0,5,9,1970.0,1940.0,1949.0,0.0,98112,47.6324,-122.289,3480.0,7370.0,2015,2,18,greater than 645000.0
4,2.25,1720.0,2300.0,1.0,0,0,3,7,860.0,860.0,1940.0,2014.0,98116,47.5762,-122.412,1720.0,4680.0,2014,12,1,between 450000.0 and 645000.0
3,2.25,1860.0,5028.0,2.0,0,0,3,8,1860.0,0.0,2012.0,0.0,98019,47.7318,-121.982,2320.0,5465.0,2014,12,23,between 321950.0 and 450000.0
3,2.5,1850.0,4600.0,2.0,0,0,3,7,1850.0,0.0,2005.0,0.0,98058,47.4661,-122.145,2160.0,4751.0,2014,11,19,less than 321950.0
3,2.25,1660.0,7003.0,2.0,0,0,3,7,1660.0,0.0,1996.0,0.0,98030,47.3599,-122.188,1840.0,6680.0,2014,8,22,less than 321950.0
4,2.5,3070.0,7200.0,2.0,0,0,3,8,3070.0,0.0,2005.0,0.0,98059,47.4899,-122.138,2590.0,7200.0,2015,5,5,between 450000.0 and 645000.0
2,1.0,1180.0,2160.0,1.0,0,1,3,7,940.0,240.0,1909.0,0.0,98119,47.6313,-122.368,2700.0,5400.0,2014,7,15,between 450000.0 and 645000.0
2,1.75,1460.0,426450.0,1.0,0,0,5,7,960.0,500.0,1966.0,0.0,98022,47.2079,-121.967,1810.0,17350.0,2014,9,11,between 321950.0 and 450000.0
5,1.75,2330.0,6450.0,1.0,0,1,3,8,1330.0,1000.0,1958.0,0.0,98146,47.4959,-122.367,2330.0,8258.0,2015,5,8,between 450000.0 and 645000.0
6,4.5,3900.0,9100.0,2.0,0,0,3,8,2870.0,1030.0,1979.0,0.0,98052,47.6612,-122.137,2080.0,9216.0,2014,10,7,greater than 645000.0
