bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,1.75,1590.0,7620.0,1.0,0,0,4,7,1090.0,500.0,1984.0,0.0,98038,47.3655,-122.048,1590.0,7620.0,2015,4,14,less than 321950.0
4,2.0,1820.0,5000.0,1.5,0,1,3,7,1640.0,180.0,1945.0,0.0,98115,47.6815,-122.269,2060.0,5000.0,2014,5,2,greater than 645000.0
3,2.5,2140.0,8925.0,2.0,0,0,3,8,2140.0,0.0,1991.0,0.0,98074,47.6314,-122.027,2310.0,8956.0,2014,6,9,between 450000.0 and 645000.0
5,3.0,3290.0,14134.0,1.0,0,0,3,7,1870.0,1420.0,2004.0,0.0,98052,47.6708,-122.14,1970.0,11470.0,2014,9,15,greater than 645000.0
3,1.75,1420.0,1361.0,2.0,0,0,3,7,960.0,460.0,2014.0,0.0,98108,47.5684,-122.314,1340.0,1343.0,2014,11,4,less than 321950.0
4,1.0,1250.0,9102.0,1.0,0,0,3,7,1250.0,0.0,1955.0,0.0,98148,47.4258,-122.327,1260.0,9180.0,2015,2,23,less than 321950.0
3,2.5,2588.0,5701.0,2.0,0,0,3,8,2588.0,0.0,2008.0,0.0,98042,47.3449,-122.151,2389.0,5702.0,2014,10,22,between 321950.0 and 450000.0
3,1.75,1340.0,63597.0,1.0,0,0,4,7,1340.0,0.0,1963.0,0.0,98038,47.4379,-122.011,1950.0,87120.0,2015,4,1,between 321950.0 and 450000.0
3,1.75,1770.0,29004.0,1.0,0,0,3,8,1770.0,0.0,1959.0,0.0,98023,47.3204,-122.364,2300.0,24534.0,2014,7,9,less than 321950.0
4,2.5,3010.0,3120.0,2.5,0,2,3,8,3010.0,0.0,2006.0,0.0,98029,47.5539,-121.996,2140.0,3840.0,2015,1,7,greater than 645000.0
3,3.5,2710.0,3326.0,2.0,0,0,3,8,1650.0,1060.0,2005.0,0.0,98027,47.5371,-122.073,2280.0,2738.0,2014,12,6,between 450000.0 and 645000.0
2,1.0,700.0,7303.0,1.0,0,0,5,5,700.0,0.0,1953.0,0.0,98056,47.4934,-122.166,960.0,6060.0,2014,7,21,less than 321950.0
3,2.25,2010.0,6000.0,1.0,0,0,3,8,1330.0,680.0,1975.0,0.0,98052,47.6912,-122.115,2080.0,8260.0,2014,5,5,between 450000.0 and 645000.0
4,2.75,2420.0,11201.0,1.0,0,1,3,8,1420.0,1000.0,1948.0,1999.0,98118,47.5459,-122.265,3170.0,9385.0,2015,4,28,greater than 645000.0
4,2.25,2660.0,7957.0,1.0,0,0,4,8,1750.0,910.0,1977.0,0.0,98011,47.7351,-122.199,1890.0,8250.0,2015,4,14,between 450000.0 and 645000.0
4,2.5,2700.0,4275.0,2.0,0,0,3,9,2700.0,0.0,2004.0,0.0,98115,47.6725,-122.327,1810.0,4500.0,2014,7,5,greater than 645000.0
