bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
2,2.5,3900.0,920423.0,2.0,0,0,3,12,3900.0,0.0,2009.0,0.0,98065,47.5371,-121.756,2720.0,411962.0,2015,3,20,greater than 645000.0
3,1.75,1340.0,9975.0,1.0,0,0,4,7,1340.0,0.0,1961.0,0.0,98033,47.7012,-122.169,1340.0,10050.0,2014,12,24,between 321950.0 and 450000.0
3,2.5,3040.0,7232.0,2.0,0,0,3,7,3040.0,0.0,2003.0,0.0,98092,47.3355,-122.168,2760.0,6926.0,2014,6,17,between 321950.0 and 450000.0
4,3.25,2960.0,4296.0,2.0,0,0,3,9,2190.0,770.0,2007.0,0.0,98119,47.6526,-122.372,2150.0,6000.0,2015,3,10,greater than 645000.0
3,2.75,1420.0,955.0,2.0,0,0,3,8,1160.0,260.0,2004.0,0.0,98029,47.5477,-122.003,1420.0,955.0,2014,9,4,between 321950.0 and 450000.0
2,1.0,610.0,4000.0,1.0,0,0,4,6,610.0,0.0,1918.0,0.0,98136,47.5469,-122.391,870.0,5160.0,2014,8,28,less than 321950.0
5,3.75,3500.0,101494.0,1.5,0,0,3,8,3500.0,0.0,1967.0,1990.0,98053,47.6745,-122.054,3250.0,38636.0,2015,1,26,greater than 645000.0
2,1.0,850.0,6370.0,1.0,0,0,3,6,850.0,0.0,1951.0,0.0,98126,47.5198,-122.373,850.0,5170.0,2015,2,19,less than 321950.0
3,2.5,2030.0,1160.0,3.0,0,0,3,9,1970.0,60.0,2007.0,0.0,98004,47.6213,-122.2,1950.0,1160.0,2015,2,26,greater than 645000.0
5,3.0,2320.0,8400.0,1.0,0,0,3,7,1510.0,810.0,1963.0,0.0,98106,47.557,-122.365,1200.0,4800.0,2015,5,5,between 321950.0 and 450000.0
4,1.75,2060.0,9828.0,1.0,0,0,4,8,2060.0,0.0,1960.0,0.0,98005,47.5867,-122.174,2260.0,9996.0,2014,10,13,between 450000.0 and 645000.0
2,2.0,1680.0,4950.0,1.0,0,0,3,8,1680.0,0.0,2006.0,0.0,98053,47.7194,-122.022,1570.0,4800.0,2014,5,13,between 450000.0 and 645000.0
2,1.0,1630.0,9255.0,1.0,0,0,3,7,1630.0,0.0,1941.0,0.0,98133,47.7222,-122.332,1800.0,8000.0,2015,4,24,between 321950.0 and 450000.0
2,2.5,1860.0,3504.0,2.0,0,0,3,7,1860.0,0.0,2000.0,0.0,98028,47.776,-122.239,1860.0,4246.0,2014,8,26,between 321950.0 and 450000.0
3,2.25,1430.0,800.0,2.0,0,0,3,8,1140.0,290.0,2011.0,0.0,98136,47.5477,-122.388,1430.0,1387.0,2014,7,30,between 321950.0 and 450000.0
2,1.0,870.0,6552.0,1.0,0,0,3,6,870.0,0.0,1947.0,0.0,98133,47.7188,-122.353,1500.0,6678.0,2015,2,4,less than 321950.0
2,1.5,1530.0,1012.0,2.0,0,0,3,8,1200.0,330.0,2005.0,0.0,98122,47.602,-122.306,1530.0,1425.0,2015,2,9,between 450000.0 and 645000.0
2,1.0,710.0,1164794.0,1.0,0,0,2,5,710.0,0.0,1915.0,0.0,98014,47.6888,-121.909,1680.0,16730.0,2015,5,4,less than 321950.0
3,2.25,2180.0,60112.0,2.0,0,0,3,8,2180.0,0.0,1976.0,0.0,98053,47.6723,-122.082,2060.0,120225.0,2015,3,30,greater than 645000.0
2,1.75,1560.0,43748.0,2.0,0,0,3,8,1560.0,0.0,1967.0,2000.0,98065,47.5729,-121.676,1000.0,24602.0,2014,9,13,less than 321950.0
4,1.0,1470.0,5450.0,1.5,0,0,3,7,1470.0,0.0,1918.0,0.0,98112,47.6458,-122.306,2160.0,5450.0,2015,2,25,greater than 645000.0
1,2.0,3000.0,204732.0,2.5,0,2,3,8,3000.0,0.0,1979.0,0.0,98014,47.6331,-121.945,2330.0,213008.0,2014,12,10,between 321950.0 and 450000.0
3,2.75,2520.0,5401.0,1.0,0,0,4,7,1360.0,1160.0,1946.0,0.0,98119,47.6452,-122.373,1800.0,5036.0,2014,5,7,greater than 645000.0
4,2.5,2340.0,11784.0,2.0,0,0,3,9,2340.0,0.0,1997.0,0.0,98042,47.384,-122.149,2250.0,10760.0,2014,6,30,between 321950.0 and 450000.0
3,2.5,1940.0,4000.0,1.5,0,0,5,7,1940.0,0.0,1906.0,0.0,98109,47.6372,-122.352,1440.0,4000.0,2014,8,8,greater than 645000.0
4,1.5,2500.0,9448.0,1.0,0,0,4,7,1250.0,1250.0,1966.0,0.0,98106,47.5212,-122.339,1640.0,9490.0,2014,11,7,between 321950.0 and 450000.0
4,2.5,4600.0,67369.0,2.0,0,0,3,10,4600.0,0.0,1990.0,0.0,98053,47.6417,-121.992,4600.0,67369.0,2014,12,2,greater than 645000.0
3,2.25,1580.0,8659.0,1.0,0,0,4,7,1220.0,360.0,1961.0,0.0,98011,47.7599,-122.215,1970.0,9650.0,2015,4,21,between 450000.0 and 645000.0
3,1.0,1092.0,7500.0,1.5,0,0,3,6,1092.0,0.0,1918.0,0.0,98106,47.5321,-122.354,930.0,4000.0,2014,5,20,less than 321950.0
2,1.0,1450.0,3090.0,2.0,0,0,3,7,1450.0,0.0,1919.0,1987.0,98103,47.6853,-122.356,1450.0,4635.0,2014,12,15,between 450000.0 and 645000.0
2,2.0,1430.0,3880.0,1.0,0,0,4,7,1430.0,0.0,1949.0,0.0,98117,47.6844,-122.392,1430.0,3880.0,2015,3,30,between 450000.0 and 645000.0
3,3.0,2350.0,1620.0,2.0,0,0,3,9,1560.0,790.0,2001.0,0.0,98112,47.6308,-122.279,2000.0,4380.0,2015,1,22,greater than 645000.0
2,1.0,1240.0,11393.0,1.0,0,0,4,7,1240.0,0.0,1960.0,0.0,98030,47.3714,-122.207,1660.0,11393.0,2015,3,12,less than 321950.0
3,3.0,1860.0,7440.0,1.0,0,0,5,7,1040.0,820.0,1954.0,0.0,98178,47.5035,-122.255,1490.0,8160.0,2014,5,22,less than 321950.0
4,2.25,1800.0,14722.0,1.0,0,0,3,7,1440.0,360.0,1962.0,0.0,98055,47.4874,-122.223,2400.0,10000.0,2015,2,11,less than 321950.0
3,1.5,1590.0,8911.0,1.0,0,0,3,7,1590.0,0.0,1956.0,0.0,98028,47.7394,-122.252,1590.0,9625.0,2014,6,27,less than 321950.0
3,1.75,1530.0,7238.0,1.0,0,0,3,7,1530.0,0.0,1959.0,0.0,98155,47.7629,-122.315,1580.0,7238.0,2014,10,21,between 321950.0 and 450000.0
3,2.5,1800.0,2700.0,2.0,0,0,3,8,1800.0,0.0,2011.0,0.0,98126,47.5458,-122.369,1580.0,2036.0,2014,6,9,between 321950.0 and 450000.0
3,1.0,1110.0,6000.0,1.5,0,0,5,7,1110.0,0.0,1932.0,0.0,98199,47.6496,-122.403,1420.0,6000.0,2014,5,28,between 450000.0 and 645000.0
4,2.5,2160.0,4500.0,2.0,0,0,3,7,2160.0,0.0,2002.0,0.0,98056,47.4819,-122.182,2160.0,4496.0,2015,4,23,between 321950.0 and 450000.0
5,2.5,2750.0,5589.0,1.5,0,0,5,9,1840.0,910.0,1910.0,0.0,98112,47.6364,-122.3,1460.0,4250.0,2014,8,28,greater than 645000.0
3,1.75,1360.0,16000.0,1.0,0,0,3,7,1360.0,0.0,1978.0,0.0,98155,47.7583,-122.306,1360.0,12939.0,2014,10,8,less than 321950.0
3,1.75,1770.0,8235.0,1.0,0,0,3,7,1030.0,740.0,1960.0,0.0,98148,47.4323,-122.328,1560.0,8918.0,2014,6,16,less than 321950.0
5,2.5,2000.0,3600.0,1.0,0,0,3,6,1150.0,850.0,1987.0,0.0,98144,47.5971,-122.295,1410.0,3600.0,2015,3,17,between 450000.0 and 645000.0
2,1.5,1068.0,1758.0,2.0,0,0,3,7,1068.0,0.0,1990.0,0.0,98028,47.7527,-122.244,1078.0,1315.0,2014,6,30,less than 321950.0
3,2.0,1360.0,3120.0,2.0,0,0,3,7,1360.0,0.0,1989.0,0.0,98115,47.6943,-122.307,1360.0,3120.0,2014,12,19,between 321950.0 and 450000.0
3,3.0,2290.0,15600.0,1.0,0,0,3,8,1420.0,870.0,1948.0,1990.0,98001,47.3558,-122.29,1890.0,14143.0,2014,10,29,between 450000.0 and 645000.0
4,2.5,3220.0,20251.0,1.0,0,0,3,10,3220.0,0.0,1969.0,0.0,98006,47.5692,-122.192,4200.0,22114.0,2014,11,19,greater than 645000.0
4,2.75,3120.0,7898.0,1.0,1,4,4,8,1560.0,1560.0,1963.0,0.0,98034,47.7165,-122.259,2630.0,13868.0,2015,4,21,greater than 645000.0
4,2.5,3510.0,6745.0,2.0,0,0,3,10,3510.0,0.0,1998.0,0.0,98075,47.6016,-122.074,3320.0,8370.0,2015,3,31,greater than 645000.0
4,2.5,3350.0,29242.0,2.0,0,0,3,11,3350.0,0.0,1988.0,0.0,98052,47.7197,-122.131,3920.0,24728.0,2015,4,22,greater than 645000.0
4,3.0,2190.0,5085.0,2.0,0,0,4,8,2190.0,0.0,1992.0,0.0,98029,47.5693,-122.002,2130.0,5142.0,2014,9,24,between 450000.0 and 645000.0
4,2.0,2280.0,6010.0,1.0,0,0,3,7,1140.0,1140.0,1900.0,0.0,98122,47.6034,-122.289,2240.0,6200.0,2014,5,4,between 450000.0 and 645000.0
5,3.75,4320.0,39094.0,2.0,1,4,3,8,4320.0,0.0,1938.0,0.0,98155,47.7519,-122.276,1920.0,7750.0,2014,12,9,greater than 645000.0
3,1.75,1840.0,4255.0,1.0,0,0,3,7,940.0,900.0,1907.0,2005.0,98116,47.58,-122.392,1600.0,4255.0,2015,4,30,greater than 645000.0
3,2.5,1810.0,914.0,3.0,0,0,3,8,1380.0,430.0,2008.0,0.0,98116,47.5732,-122.387,1810.0,914.0,2014,7,11,between 450000.0 and 645000.0
2,1.0,1396.0,111949.0,1.0,0,0,3,7,1396.0,0.0,1940.0,1997.0,98053,47.6374,-122.007,2020.0,111949.0,2014,5,21,less than 321950.0
3,1.0,1210.0,5750.0,1.5,0,0,4,7,1210.0,0.0,1910.0,0.0,98136,47.5403,-122.391,1160.0,5000.0,2014,6,12,between 321950.0 and 450000.0
3,2.5,1430.0,2200.0,1.5,0,0,4,7,1430.0,0.0,1910.0,0.0,98103,47.6601,-122.331,1740.0,4275.0,2014,8,10,greater than 645000.0
2,1.5,1090.0,1183.0,3.0,0,0,3,8,1090.0,0.0,2008.0,0.0,98103,47.6974,-122.349,1110.0,1384.0,2014,7,15,less than 321950.0
5,2.0,1540.0,9629.0,1.0,0,0,4,7,1540.0,0.0,1960.0,0.0,98059,47.4915,-122.143,2260.0,9600.0,2014,9,24,less than 321950.0
3,1.75,1770.0,8571.0,1.0,0,0,3,8,1270.0,500.0,1978.0,0.0,98023,47.3109,-122.339,2120.0,7711.0,2014,11,7,less than 321950.0
3,2.5,2340.0,10005.0,1.0,0,0,4,8,1460.0,880.0,1978.0,0.0,98058,47.4431,-122.133,2250.0,8162.0,2015,4,2,between 321950.0 and 450000.0
4,2.75,2420.0,6495.0,2.0,0,0,3,8,2420.0,0.0,2005.0,0.0,98038,47.3771,-122.029,2420.0,6200.0,2014,8,7,between 321950.0 and 450000.0
