CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.2283177,0.22512707,1.0830163,-0.6116236,-0.00842578,1.2581323,between 3.15175 and 3.9875
2.6455948,0.25154206,1.6991407,0.0009458215,-0.0020299603,-0.12334122,less than 3.15175
2.094463,1.281596,0.8066414,0.001407944,-0.0049616955,4.4487224,greater than 4.9075
1.8464953,0.1236357,1.643125,0.0033750231,-0.0019545695,-0.5518906,less than 3.15175
2.5320876,0.26486287,1.3475486,0.0009775268,-0.002963119,0.6912164,less than 3.15175
3.3364522,0.37937278,1.1762275,-7.188164e-05,-0.0077065495,2.3868058,between 3.15175 and 3.9875
2.396992,1.1599731,1.707473,0.00065340305,2.0168302,0.6601322,between 3.15175 and 3.9875
2.4809573,1.3688828,0.8314533,0.99297583,-0.010260814,3.6513956,greater than 4.9075
2.7068954,0.25563583,0.9996994,0.0006348224,7.843686e-06,1.6992615,between 3.15175 and 3.9875
3.4768097,0.5121146,1.0112207,0.0002478201,1.0036567,3.1776333,greater than 4.9075
2.1689875,0.44683704,0.77073705,-0.0007660486,0.0019160698,2.543714,between 3.9875 and 4.9075
3.658412,0.41108155,0.9685334,0.8399902,0.00068683014,3.879859,between 3.9875 and 4.9075
2.115043,1.0984105,1.3025011,0.0001459285,-0.0048415796,0.8330872,between 3.15175 and 3.9875
1.3382947,0.32270986,2.1312718,0.0004813134,0.0074094115,-0.95243657,less than 3.15175
2.841953,0.93989617,1.6039081,0.7597644,2.0030258,1.5392734,between 3.15175 and 3.9875
1.5954437,0.4181816,1.8211489,0.0011560475,1.0026188,-0.9047684,less than 3.15175
3.1892135,0.50518775,1.0389557,-0.00019879767,0.0004826663,3.3364418,greater than 4.9075
2.9945211,0.13944453,1.6593478,0.98879117,-0.0037409605,0.40958843,between 3.15175 and 3.9875
2.958864,0.22575414,1.0589066,0.0011649429,0.00035847386,1.8563312,between 3.15175 and 3.9875
3.46253,0.90139717,1.3191468,0.00091914367,2.2556944,2.9035275,between 3.15175 and 3.9875
2.6001985,0.69006205,0.7618838,0.0002891589,-0.009626909,3.585259,greater than 4.9075
2.9612126,0.24048285,1.9849317,0.0041381884,0.0021417562,0.8800693,less than 3.15175
3.964941,0.22283526,2.0110478,0.001028192,-0.0057277293,3.0532908,greater than 4.9075
3.0091798,0.52490115,1.3318908,1.2690972,0.009936988,1.8944598,between 3.9875 and 4.9075
4.1509504,0.3337914,0.9936617,-0.0002863357,2.029721,4.780938,greater than 4.9075
3.8832014,0.22961733,1.6152383,1.0073222,1.0016087,2.3177586,less than 3.15175
2.7219222,0.40504253,1.3021232,-0.00232353,0.0022070308,1.2665008,less than 3.15175
2.9454012,0.2239877,1.6644217,0.0013586142,1.0025731,1.283193,between 3.15175 and 3.9875
3.9239872,1.3457944,1.3307321,-0.0042156763,0.0005783661,2.784275,greater than 4.9075
2.2151842,1.1468992,0.8270916,0.0010235787,1.00524,2.5589724,greater than 4.9075
3.2700126,0.21805419,1.5775473,1.4118524,0.0016125892,2.0885677,between 3.15175 and 3.9875
3.6552489,0.56535566,1.6396077,0.0043367366,1.0016083,4.360442,greater than 4.9075
2.4246721,0.99713784,1.3371255,0.0010947085,1.009118,1.9685616,between 3.9875 and 4.9075
2.4532673,0.20070176,0.90800226,1.0020187,-0.0055128797,2.3603394,greater than 4.9075
3.1017709,1.3484128,1.1185209,-0.0011136034,2.0096426,3.786318,greater than 4.9075
3.7541277,0.24289499,0.92417115,0.00078692916,1.0029389,3.4735794,between 3.9875 and 4.9075
3.632665,0.23550653,1.0342122,0.00053214165,-0.005340583,3.727587,between 3.9875 and 4.9075
2.9976935,0.9630475,0.8125689,0.00018064526,0.008843316,1.5344077,between 3.15175 and 3.9875
2.3528392,0.57768816,1.4780476,0.9936632,1.0194987,1.0625204,less than 3.15175
3.4019012,1.1117024,1.9695239,-0.0016591228,1.0094184,1.5583671,between 3.9875 and 4.9075
2.8228424,0.41668707,0.8281095,0.9960805,-0.010849801,2.5514529,between 3.9875 and 4.9075
3.685364,0.69373727,1.3151816,0.0008935997,1.9275829,2.2787218,greater than 4.9075
2.9379158,0.21225066,1.6811274,0.9807532,1.0203627,1.2092938,less than 3.15175
4.0162225,0.74516255,1.1237038,0.004558239,2.1113682,4.637713,greater than 4.9075
3.2026517,0.7837852,0.8772123,0.9883215,0.0019637,3.568311,greater than 4.9075
2.7776415,0.49089417,1.32253,0.00072181685,-0.0021211125,1.414964,less than 3.15175
1.0645862,0.33650154,1.8759662,-0.0007973538,0.0013207897,-0.44899812,less than 3.15175
2.8202996,-0.03527983,1.2266742,0.99335873,-0.0014387027,1.3325105,between 3.15175 and 3.9875
2.9939992,0.9505299,1.6893826,0.0012336761,0.00025203143,2.867989,between 3.9875 and 4.9075
2.6467037,0.7740979,0.90036887,-0.001617834,-0.007203384,2.4228177,greater than 4.9075
2.895845,0.55773515,0.90719336,0.0005949274,-0.011481587,3.052067,between 3.9875 and 4.9075
4.1602116,0.7394868,1.5494559,0.0042145364,2.0095155,2.8306184,between 3.9875 and 4.9075
2.5532165,0.59958774,1.601051,-0.00035659992,1.0005975,0.26598004,between 3.15175 and 3.9875
2.9257314,0.22186479,1.6773591,-0.0013527436,0.0020154794,0.89885265,between 3.15175 and 3.9875
2.6671474,0.48321533,1.3304484,-0.0012027989,0.00016744906,1.6534239,between 3.9875 and 4.9075
2.4977937,0.3898336,1.6530329,0.0011319297,1.0029677,0.72032154,between 3.15175 and 3.9875
3.4487936,0.33097765,1.7820308,0.00090102945,0.99213356,2.1290143,between 3.9875 and 4.9075
3.9871495,0.41873667,1.151102,0.0007987334,0.00165752,4.257635,between 3.9875 and 4.9075
2.016366,1.1125042,1.9380783,-0.0016383384,-0.003595504,0.24197799,less than 3.15175
3.4163027,0.40271077,1.2064011,0.00019696334,2.0264268,2.2879589,greater than 4.9075
2.6873155,0.9277372,1.6765212,0.00067689543,0.9917548,2.2963142,between 3.9875 and 4.9075
3.7175083,0.32915446,1.2793832,0.0043373043,-0.0023799096,3.5314062,greater than 4.9075
2.4647086,0.65434235,1.7654638,0.00015361866,1.0008825,0.10727628,less than 3.15175
2.9918954,1.0107853,0.84890574,0.0038407557,1.0206817,3.8140821,between 3.9875 and 4.9075
2.5321505,0.40828955,1.4339025,0.0005319355,1.0037912,1.5092766,between 3.9875 and 4.9075
2.2557805,0.6968834,0.84770566,1.1426819e-05,2.1681952,2.3447104,between 3.15175 and 3.9875
3.410546,0.2276769,1.9459482,0.00020225073,1.0142317,-0.93303895,less than 3.15175
4.0691814,0.67633426,1.7441425,0.0010394577,0.9937741,2.1752,between 3.9875 and 4.9075
3.096345,0.29068524,1.4283024,-0.00012238916,-0.0039354702,1.7471559,between 3.15175 and 3.9875
3.7250702,0.23434275,1.790424,0.0017965604,0.0072371075,2.611187,between 3.9875 and 4.9075
2.2714634,1.2581164,0.8214396,0.0011889873,0.0020877363,2.928304,between 3.9875 and 4.9075
2.1944027,0.5631946,0.94878936,0.0006705906,-0.007712215,1.8877071,between 3.9875 and 4.9075
2.66869,0.24017553,0.9378951,0.0013322453,1.0161434,1.8881756,between 3.9875 and 4.9075
