CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.171907,0.3650561,1.3105377,-0.005334315,-0.0021910153,4.5646443,between 3.9875 and 4.9075
4.1245484,0.41529128,1.0357734,-1.006294e-05,-0.00042122672,5.518617,greater than 4.9075
3.5643895,0.5947848,1.8241346,4.5076013e-07,0.9928544,0.6281314,greater than 4.9075
3.6925704,0.68109846,0.9928985,0.0003202302,-0.005849023,4.4431014,greater than 4.9075
3.4931896,0.50450945,0.628494,-0.0015365947,-0.0011482645,6.300394,greater than 4.9075
3.3868666,0.25757986,1.0848204,-0.0016101954,0.9816985,3.92837,greater than 4.9075
4.2780275,0.66495275,1.0635985,-0.0017186294,0.0007568025,6.738474,greater than 4.9075
3.9636729,0.7323766,0.7564449,-0.0009875309,-0.0036342144,5.5414762,greater than 4.9075
2.9288783,0.23205957,1.3932363,0.0005029948,-0.0034244487,2.2388794,between 3.15175 and 3.9875
4.598044,0.8340834,1.2933713,-0.0019614582,2.9596386,4.558861,greater than 4.9075
5.2569213,-0.058204122,1.8542651,1.006949,0.9739213,6.128313,between 3.9875 and 4.9075
4.0397434,1.204781,0.7212413,-0.0010307069,0.0006709001,4.1477103,greater than 4.9075
2.5356467,0.6063386,0.9109801,-0.00014941511,1.0197701,1.6611097,less than 3.15175
2.2315705,0.6583506,1.1944559,-0.00055185053,0.00842038,1.3948052,less than 3.15175
3.2379227,0.55340046,1.0460182,-0.00094434666,0.9849219,2.8669333,greater than 4.9075
2.4465353,0.41363695,1.4067053,-0.0011282874,-0.0073728063,1.0782317,less than 3.15175
