CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.781859,0.1376089,2.0148375,-0.00050948036,1.0283884,2.6858537,between 3.15175 and 3.9875
3.343083,0.17192703,0.87589186,-0.0010965235,-0.00083628274,4.000551,greater than 4.9075
3.8800142,0.79566866,0.7036067,1.0100875,1.1934595,6.7989464,greater than 4.9075
3.1034346,0.37938073,1.6364555,1.1462088,0.00060630485,1.8511701,between 3.15175 and 3.9875
2.924204,0.13576739,1.2315754,-0.0025443025,-0.00064113014,1.5217621,between 3.15175 and 3.9875
2.7801676,0.2288997,1.0127591,-0.00025794265,0.0003009633,2.3119535,between 3.15175 and 3.9875
2.3044791,0.7732972,0.88021755,1.0097321,2.155436,2.7602131,greater than 4.9075
2.1291678,0.22662197,0.8003924,0.0007133706,0.001565926,1.0052936,less than 3.15175
2.4929512,0.92686677,1.3531911,0.0006275617,0.003188714,0.90405273,between 3.15175 and 3.9875
2.8633528,0.62497747,1.0526121,-0.00089455186,2.0253074,0.8212589,between 3.15175 and 3.9875
4.2008786,0.18070374,1.5299464,0.0009612496,1.0174462,3.5322504,greater than 4.9075
1.5051911,0.22075854,0.88883626,1.1043867,-9.0671354e-05,1.1538419,between 3.9875 and 4.9075
3.1530077,0.7144229,0.85598254,5.6304503e-05,1.0271374,1.6328783,between 3.15175 and 3.9875
3.322308,0.6073837,1.7013971,1.1963723,1.0122756,1.5254871,greater than 4.9075
3.0122585,0.42080063,1.2030364,0.99777853,2.0764535e-05,1.7510436,between 3.9875 and 4.9075
3.339137,0.96630824,1.7092859,1.3107848,-0.0009667445,1.1642743,greater than 4.9075
2.3641646,-0.018343372,1.3906915,-0.0021912055,-0.002612166,0.8268465,between 3.15175 and 3.9875
2.6783562,1.4637183,0.8034917,1.281244,0.0015888759,5.469814,greater than 4.9075
3.1384902,0.42038867,1.8231869,0.0007005653,0.0006759638,0.15568383,less than 3.15175
3.854307,0.77083325,1.3852363,-0.0034733384,-0.011084565,3.0749977,between 3.9875 and 4.9075
3.2653997,0.12805162,0.9008083,-0.00014856731,-0.00055167207,2.8446405,between 3.15175 and 3.9875
1.9264777,0.6055484,0.9046501,0.0006775671,-0.010182897,0.95868206,greater than 4.9075
2.5300584,0.1363986,1.3349819,1.0652148,0.9404024,1.1453683,greater than 4.9075
2.3796613,0.24206391,0.940633,0.93856746,1.0220379,1.5314735,between 3.9875 and 4.9075
2.876031,0.13296066,1.2180196,1.0141143,0.00095067546,1.8136594,greater than 4.9075
3.6526933,0.43487465,1.976074,0.99734247,0.0008177818,0.77792084,less than 3.15175
2.4352007,0.674639,1.8235413,-0.00039808574,0.004255698,0.08342973,less than 3.15175
4.432429,0.053059183,1.4041165,-0.0007815824,-0.00059947255,4.7793927,greater than 4.9075
2.6714153,0.31006286,1.041521,-0.00020695478,1.0176964,2.2085836,between 3.9875 and 4.9075
3.0162208,0.9308718,1.4491715,0.0003990071,1.1119583,0.9222055,between 3.15175 and 3.9875
2.1503248,0.14090496,1.0111063,0.0038959826,0.0010972801,1.3339032,between 3.15175 and 3.9875
3.5508199,1.4839193,1.973195,0.0054149344,2.397387,2.3658776,greater than 4.9075
