CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.7979946,0.0028069292,1.0154407,0.0005187322,-0.0018676624,2.8779154,between 3.15175 and 3.9875
3.443802,0.061514053,1.6364951,-0.0010514184,0.0008168096,2.2096236,less than 3.15175
4.3105197,0.7802505,1.805254,0.0015946664,1.4115461,1.8071967,between 3.9875 and 4.9075
3.1003907,0.43877405,1.4842525,-0.00014925766,0.0011896363,1.5025797,between 3.9875 and 4.9075
2.740321,0.2119327,1.5825412,-0.00039781007,-0.0003091839,1.5705925,less than 3.15175
3.6681805,0.6312551,1.8346968,-0.0018700804,2.0337448,2.3750184,less than 3.15175
3.6191392,0.68381304,1.0616009,-0.00036460778,1.4121349,3.0686488,between 3.15175 and 3.9875
3.624956,0.8834113,1.0956107,0.0025435346,2.0162873,2.399579,between 3.9875 and 4.9075
3.0796807,0.169321,1.733699,0.0025366342,0.0010807781,1.4330009,less than 3.15175
2.6901283,0.12245359,1.032977,-4.2868545e-05,-0.00011130748,1.5788226,between 3.9875 and 4.9075
3.3160489,0.32585397,2.097368,-1.4321413e-06,0.0013818573,1.7670401,between 3.15175 and 3.9875
3.7236183,0.16412239,1.6691194,0.002227786,0.005676765,2.8160887,between 3.9875 and 4.9075
3.6345146,0.3935097,1.0932691,-0.0009378892,0.0025122343,2.7639918,less than 3.15175
4.0612946,0.35137436,1.2764837,-0.00068159343,1.618425,2.78174,greater than 4.9075
3.7280855,0.22688913,1.030031,-1.4110003e-05,0.0012914408,3.2476249,greater than 4.9075
3.8967745,0.58695376,2.3292494,-0.0015638554,1.2495476,1.0789421,between 3.15175 and 3.9875
