CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.0057068,0.12696335,1.2760342,0.000997968,0.0028814664,2.6116729,greater than 4.9075
3.446222,0.39904004,0.96531683,0.99132526,-4.5442022e-05,2.7898655,greater than 4.9075
2.509562,0.3154803,1.5091873,-0.0028053778,1.0159359,0.5489193,less than 3.15175
3.2767823,0.119963065,1.1555169,1.0039437,1.026858,2.2977448,greater than 4.9075
2.3955476,1.0243329,1.0260026,2.0563288,2.412876,1.8927668,greater than 4.9075
1.9784707,0.869287,2.1769385,0.011134289,1.0202718,-1.8424879,between 3.15175 and 3.9875
3.3613343,1.287842,1.2915374,-0.0058809174,0.9959659,2.8636007,greater than 4.9075
2.2578056,0.5763953,2.6201873,-0.0018204169,-0.00037668075,-1.198186,between 3.15175 and 3.9875
3.3771183,1.2151743,1.542307,1.0001249,2.148628,1.1594152,greater than 4.9075
3.16489,-0.004505422,1.1985089,-0.00087455683,0.007014217,2.6014535,between 3.15175 and 3.9875
3.4233117,0.575282,1.8912976,1.0103768,1.0216094,0.8962575,greater than 4.9075
3.0728447,0.11363821,1.9757459,-0.0058144378,1.002287,1.4389395,less than 3.15175
2.5892735,0.22181775,1.1987096,1.0092741,1.0052902,0.7507214,less than 3.15175
3.5041475,0.40189698,1.6673268,0.99921364,2.080621,2.5395164,greater than 4.9075
3.7310061,0.34997824,1.4378316,0.00034331362,-0.0016283419,3.1748211,greater than 4.9075
3.263409,0.568871,1.2526952,0.0014291098,1.0285753,2.185402,between 3.9875 and 4.9075
4.110942,0.056959618,1.1771654,0.0008883696,1.0001044,2.683131,greater than 4.9075
3.5801284,0.20668828,1.7360504,-0.002393731,0.9772125,2.5065596,less than 3.15175
3.5377893,1.068951,1.9001617,0.0016184361,-0.0064782975,0.9578642,less than 3.15175
2.3699124,0.13262795,1.0441189,9.242899e-05,1.0128003,0.8699257,greater than 4.9075
3.8982384,0.31517035,0.6700587,-0.002000298,2.0094383,5.2798157,greater than 4.9075
2.7125504,1.1963365,1.6028552,2.0271662e-05,0.99973685,0.8004755,greater than 4.9075
2.376555,0.89688224,1.4657955,2.8082635e-05,1.0164505,1.4715272,between 3.9875 and 4.9075
3.5146482,1.5251274,1.2376578,1.003021,1.016755,4.0335345,greater than 4.9075
3.9420536,0.23809859,1.2490575,0.0006518329,-0.0018075779,4.7000065,greater than 4.9075
2.795705,0.56880546,1.3563789,-0.001859888,-0.009026056,1.9608579,less than 3.15175
2.97948,1.1480863,3.322043,1.002294,1.9088587,2.6789696,greater than 4.9075
3.7505372,0.43860447,1.558161,-0.0022216672,2.550595,2.6016111,between 3.15175 and 3.9875
3.6340666,1.0121024,1.0545537,1.0269394,-0.017307756,3.5524204,greater than 4.9075
3.6250858,0.5592958,0.6557941,-0.0020212298,1.0061005,4.332428,greater than 4.9075
2.6835892,0.29695427,1.2744453,0.9971582,-0.0019676543,0.5614679,less than 3.15175
4.609083,0.20408595,1.2599788,1.0041721,2.5503724,4.731017,between 3.9875 and 4.9075
