carat,cut,color,clarity,depth,table,x,y,z,price
0.3,Very Good,D,SI1,63.3,55.0,4.31,4.28,2.72,less than 950.0
1.02,Ideal,I,SI2,60.7,57.0,6.57,6.54,3.98,between 2401.0 and 5324.25
1.01,Premium,G,IF,61.3,58.0,6.48,6.4,3.95,greater than 5324.25
0.72,Ideal,J,SI2,61.7,55.0,5.77,5.81,3.57,between 950.0 and 2401.0
1.5,Good,F,SI2,64.1,55.0,7.15,7.11,4.57,greater than 5324.25
0.72,Ideal,F,SI1,61.7,55.0,5.74,5.77,3.55,between 2401.0 and 5324.25
0.31,Good,I,VS1,63.8,56.0,4.27,4.32,2.74,less than 950.0
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,greater than 5324.25
0.3,Very Good,H,VS1,61.9,55.0,4.32,4.37,2.69,less than 950.0
0.4,Very Good,F,VS1,62.9,58.0,4.67,4.71,2.95,between 950.0 and 2401.0
0.53,Ideal,G,VVS2,61.7,54.5,5.2,5.26,3.23,between 950.0 and 2401.0
0.36,Ideal,F,VS1,62.5,57.0,4.53,4.56,2.84,less than 950.0
0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,between 950.0 and 2401.0
0.41,Very Good,G,SI1,62.4,56.0,4.75,4.77,2.97,less than 950.0
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,greater than 5324.25
0.41,Very Good,H,SI1,61.4,60.0,4.73,4.78,2.92,less than 950.0
0.34,Premium,F,SI2,60.0,62.0,4.55,4.51,2.72,less than 950.0
2.01,Ideal,E,SI2,62.1,57.0,8.0,7.88,4.93,greater than 5324.25
0.4,Good,G,VVS1,59.1,61.0,4.86,4.88,2.88,between 950.0 and 2401.0
0.83,Ideal,E,VS1,62.2,56.0,5.99,6.03,3.74,between 2401.0 and 5324.25
0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,less than 950.0
0.95,Ideal,J,SI1,63.0,56.0,6.32,6.26,3.96,between 2401.0 and 5324.25
0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,less than 950.0
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,between 2401.0 and 5324.25
1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,greater than 5324.25
0.33,Ideal,F,VS2,61.3,56.0,4.47,4.43,2.73,less than 950.0
0.66,Ideal,H,VS1,62.7,55.0,5.6,5.57,3.5,between 950.0 and 2401.0
0.31,Ideal,D,VVS2,62.4,54.0,4.35,4.37,2.72,less than 950.0
1.05,Ideal,I,VVS2,61.8,53.0,6.56,6.57,4.06,greater than 5324.25
0.51,Ideal,D,SI1,62.6,57.0,5.11,5.08,3.19,between 950.0 and 2401.0
0.51,Ideal,E,VS2,61.9,57.0,5.12,5.09,3.16,between 950.0 and 2401.0
0.7,Very Good,F,SI1,61.5,58.0,5.65,5.7,3.49,between 950.0 and 2401.0
