age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
28,187,82,Germany,72,78,58,43,69,66,51,69,61,54,67,75,62,61,67,66,76,58,61,15,16,12,10,14,between 3000.0 and 8000.0
23,184,81,France,69,74,49,38,60,62,43,58,51,49,62,65,67,64,66,59,78,62,63,10,14,11,14,9,greater than 8000.0
26,188,80,Spain,65,70,52,30,58,63,46,60,55,47,64,66,60,63,62,63,74,57,58,12,10,13,8,11,between 1000.0 and 3000.0
20,179,72,Italy,61,68,45,33,54,61,39,56,48,43,57,62,69,65,68,59,76,54,54,8,12,10,9,13,between 1000.0 and 3000.0
29,186,78,England,73,79,62,42,66,69,55,71,63,58,69,73,65,66,69,64,80,61,62,14,16,12,10,15,greater than 8000.0
24,183,75,Portugal,68,73,56,39,63,65,49,64,59,52,65,68,63,64,65,62,75,59,60,10,12,11,12,8,between 3000.0 and 8000.0
21,181,74,Brazil,70,76,59,44,65,68,53,68,62,56,67,70,66,67,69,65,77,60,61,12,14,10,14,9,greater than 8000.0
19,180,73,Argentina,64,69,48,35,59,63,45,61,54,48,62,65,68,66,67,60,74,56,57,8,10,12,8,12,between 1000.0 and 3000.0
32,189,84,Germany,66,71,53,32,61,66,48,63,58,51,65,67,62,63,64,63,76,58,59,14,16,11,12,10,between 3000.0 and 8000.0
27,185,79,Spain,69,75,57,40,64,67,52,66,61,55,66,69,65,66,67,64,78,60,61,12,12,13,10,14,between 1000.0 and 3000.0
25,184,77,France,71,77,60,43,66,69,55,69,63,58,68,71,66,67,68,65,77,61,62,10,14,11,12,9,greater than 8000.0
30,187,80,Portugal,68,73,54,36,62,65,50,63,59,52,64,67,64,65,66,63,75,59,60,10,12,12,8,13,between 1000.0 and 3000.0
22,182,75,Brazil,65,70,51,34,60,64,47,61,56,50,63,66,67,66,67,61,74,57,58,8,10,11,10,12,between 1000.0 and 3000.0
18,179,72,England,63,68,46,32,58,62,44,59,54,47,61,64,69,66,67,59,76,55,56,12,10,12,9,11,between 1000.0 and 3000.0
