age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
22,189,82,Argentina,78,82,53,69,81,73,32,70,80,69,82,85,73,77,76,79,49,84,81,14,10,9,14,9,greater than 8000.0
28,186,80,France,67,72,62,44,51,67,38,64,52,38,64,66,74,73,67,65,70,69,72,11,13,15,8,13,greater than 8000.0
26,182,75,Germany,72,75,74,65,59,73,64,73,74,60,72,75,73,77,71,70,66,76,68,12,9,13,10,14,greater than 8000.0
21,185,78,England,75,80,69,53,57,75,62,77,67,45,76,78,78,82,79,74,67,81,75,13,15,11,8,12,greater than 8000.0
30,188,82,Austria,69,72,59,57,79,67,52,61,57,53,64,66,50,55,62,67,46,69,64,14,10,6,10,6,greater than 8000.0
25,191,84,Spain,80,84,76,79,49,80,70,82,77,73,82,84,77,81,83,79,53,83,79,9,14,16,10,14,greater than 8000.0
31,184,80,United States,65,69,56,53,61,65,48,64,54,42,60,65,71,68,69,62,64,70,66,8,15,7,11,12,greater than 8000.0
27,179,73,Japan,70,73,66,60,54,71,58,69,65,49,69,72,66,64,73,68,60,66,71,16,10,9,15,10,greater than 8000.0
24,187,81,Netherlands,77,82,71,65,59,76,62,79,70,51,75,80,75,74,72,77,59,75,73,13,9,14,12,13,greater than 8000.0
23,186,79,Brazil,73,77,64,56,63,73,51,72,60,47,70,73,74,73,75,69,69,72,68,11,16,8,9,8,greater than 8000.0
29,190,83,China PR,68,72,59,54,64,69,49,67,61,44,64,70,69,70,68,66,60,67,66,14,8,10,12,9,greater than 8000.0
20,183,77,France,76,80,72,63,58,75,65,78,71,54,76,79,79,80,77,78,69,79,76,12,10,8,13,9,greater than 8000.0
32,189,85,Poland,69,73,60,57,66,70,54,66,63,48,67,69,63,65,69,66,58,68,67,13,10,7,11,11,greater than 8000.0
18,181,72,Colombia,74,78,69,62,61,73,60,74,68,52,72,75,72,72,75,69,65,73,72,8,16,12,6,10,greater than 8000.0
39,185,79,Portugal,66,69,56,53,62,66,49,65,59,44,64,67,68,67,69,64,64,69,67,10,12,8,12,8,greater than 8000.0
35,187,80,Denmark,72,75,66,59,65,71,55,70,63,50,69,71,70,71,69,68,63,70,69,16,10,6,12,7,greater than 8000.0
19,184,76,Republic of Ireland,70,73,65,60,59,70,56,69,64,51,68,71,69,68,72,67,61,68,69,8,16,10,14,12,greater than 8000.0
38,183,78,Czech Republic,69,72,61,57,64,68,53,66,61,48,65,67,66,67,66,65,60,66,67,9,14,12,10,10,greater than 8000.0
24,190,84,United States,77,82,72,65,60,76,64,78,71,56,75,79,75,75,77,75,67,75,76,11,10,9,10,12,greater than 8000.0
26,188,82,Brazil,74,79,69,63,62,73,61,75,70,53,73,76,73,74,74,72,66,73,73,14,9,8,13,10,greater than 8000.0
30,186,81,Japan,71,74,65,60,65,70,56,71,66,51,69,72,70,70,72,69,64,70,70,8,14,12,10,12,greater than 8000.0
21,185,80,Spain,78,82,74,67,63,77,66,79,72,58,76,80,76,78,77,77,70,76,78,9,11,10,10,12,greater than 8000.0
28,189,85,China PR,70,73,63,59,66,69,55,68,63,50,67,69,67,68,67,66,61,67,68,10,11,7,12,8,greater than 8000.0
25,187,83,Argentina,75,79,71,65,64,74,62,75,70,55,73,76,73,73,74,72,65,73,74,10,9,9,11,10,greater than 8000.0
33,184,80,Colombia,68,71,61,57,65,67,54,66,61,49,65,67,65,66,65,64,62,65,66,14,8,13,10,9,greater than 8000.0
22,191,86,Germany,79,83,76,69,64,78,68,80,74,59,77,80,77,78,78,77,71,77,78,8,14,8,11,10,greater than 8000.0
20,183,78,England,76,80,73,66,61,75,65,78,71,56,75,79,76,76,77,75,68,76,77,11,9,13,9,12,greater than 8000.0
31,190,84,France,73,76,67,62,66,71,59,72,67,53,70,72,70,71,70,69,66,70,71,12,15,9,14,10,greater than 8000.0
27,188,83,United States,70,73,64,60,67,69,57,69,65,51,68,69,68,69,68,67,64,68,69,13,11,7,12,8,greater than 8000.0
23,186,82,Spain,77,81,74,67,64,75,66,78,71,57,75,79,75,75,76,75,70,75,76,8,10,12,10,12,greater than 8000.0
37,185,81,Poland,67,70,60,56,66,66,54,65,61,49,64,65,63,65,64,63,61,64,65,14,10,6,11,9,greater than 8000.0
29,189,85,Denmark,72,75,67,62,66,70,59,70,65,53,69,71,69,69,70,68,65,69,70,9,12,8,12,10,greater than 8000.0
18,182,77,Portugal,75,79,72,66,63,73,64,76,70,58,73,76,74,74,74,73,69,74,75,10,9,13,9,11,greater than 8000.0
34,187,83,Czech Republic,69,72,62,58,66,67,56,66,62,50,65,66,65,66,65,64,62,65,66,13,14,7,12,10,greater than 8000.0
19,184,79,Republic of Ireland,71,73,66,61,65,69,58,69,64,52,68,69,67,68,67,66,63,67,68,12,16,10,12,11,greater than 8000.0
36,186,82,Argentina,70,73,64,60,67,68,58,67,64,51,66,67,66,67,66,65,63,66,67,11,10,8,10,11,greater than 8000.0
24,190,84,United States,76,80,72,66,63,74,65,77,70,57,74,77,74,74,75,74,70,74,75,10,14,8,13,10,greater than 8000.0
30,189,85,Colombia,73,76,68,63,67,70,61,71,66,54,69,71,69,70,69,68,66,69,70,13,9,8,11,11,greater than 8000.0
21,185,81,Spain,78,82,75,69,65,76,67,79,72,60,76,79,77,78,77,77,72,77,78,8,14,10,10,12,greater than 8000.0
28,188,84,China PR,70,73,63,59,67,68,56,67,63,50,66,67,65,66,66,65,62,65,66,14,10,7,13,9,greater than 8000.0
