age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
20,185,70,Spain,70,75,60,55,58,70,55,65,60,50,60,70,70,75,70,65,60,40,45,10,12,8,7,12,between 1000.0 and 3000.0
28,180,75,England,75,80,65,60,65,75,60,70,65,55,65,75,75,80,75,70,65,50,55,11,13,10,8,10,greater than 8000.0
22,188,80,Germany,80,85,70,65,70,80,65,75,70,60,70,80,80,85,80,75,70,60,65,12,14,11,9,11,greater than 8000.0
25,190,85,France,85,90,75,70,75,85,70,80,75,65,75,85,85,90,85,80,75,70,75,13,15,12,10,12,greater than 8000.0
30,182,70,Turkey,70,75,60,55,60,70,55,65,60,50,60,70,70,75,70,65,60,40,45,10,12,8,7,10,between 1000.0 and 3000.0
20,189,80,Spain,80,85,70,65,70,80,65,75,70,60,70,80,80,85,80,75,70,60,65,11,13,10,8,11,greater than 8000.0
28,181,75,England,75,80,65,60,65,75,60,70,65,55,65,75,75,80,75,70,65,50,55,12,14,11,9,12,greater than 8000.0
22,186,80,Germany,80,85,70,65,70,80,65,75,70,60,70,80,80,85,80,75,70,60,65,13,15,12,10,13,greater than 8000.0
25,191,85,France,85,90,75,70,75,85,70,80,75,65,75,85,85,90,85,80,75,70,75,14,16,13,11,14,greater than 8000.0
30,183,70,Turkey,70,75,60,55,60,70,55,65,60,50,60,70,70,75,70,65,60,40,45,10,12,8,7,10,between 1000.0 and 3000.0
20,190,85,Spain,85,90,75,70,75,85,70,80,75,65,75,85,85,90,85,80,75,70,75,11,13,10,8,11,greater than 8000.0
28,182,75,England,75,80,65,60,65,75,60,70,65,55,65,75,75,80,75,70,65,50,55,12,14,11,9,12,greater than 8000.0
22,187,80,Germany,80,85,70,65,70,80,65,75,70,60,70,80,80,85,80,75,70,60,65,13,15,12,10,13,greater than 8000.0
25,192,85,France,85,90,75,70,75,85,70,80,75,65,75,85,85,90,85,80,75,70,75,14,16,13,11,14,greater than 8000.0
30,184,70,Turkey,70,75,60,55,60,70,55,65,60,50,60,70,70,75,70,65,60,40,45,10,12,8,7,10,between 1000.0 and 3000.0
20,191,85,Spain,85,90,75,70,75,85,70,80,75,65,75,85,85,90,85,80,75,70,75,11,13,10,8,11,greater than 8000.0
