age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
21,176,67,Argentina,68,75,60,58,52,64,55,70,65,58,62,70,80,82,78,65,80,50,48,10,12,14,10,14,between 1000.0 and 3000.0
20,179,72,Spain,69,76,65,62,60,69,57,72,66,60,65,71,85,80,80,70,75,55,55,8,13,10,13,10,greater than 8000.0
30,185,79,England,72,78,70,68,65,72,62,75,70,65,70,75,80,85,80,75,80,60,60,12,10,14,11,13,greater than 8000.0
19,182,70,France,66,73,58,60,55,66,55,68,60,55,60,68,75,80,75,65,75,50,50,14,15,11,12,7,between 1000.0 and 3000.0
22,178,74,Germany,67,74,62,62,58,67,58,69,62,58,62,69,80,80,80,65,80,55,55,9,12,13,9,14,between 3000.0 and 8000.0
25,184,78,Italy,70,76,65,65,60,70,60,72,65,60,65,72,80,85,80,70,80,60,60,8,10,12,10,12,greater than 8000.0
28,181,76,Portugal,69,75,63,63,58,69,58,70,63,58,63,70,80,80,80,65,80,55,55,13,12,10,12,11,between 1000.0 and 3000.0
23,180,73,Brazil,68,74,61,61,55,68,56,69,61,55,61,69,75,80,75,65,75,50,50,15,10,11,14,8,between 3000.0 and 8000.0
24,186,80,Spain,70,76,65,65,60,70,60,72,65,60,65,72,80,85,80,70,80,60,60,7,14,12,7,10,greater than 8000.0
26,179,75,England,69,75,63,63,58,69,58,70,63,58,63,70,75,80,75,65,75,55,55,6,15,13,6,14,between 1000.0 and 3000.0
29,183,77,France,71,76,66,66,61,71,61,72,66,61,66,72,80,80,80,70,80,60,60,9,8,15,12,7,greater than 8000.0
27,187,81,Argentina,72,77,67,67,62,72,62,73,67,62,67,73,80,85,80,70,80,60,60,14,7,16,9,16,greater than 8000.0
32,189,83,Portugal,73,78,68,68,63,73,63,74,68,63,68,74,80,85,80,75,80,60,60,8,16,8,15,10,greater than 8000.0
31,184,79,Germany,72,77,67,67,62,72,62,73,67,62,67,73,75,80,75,70,75,60,60,10,12,10,12,13,between 3000.0 and 8000.0
