age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
28,180,74,France,66,68,58,42,63,65,49,67,59,48,61,66,78,69,76,64,74,59,55,14,13,12,10,11,between 3000.0 and 8000.0
25,185,80,Brazil,75,78,62,45,72,69,52,71,61,43,69,72,73,67,78,70,69,76,72,7,9,8,12,14,greater than 8000.0
29,182,75,Germany,63,65,50,35,60,62,40,58,46,38,60,63,65,61,70,63,66,62,61,15,14,11,13,10,between 1000.0 and 3000.0
30,178,78,Italy,68,70,65,50,68,67,55,66,57,44,65,68,77,75,82,69,73,64,66,12,10,9,14,12,between 3000.0 and 8000.0
27,186,77,Spain,72,74,60,48,69,70,53,69,59,46,67,70,74,72,80,70,76,73,69,8,13,10,11,15,greater than 8000.0
32,181,73,England,65,67,55,40,65,66,50,64,55,42,63,66,70,68,75,66,72,65,64,14,12,13,9,10,between 1000.0 and 3000.0
26,183,79,Portugal,74,76,63,50,72,71,57,70,62,48,68,71,79,77,81,72,75,77,74,6,8,9,12,11,greater than 8000.0
24,185,82,Austria,66,70,58,45,66,68,52,65,58,45,64,67,72,71,78,69,74,66,68,15,14,12,13,10,between 1000.0 and 3000.0
20,175,70,China PR,59,65,50,38,62,64,45,61,53,40,60,64,69,68,73,65,71,63,62,7,10,11,9,14,between 1000.0 and 3000.0
28,180,76,Tunisia,70,72,62,48,68,69,55,67,59,46,66,69,76,75,80,70,74,68,69,12,11,10,14,12,between 3000.0 and 8000.0
29,182,74,Romania,67,69,60,45,66,67,53,65,57,44,64,67,73,72,79,69,73,67,66,8,13,9,13,11,between 1000.0 and 3000.0
31,179,75,France,71,73,65,50,69,70,56,68,61,48,67,70,78,77,82,71,75,70,71,6,9,10,12,14,greater than 8000.0
23,186,81,Italy,69,72,63,50,70,70,57,69,62,49,68,70,75,74,80,71,74,71,70,15,14,12,13,10,between 1000.0 and 3000.0
27,184,78,Portugal,73,75,64,52,71,72,59,70,63,50,69,71,79,78,83,72,76,73,72,7,9,9,11,15,greater than 8000.0
22,187,83,England,70,73,65,52,70,71,58,69,62,51,68,70,76,76,81,72,75,74,73,8,10,14,12,11,greater than 8000.0
20,176,72,Spain,61,66,55,42,65,66,50,64,56,43,62,65,71,70,76,67,72,65,66,7,11,10,14,13,between 1000.0 and 3000.0
25,181,77,Brazil,67,70,60,45,67,68,53,66,58,44,65,67,74,73,79,68,73,66,67,14,13,12,13,10,between 1000.0 and 3000.0
24,184,80,Germany,68,71,62,48,68,69,55,67,59,46,66,68,75,75,80,69,74,67,68,6,8,9,14,15,greater than 8000.0
30,183,75,France,69,72,64,50,70,70,57,69,62,49,68,70,77,76,82,70,75,70,70,15,14,11,13,10,between 1000.0 and 3000.0
28,185,82,Austria,70,73,65,52,70,71,58,69,63,51,68,70,79,78,83,71,76,72,71,8,10,9,14,14,greater than 8000.0
26,179,77,Portugal,68,71,61,48,68,69,54,67,59,46,66,68,74,74,79,69,73,68,68,7,9,12,11,10,between 1000.0 and 3000.0
