age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
20,185,78,Argentina,68,73,51,54,60,64,56,66,55,49,61,65,72,80,75,60,70,55,65,10,12,10,8,9,between 3000.0 and 8000.0
25,181,75,Italy,72,76,63,61,66,70,62,70,59,52,64,66,74,82,78,65,72,60,70,8,14,12,10,11,greater than 8000.0
22,177,70,Brazil,65,70,50,50,55,60,50,60,50,45,55,60,70,75,70,55,65,50,55,9,11,9,7,8,between 3000.0 and 8000.0
30,186,80,France,75,80,70,65,70,75,65,75,65,60,70,70,75,85,80,70,75,65,70,10,15,14,12,13,greater than 8000.0
28,184,77,Germany,70,75,60,60,65,65,60,65,60,55,65,65,70,80,75,60,70,60,65,11,13,11,9,10,between 3000.0 and 8000.0
24,180,75,England,68,72,56,56,60,62,56,62,56,50,60,62,72,78,72,58,68,55,60,8,12,10,8,9,between 3000.0 and 8000.0
26,182,76,Netherlands,71,75,62,61,65,67,61,67,61,55,65,65,75,82,77,62,72,60,65,9,13,12,10,11,between 3000.0 and 8000.0
21,179,72,Trinidad and Tobago,64,70,52,52,55,58,52,58,52,45,55,58,70,75,70,55,65,50,55,7,10,9,7,8,less than 1000.0
29,185,79,Argentina,73,78,65,63,67,70,63,68,63,60,67,67,75,83,78,65,73,62,67,10,14,13,11,12,greater than 8000.0
32,188,81,Brazil,76,80,70,66,70,72,66,70,66,65,70,70,75,85,80,70,75,65,70,11,15,14,12,13,greater than 8000.0
23,178,71,Italy,67,72,55,55,60,62,55,60,55,50,60,60,70,78,72,58,68,55,60,8,12,11,9,10,between 3000.0 and 8000.0
27,183,77,France,71,76,63,62,66,67,62,65,62,55,65,65,75,80,75,62,72,60,65,9,13,12,10,11,between 3000.0 and 8000.0
19,176,70,Germany,63,69,50,50,55,57,50,55,50,45,55,57,65,72,65,55,62,50,55,6,9,8,7,8,less than 1000.0
31,187,80,England,75,80,70,65,70,72,65,70,65,60,70,70,75,83,78,70,74,65,70,10,14,13,11,12,greater than 8000.0
33,189,82,Argentina,77,82,72,67,72,74,67,72,67,65,70,70,78,85,80,70,76,65,70,11,15,14,12,13,greater than 8000.0
24,181,76,Netherlands,70,75,60,60,65,65,60,65,60,55,65,65,70,80,75,60,70,60,65,8,12,11,9,10,between 3000.0 and 8000.0
