age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
20,179,69,China PR,66,71,61,58,59,65,56,67,62,54,64,68,72,70,75,66,70,58,59,9,11,9,7,8,between 1000.0 and 3000.0
28,185,77,Brazil,74,79,72,68,66,73,65,73,69,61,71,75,80,76,79,72,78,61,64,8,13,12,10,9,greater than 8000.0
22,181,72,Colombia,69,73,64,62,60,67,59,70,65,57,66,71,74,72,77,69,75,59,61,11,14,13,8,7,between 1000.0 and 3000.0
25,188,80,England,79,82,75,72,70,76,68,77,71,65,74,78,82,80,81,75,80,66,68,14,16,15,12,10,greater than 8000.0
30,184,78,Spain,71,74,69,66,65,71,63,72,67,59,69,73,76,75,78,70,76,63,65,12,15,14,11,9,greater than 8000.0
26,183,76,Austria,72,75,70,67,66,72,64,72,68,61,70,74,78,77,80,71,77,62,64,10,14,13,9,8,greater than 8000.0
21,178,70,France,68,72,63,60,61,66,58,67,63,56,64,68,73,72,75,67,72,59,61,9,12,11,8,7,between 1000.0 and 3000.0
24,187,81,Germany,75,79,72,68,67,73,65,74,70,63,72,76,80,79,82,73,79,65,67,13,16,15,12,10,greater than 8000.0
32,186,79,Italy,70,73,68,65,64,70,62,69,66,60,67,70,75,74,77,69,74,61,63,11,14,13,10,9,between 1000.0 and 3000.0
27,184,77,Japan,69,72,65,62,61,67,59,68,64,57,65,69,73,72,75,67,72,60,62,10,13,12,9,8,between 1000.0 and 3000.0
29,185,80,Sweden,72,75,70,67,66,71,63,71,67,61,69,72,76,75,78,70,75,63,65,12,15,14,11,9,greater than 8000.0
23,181,73,Republic of Ireland,67,70,62,60,59,65,57,66,62,55,63,66,71,70,73,66,69,59,61,9,12,11,8,7,between 1000.0 and 3000.0
31,188,82,Poland,73,76,71,68,67,72,64,72,68,62,70,73,77,76,79,71,76,64,66,13,16,15,12,10,greater than 8000.0
20,179,71,Korea Republic,65,69,61,59,58,64,56,64,60,54,61,64,69,68,71,65,68,58,60,10,13,12,9,8,between 1000.0 and 3000.0
28,186,79,Turkey,70,73,67,64,63,68,61,68,65,59,66,69,73,72,75,68,72,61,63,11,14,13,10,9,between 1000.0 and 3000.0
25,183,76,Denmark,71,74,68,66,65,69,62,69,66,60,67,69,74,73,76,67,73,62,64,12,15,14,11,9,greater than 8000.0
22,180,72,Czech Republic,68,71,64,61,60,65,57,65,62,55,63,65,70,69,72,65,68,59,61,9,12,11,8,7,between 1000.0 and 3000.0
30,185,78,England,72,75,69,67,66,70,63,70,67,61,68,71,75,74,77,69,74,63,65,13,16,15,12,10,greater than 8000.0
26,184,77,Spain,71,74,68,66,65,69,62,69,66,59,67,69,73,72,75,68,72,62,64,11,14,13,10,9,between 1000.0 and 3000.0
21,178,70,France,67,70,63,60,59,64,57,65,61,54,62,64,69,68,71,65,68,59,61,9,12,11,8,7,between 1000.0 and 3000.0
24,187,81,Germany,74,77,71,68,67,72,64,71,68,62,70,72,76,75,78,71,75,64,66,13,16,15,12,10,greater than 8000.0
32,186,79,Italy,70,73,68,65,64,69,62,68,65,59,66,68,72,71,74,68,72,61,63,10,13,12,9,8,between 1000.0 and 3000.0
27,184,77,Japan,69,72,65,62,61,66,59,67,63,56,64,66,70,69,72,66,69,60,62,10,13,12,9,8,between 1000.0 and 3000.0
29,185,80,Sweden,72,75,70,67,66,70,63,70,67,61,68,70,74,73,76,69,73,63,65,12,15,14,11,9,greater than 8000.0
23,181,73,Republic of Ireland,67,70,62,60,59,64,57,65,61,54,62,64,69,68,71,65,68,59,61,9,12,11,8,7,between 1000.0 and 3000.0
31,188,82,Poland,73,76,71,68,67,71,64,70,68,62,69,71,75,74,77,70,74,64,66,13,16,15,12,10,greater than 8000.0
20,179,71,Korea Republic,65,69,61,59,58,63,56,64,60,54,61,63,68,67,70,65,67,58,60,10,13,12,9,8,between 1000.0 and 3000.0
28,186,79,Turkey,70,73,67,64,63,67,61,67,64,59,65,67,71,70,73,67,70,61,63,11,14,13,10,9,between 1000.0 and 3000.0
25,183,76,Denmark,71,74,68,66,65,68,62,68,65,60,66,68,72,71,74,67,71,62,64,12,15,14,11,9,greater than 8000.0
22,180,72,Czech Republic,68,71,64,61,60,64,57,65,61,54,62,64,69,68,71,65,68,59,61,9,12,11,8,7,between 1000.0 and 3000.0
30,185,78,England,72,75,69,67,66,69,63,69,66,61,67,69,73,72,75,68,73,63,65,13,16,15,12,10,greater than 8000.0
26,184,77,Spain,71,74,68,66,65,68,62,68,65,59,66,68,71,70,73,67,71,62,64,11,14,13,10,9,between 1000.0 and 3000.0
