age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
29,186,75,United States,64,68,49,50,66,59,37,51,46,38,56,49,61,64,65,58,60,62,63,17,15,13,15,14,between 1000.0 and 3000.0
25,190,78,Argentina,69,72,55,44,62,67,40,60,52,47,61,63,59,66,69,64,65,66,70,11,12,10,12,11,between 3000.0 and 8000.0
32,179,73,Germany,65,67,51,38,59,62,34,48,46,42,56,51,52,59,62,60,63,65,66,9,11,9,10,9,between 1000.0 and 3000.0
27,187,76,Portugal,70,74,61,48,64,69,43,63,59,54,64,65,62,69,71,66,68,69,72,8,10,8,11,10,greater than 8000.0
23,184,74,France,66,69,53,42,61,65,39,56,51,48,59,59,60,65,67,62,64,67,69,10,12,9,12,11,between 3000.0 and 8000.0
30,189,80,Belgium,67,70,57,45,63,67,41,59,55,51,62,61,61,66,69,63,65,68,70,12,13,11,13,12,between 1000.0 and 3000.0
28,185,77,Spain,68,71,59,46,64,68,42,61,57,53,63,62,63,67,70,64,66,69,71,9,11,9,11,10,between 1000.0 and 3000.0
26,188,78,Italy,69,72,61,47,65,69,43,62,59,55,64,63,64,68,71,65,67,70,72,8,10,8,10,9,greater than 8000.0
24,183,75,England,65,68,53,41,61,65,38,56,52,48,59,60,59,64,66,60,62,65,67,11,12,10,12,11,between 3000.0 and 8000.0
31,190,81,Brazil,70,73,63,48,66,70,44,63,60,56,65,64,65,69,72,66,68,71,72,10,12,9,12,11,between 1000.0 and 3000.0
29,186,76,Netherlands,66,69,56,43,62,67,40,58,54,50,61,61,61,65,67,62,64,66,68,12,13,11,13,12,between 1000.0 and 3000.0
27,184,74,China PR,64,67,52,39,60,64,36,55,50,46,58,59,58,62,64,59,60,63,65,9,11,9,10,9,between 1000.0 and 3000.0
25,187,77,United States,67,70,58,44,63,67,41,59,56,52,62,62,62,66,68,63,65,67,69,8,10,8,11,10,greater than 8000.0
32,179,72,Germany,65,67,51,38,59,62,34,48,46,42,56,51,52,59,62,60,63,65,66,9,11,9,10,9,between 1000.0 and 3000.0
30,189,80,Belgium,67,70,57,45,63,67,41,59,55,51,62,61,61,66,69,63,65,68,70,12,13,11,13,12,between 1000.0 and 3000.0
28,185,77,Spain,68,71,59,46,64,68,42,61,57,53,63,62,63,67,70,64,66,69,71,9,11,9,11,10,between 1000.0 and 3000.0
