pop,education,houses,income,xcoord,ycoord,ln_votes_pop
8.093547,7.2199492,6.8683887,10.315881,-96404250.0,37970972.0,greater than -0.441693965696886
9.70336,8.970216,8.755468,11.761333,-86896456.0,38916364.0,between -0.565824729711181 and -0.441693965696886
9.370993,8.685334,8.289663,11.756389,-81491440.0,32800630.0,less than -0.6999407366495485
10.5017395,9.842814,9.434992,12.754868,-76002590.0,41302090.0,between -0.6999407366495485 and -0.565824729711181
10.292796,9.6044235,9.189583,12.408916,-95807520.0,35676180.0,between -0.6999407366495485 and -0.565824729711181
7.8122683,7.419466,6.896848,9.9744625,-114223750.0,46119550.0,greater than -0.441693965696886
10.2585125,9.679161,9.164586,12.475572,-77998696.0,39919396.0,between -0.565824729711181 and -0.441693965696886
10.400347,9.759945,9.465013,12.65486,-79249880.0,38123948.0,between -0.6999407366495485 and -0.565824729711181
11.385615,10.703967,10.203895,13.567223,-91433710.0,30751322.0,less than -0.6999407366495485
8.437298,7.894856,7.6082706,10.465123,-97204820.0,40570420.0,between -0.565824729711181 and -0.441693965696886
10.037876,9.083706,8.842444,12.095493,-74113990.0,36863624.0,between -0.6999407366495485 and -0.565824729711181
9.644804,8.793184,8.646245,11.706722,-98369064.0,34803010.0,between -0.6999407366495485 and -0.565824729711181
9.446692,8.6033535,8.550634,11.219323,-94985440.0,38603224.0,between -0.565824729711181 and -0.441693965696886
11.455936,10.91732,10.368314,13.801647,-71346616.0,35174140.0,between -0.6999407366495485 and -0.565824729711181
9.503645,8.742754,8.4879465,11.660376,-139187420.0,27763062.0,less than -0.6999407366495485
10.972486,9.984719,9.876801,13.116516,-85024860.0,35900188.0,less than -0.6999407366495485
9.569774,8.763651,8.580753,11.57983,-79884160.0,38764184.0,between -0.6999407366495485 and -0.565824729711181
9.846072,8.888189,8.84339,12.075153,-80068216.0,35734336.0,between -0.6999407366495485 and -0.565824729711181
9.984915,9.305639,9.092294,12.381954,-96210780.0,37708260.0,between -0.565824729711181 and -0.441693965696886
10.105754,9.857405,9.104072,12.262131,-122792344.0,45712576.0,between -0.565824729711181 and -0.441693965696886
10.474341,9.733221,9.288968,12.772265,-91158810.0,34351240.0,less than -0.6999407366495485
8.627213,7.727436,7.749442,10.527361,-91566600.0,38432500.0,between -0.6999407366495485 and -0.565824729711181
11.631241,11.080224,10.501118,13.865391,-94064680.0,33889480.0,less than -0.6999407366495485
12.097579,11.528143,11.100797,14.550475,-86484184.0,40071896.0,between -0.6999407366495485 and -0.565824729711181
9.2823,8.595971,8.292811,11.454884,-96905920.0,42386464.0,between -0.6999407366495485 and -0.565824729711181
8.833126,8.377903,8.0473175,11.072092,-98578860.0,33319230.0,between -0.565824729711181 and -0.441693965696886
9.506232,8.548593,8.281188,11.556238,-99338184.0,28922618.0,less than -0.6999407366495485
8.396319,7.840528,7.441277,10.408434,-97809210.0,44210496.0,greater than -0.441693965696886
9.094312,8.053524,8.102412,10.84717,-90491290.0,26403062.0,between -0.6999407366495485 and -0.565824729711181
9.45246,8.726451,8.502976,11.660193,-85887550.0,39070760.0,between -0.6999407366495485 and -0.565824729711181
10.447625,9.693821,9.488168,12.707854,-86220900.0,37678190.0,between -0.565824729711181 and -0.441693965696886
9.513333,8.588633,8.503388,11.603026,-95028904.0,30296090.0,between -0.6999407366495485 and -0.565824729711181
9.405232,8.413554,8.413494,11.327225,-94646290.0,33906704.0,less than -0.6999407366495485
