pop,education,houses,income,xcoord,ycoord,ln_votes_pop
9.707049,8.576853,8.6341505,11.485386,-112706216.0,45468820.0,between -0.565824729711181 and -0.441693965696886
8.870134,7.6927643,7.7288594,10.877671,-107107350.0,35676230.0,between -0.6999407366495485 and -0.565824729711181
9.310448,8.402582,8.438654,11.263106,-96435704.0,35509940.0,between -0.6999407366495485 and -0.565824729711181
9.717471,8.604218,8.79911,11.64151,-96979080.0,34155340.0,between -0.6999407366495485 and -0.565824729711181
9.757251,9.73686,8.765046,12.265485,-89761496.0,41082584.0,greater than -0.441693965696886
10.158838,9.565921,9.039575,12.525325,-77124140.0,40917336.0,between -0.6999407366495485 and -0.565824729711181
9.965634,9.233141,8.978735,12.131269,-112486360.0,47691220.0,between -0.565824729711181 and -0.441693965696886
9.12475,9.275483,8.095269,11.886003,-124636700.0,46603000.0,between -0.6999407366495485 and -0.565824729711181
9.096199,8.716321,8.025585,11.332636,-83554264.0,38302704.0,between -0.565824729711181 and -0.441693965696886
8.414434,7.6820784,7.427558,10.59189,-76170090.0,40255412.0,less than -0.6999407366495485
10.526182,10.948382,9.430752,13.35813,-103793930.0,43210716.0,between -0.6999407366495485 and -0.565824729711181
8.508459,7.4780045,7.400963,10.368893,-149451840.0,19767440.0,between -0.6999407366495485 and -0.565824729711181
9.47765,8.463648,8.277614,11.255148,-81642136.0,33020732.0,less than -0.6999407366495485
9.955415,9.032425,8.881822,11.902415,-84308540.0,40173840.0,greater than -0.441693965696886
11.511478,11.496282,10.310893,14.087117,-85461600.0,46077120.0,between -0.565824729711181 and -0.441693965696886
10.555907,9.908561,9.398988,12.736585,-82812020.0,40486960.0,between -0.6999407366495485 and -0.565824729711181
