pop,education,houses,income,xcoord,ycoord,ln_votes_pop
8.41337,7.13381,7.39587,10.207503,-96581610.0,34960536.0,greater than -0.441693965696886
10.673472,10.0535145,9.713253,12.977983,-77005360.0,40661970.0,less than -0.6999407366495485
10.166444,9.207238,9.121444,12.53231,-103682920.0,37723150.0,between -0.565824729711181 and -0.441693965696886
10.443349,9.54151,9.110841,12.493532,-96376960.0,32535632.0,between -0.6999407366495485 and -0.565824729711181
8.257198,7.193379,7.3036175,10.3264475,-95395430.0,31998884.0,between -0.6999407366495485 and -0.565824729711181
9.375674,9.012282,8.474614,11.682651,-88663340.0,38295708.0,less than -0.6999407366495485
9.206816,8.25745,8.22837,11.409028,-97866700.0,29667994.0,between -0.6999407366495485 and -0.565824729711181
7.4679637,6.6808395,6.627146,9.34099,-88185310.0,46919284.0,greater than -0.441693965696886
12.098946,11.512933,11.004229,14.342151,-84876810.0,38665244.0,less than -0.6999407366495485
9.446167,8.440907,8.472937,11.408799,-92642680.0,34382704.0,less than -0.6999407366495485
12.260791,11.660935,10.980405,14.7067175,-93027950.0,37300676.0,between -0.6999407366495485 and -0.565824729711181
9.979095,8.9307995,8.7484255,11.807148,-94001550.0,36318050.0,between -0.6999407366495485 and -0.565824729711181
8.925428,7.8149705,7.8827314,10.928422,-91844220.0,33363302.0,between -0.565824729711181 and -0.441693965696886
10.744092,10.317562,9.785209,13.22197,-80915930.0,42299696.0,between -0.565824729711181 and -0.441693965696886
11.681535,11.160563,10.626168,14.02656,-93833280.0,40182292.0,less than -0.6999407366495485
7.649341,6.9450793,6.734603,9.31889,-91427460.0,48031496.0,greater than -0.441693965696886
11.653416,11.339594,10.678505,14.054314,-86106190.0,43996396.0,between -0.565824729711181 and -0.441693965696886
11.4638405,10.51845,10.438136,13.41445,-93369544.0,42350228.0,between -0.565824729711181 and -0.441693965696886
10.496711,9.679853,9.275446,12.552734,-92034480.0,32813848.0,less than -0.6999407366495485
7.364078,6.6500654,6.39603,9.444402,-105706200.0,42021628.0,greater than -0.441693965696886
12.665307,12.087627,11.457385,15.245337,-80121416.0,32281814.0,greater than -0.441693965696886
12.331647,11.725648,11.105625,14.769015,-81196140.0,31346170.0,less than -0.6999407366495485
12.400236,11.904186,11.265624,14.895955,-92550930.0,28592452.0,less than -0.6999407366495485
9.961528,9.279232,8.99679,12.099356,-89964536.0,42679508.0,less than -0.6999407366495485
8.990246,7.8547206,8.035183,10.8433485,-80657170.0,36591576.0,between -0.6999407366495485 and -0.565824729711181
10.685333,10.108621,9.773708,12.812192,-96403144.0,32119466.0,less than -0.6999407366495485
10.879182,10.165575,9.898502,13.19495,-87673460.0,36519576.0,less than -0.6999407366495485
9.212098,8.0703945,8.155221,11.268664,-83641740.0,38066252.0,less than -0.6999407366495485
9.805208,8.821119,8.7036,11.946474,-84100120.0,40557600.0,less than -0.6999407366495485
9.491308,8.736627,8.5258875,11.650354,-87974610.0,40103230.0,between -0.565824729711181 and -0.441693965696886
8.941003,7.9789376,8.034423,10.865334,-99142410.0,38150852.0,less than -0.6999407366495485
10.356879,9.715258,9.47107,12.54781,-83239260.0,36342096.0,less than -0.6999407366495485
7.2075467,6.7132564,6.1953626,9.378604,-89299070.0,45441716.0,greater than -0.441693965696886
9.315889,8.179651,8.322216,11.242246,-89842120.0,36823852.0,less than -0.6999407366495485
10.766593,9.837149,9.877703,12.716385,-78780410.0,37894588.0,between -0.565824729711181 and -0.441693965696886
10.492063,9.610244,9.619392,12.566516,-80991050.0,36063700.0,less than -0.6999407366495485
12.534325,12.061833,11.479153,14.899949,-88132600.0,38008772.0,less than -0.6999407366495485
8.742863,8.050563,7.8178983,11.103429,-107625680.0,43281664.0,greater than -0.441693965696886
9.70935,8.9594345,8.647852,11.751315,-97328120.0,38271564.0,less than -0.6999407366495485
11.639767,11.110631,10.66757,14.080959,-114012104.0,34909880.0,less than -0.6999407366495485
9.875525,9.09362,8.834919,11.908508,-90503440.0,34855284.0,less than -0.6999407366495485
9.585737,8.915595,8.555024,11.858248,-99096930.0,32867906.0,less than -0.6999407366495485
11.043252,10.568874,10.026772,13.689713,-75772184.0,43365436.0,between -0.6999407366495485 and -0.565824729711181
8.8168125,8.215136,7.758491,10.924597,-84875336.0,38963944.0,greater than -0.441693965696886
11.32413,10.986922,10.12019,13.586137,-98283450.0,37798132.0,less than -0.6999407366495485
9.955457,9.180906,8.986257,12.032487,-84962420.0,40625164.0,between -0.565824729711181 and -0.441693965696886
