pop,education,houses,income,xcoord,ycoord,ln_votes_pop
8.370697,7.3398566,7.282331,10.348751,-91347310.0,35400964.0,less than -0.6999407366495485
10.902267,10.2162895,9.982656,12.993459,-92480420.0,37468650.0,between -0.6999407366495485 and -0.565824729711181
8.7097435,7.7386622,7.835176,10.715516,-98493890.0,34422636.0,between -0.565824729711181 and -0.441693965696886
12.431536,11.605338,11.063999,14.473153,-90745430.0,34816428.0,less than -0.6999407366495485
9.210192,8.372549,8.053646,11.292577,-97027520.0,44880460.0,greater than -0.441693965696886
9.491273,8.812796,8.42019,11.583217,-96910600.0,35820710.0,less than -0.6999407366495485
11.528158,11.057875,10.439566,13.801011,-91693350.0,41777148.0,between -0.565824729711181 and -0.441693965696886
9.295584,8.201434,8.328585,11.170728,-87551500.0,34807484.0,between -0.6999407366495485 and -0.565824729711181
7.6910114,6.7399344,6.639724,9.619563,-88848440.0,37109320.0,greater than -0.441693965696886
9.007183,7.876807,7.872504,10.912315,-90756184.0,37088770.0,between -0.565824729711181 and -0.441693965696886
8.841767,7.8006744,7.8946567,10.770241,-89113230.0,35235788.0,between -0.6999407366495485 and -0.565824729711181
8.15257,7.9457054,7.262082,10.49574,-91682030.0,32458000.0,greater than -0.441693965696886
9.038557,8.505146,8.149417,11.117673,-100143720.0,36373116.0,greater than -0.441693965696886
9.61013,8.843147,8.698308,11.641587,-87997700.0,36766796.0,between -0.565824729711181 and -0.441693965696886
8.995706,8.309644,8.001532,11.059464,-83467270.0,38090204.0,between -0.565824729711181 and -0.441693965696886
10.580175,10.013853,9.590657,12.813068,-81082470.0,44980964.0,less than -0.6999407366495485
8.623851,7.7262497,7.607372,10.543358,-88035544.0,38502616.0,between -0.565824729711181 and -0.441693965696886
8.103059,7.591565,7.039852,10.314617,-108209170.0,47298180.0,greater than -0.441693965696886
10.638921,9.691938,9.845965,12.736319,-90539864.0,34673940.0,less than -0.6999407366495485
8.875213,7.847523,7.989009,10.7815895,-84839180.0,28210850.0,between -0.565824729711181 and -0.441693965696886
9.044871,8.107819,7.9473243,10.860049,-94512130.0,34165564.0,between -0.565824729711181 and -0.441693965696886
9.682798,9.014918,8.725712,11.784174,-84490290.0,33623060.0,less than -0.6999407366495485
8.339197,7.6657743,7.3323298,10.3143,-90327990.0,42320350.0,greater than -0.441693965696886
11.041381,10.116902,10.111057,13.130946,-78671560.0,32501872.0,less than -0.6999407366495485
9.056235,8.085273,8.271013,11.107957,-84879570.0,41011692.0,between -0.565824729711181 and -0.441693965696886
8.883229,7.831286,7.850519,10.764319,-95833760.0,33770244.0,greater than -0.441693965696886
7.848913,7.0311213,6.8964496,9.838412,-93873736.0,37550620.0,between -0.565824729711181 and -0.441693965696886
10.374547,9.85839,8.774414,12.470824,-100205816.0,36712560.0,between -0.6999407366495485 and -0.565824729711181
9.310241,8.642573,8.215305,11.424918,-84352310.0,39092344.0,less than -0.6999407366495485
8.722215,7.8022666,7.76714,10.608637,-96144100.0,31550796.0,less than -0.6999407366495485
9.611973,8.590638,8.533745,11.5376005,-84370260.0,32942476.0,less than -0.6999407366495485
11.33227,10.935805,10.141738,13.6930065,-79736900.0,41407320.0,between -0.6999407366495485 and -0.565824729711181
