frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
3604.409490113429,3.386120433150883,0.0946110786881929,51.38763293209872,0.0016807684494833902,greater than 129.9955
5243.5615685646435,9.552131546808708,0.07678192897510015,32.14569257934907,0.004993167336666147,between 120.191 and 125.721
9240.54490883764,3.2201794910962147,0.04517826966350228,66.79289185863445,0.0029499685734514732,between 120.191 and 125.721
398.4884641496562,2.619301512596411,0.059397115986326576,33.531900230867286,0.04366402569868997,between 125.721 and 129.9955
806.1369859351705,9.261212358435962,0.27185141736548685,56.99310178412607,0.0013537574068939635,between 125.721 and 129.9955
1139.992536014596,1.3196516724225242,0.16073235076549053,44.51383131571997,0.0005369259757304536,between 125.721 and 129.9955
1586.1160014417917,3.7383943913321165,0.16221633369142646,46.974609572702384,0.006254373225109224,between 125.721 and 129.9955
3410.7694372905567,1.1077053409070157,0.13839509727225893,70.0142036020769,0.004739841714407943,between 125.721 and 129.9955
366.1462741839106,7.661625527906298,0.06112105202298437,56.94970383845149,0.0010478878836926988,between 125.721 and 129.9955
14548.763130093897,4.796914641277113,0.2834525175259395,67.74475075072421,0.003277048970069211,less than 120.191
14043.107703527545,7.708332120952865,0.05279255980872761,36.369221598637324,0.005036013956387397,less than 120.191
8511.646565209383,12.535793096028804,0.18286117961919965,55.773861488393464,0.002009544378769367,less than 120.191
3443.925510773431,4.133858333210483,0.23145415990019869,57.02916389919735,0.0024457224064312103,between 125.721 and 129.9955
396.12290339758204,11.983292212595323,0.14945743699391523,34.59973486048912,0.040533741987056435,between 120.191 and 125.721
6392.4607989303495,17.560368960934998,0.04905792212912928,49.9458923406325,0.002391740299438831,between 125.721 and 129.9955
5881.583866931446,5.827551966740353,0.0721792944967048,35.1309423762853,0.024327699245846338,less than 120.191
992.4072046507604,0.5082240448348952,0.24181380687962994,51.65863238524023,0.0004652176548642996,between 125.721 and 129.9955
357.765562274835,3.7300268045571117,0.028598014132233472,40.2194238918148,0.00119202654461613,between 125.721 and 129.9955
17440.408968886528,11.582766360041475,0.06779054566895908,56.07048144120837,0.005091840677349384,less than 120.191
1210.0931645450264,8.392084883337642,0.26793987250091167,42.993548227831056,0.0026468391049222608,between 125.721 and 129.9955
4936.31377850105,9.905903252507652,0.23400185544905927,37.27976762950605,0.005055968830132772,less than 120.191
561.0800325897317,9.828592246938191,0.04364512339678363,61.29460458500476,0.0028685432373991224,between 125.721 and 129.9955
2171.657581677086,3.067198535596896,0.09124548534579227,65.42440824781565,0.009692059475021712,greater than 129.9955
2221.96196181396,11.410284623778113,0.05031180935239779,46.096349525724676,0.009803999767268529,between 125.721 and 129.9955
5147.723206483102,4.116520620053888,0.1133142284156864,48.6776071151116,0.04405169803082957,less than 120.191
379.6908226606852,7.949118335852669,0.10935965925574376,50.82069101847922,0.0010625714621383103,between 125.721 and 129.9955
2261.114305334196,3.4554245220050497,0.12633942592016176,59.34296390998779,0.001896108910325314,greater than 129.9955
3618.515023547334,8.403599649642057,0.1935383072958895,40.87269205542555,0.013096925583864267,less than 120.191
10914.783112283807,2.5537289210013827,0.10720366781244388,56.311308055139435,0.0073244184922719655,less than 120.191
13775.388791648948,6.779796050488388,0.04055167349888582,46.79722708792515,0.002775541979862806,between 120.191 and 125.721
2296.553836286339,11.35495356444812,0.08567820140034156,53.32881862875789,0.002999522693308754,greater than 129.9955
2051.797933133704,10.281621537076436,0.15111671630150056,40.35651169140274,0.056406735626253875,less than 120.191
2042.613056802328,10.751291860304843,0.04621474462503591,35.040379581731884,0.0006932440010327391,greater than 129.9955
2266.987604892616,10.781921964818004,0.12591783483210087,46.79896543880805,0.007066367346408353,between 125.721 and 129.9955
4643.9106150446605,11.8326029223283,0.1605797142901678,32.16579417344405,0.015240495839970255,less than 120.191
5342.882730813437,12.922317152508462,0.2109535764453703,44.41455237762001,0.01184593827890143,less than 120.191
790.3138769321547,3.6472602323371888,0.12607969882768022,40.40274952462878,0.0014366985580764405,between 125.721 and 129.9955
359.51203372925966,1.28424590738207,0.09045330665642888,56.87111734927144,0.05688404236366175,between 125.721 and 129.9955
532.3595959316028,14.003301895150614,0.24913608277455798,53.609005755566486,0.005521579987603788,between 125.721 and 129.9955
996.7650957069839,21.493628079636178,0.16583238452723625,55.86724874741521,0.005541592995846904,between 125.721 and 129.9955
572.7534214920124,4.664683424429787,0.18084698386194137,36.178501245761765,0.0008455889513726577,between 125.721 and 129.9955
463.1216699752955,6.411687094894444,0.06483045777903348,57.86643607513003,0.0024771610663329347,between 125.721 and 129.9955
2675.197766008467,10.377645854524339,0.24826136731317505,35.878349700118406,0.0024514588034419142,less than 120.191
405.3187588457049,8.298674360148475,0.10224806170734488,43.846319501345725,0.0005874531701469707,greater than 129.9955
5637.134962635498,3.4863631215995583,0.18012477388995865,59.34422240293618,0.014905712927073846,less than 120.191
5356.819900876922,20.09619858361018,0.0955319527503118,68.9348865374309,0.0015647897964599783,between 125.721 and 129.9955
2366.476212638192,1.729469372669506,0.13921994338993274,33.1151640590811,0.001050749378676334,greater than 129.9955
4717.110917880056,21.502438491717868,0.05386514668494548,55.18223138478162,0.0024218934353217956,between 125.721 and 129.9955
10683.108976581447,11.359964256956093,0.0343478607513058,63.828226802541856,0.005039040364916812,between 125.721 and 129.9955
2269.4226754661913,14.082348290343022,0.2506706352860509,56.214751540060504,0.0025654401697166656,less than 120.191
2922.262200777613,4.092646278440373,0.12801488253862722,36.76315581248753,0.00531584989837644,between 120.191 and 125.721
1602.1042445901055,4.293153802779276,0.2465463255053688,34.507546611024736,0.008335778769434815,between 120.191 and 125.721
200.7812066345188,3.5819341965002427,0.059856656894358914,55.876490227802925,0.030206918386506833,between 125.721 and 129.9955
4719.607848017044,18.270332806295475,0.10214816012615174,56.395298794552936,0.002926325893547941,between 125.721 and 129.9955
2898.729766783911,2.2175383295621556,0.029176663473733808,60.89272261215167,0.01402963471228331,between 125.721 and 129.9955
2103.1638765920848,11.551452566535968,0.11690940934444977,33.33356574309721,0.04420461565037952,less than 120.191
4418.036651014053,1.7393778611192436,0.12323611756553202,44.8386274157533,0.0013586099409306509,between 125.721 and 129.9955
520.0607825329913,1.44567615071717,0.039538434048718686,37.003608245641395,0.002610820319090007,between 125.721 and 129.9955
559.4199711306856,12.10031305891235,0.2406113063345446,62.51938522441422,0.011041597817027448,between 125.721 and 129.9955
713.0859030994216,14.589065001113063,0.21043662250192008,56.80521331697645,0.002097915671606486,between 125.721 and 129.9955
3526.0588072808214,17.043198823424543,0.3009665892770834,68.87367196816751,0.005212102966876919,less than 120.191
633.7890671650918,4.474945142429975,0.12640047036995322,38.96728877328053,0.05804325309464889,between 120.191 and 125.721
4237.686515674515,21.681034009637145,0.04240466890139465,32.22066871828406,0.0007564197985624398,greater than 129.9955
1450.6048951710777,11.5481023728149,0.15846065484212832,45.82849565078875,0.021808950153914014,less than 120.191
