school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,17.007902,U,GT3,T,1.9932439,0.9805588,services,services,other,mother,0.99342656,1.9952139,-0.0018884043,no,yes,no,no,yes,yes,yes,no,3.9956899,2.0004876,4.008804,2.920607,3.992283,2.9908822,1.9116857,greater than 14.0
GP,F,18.019384,U,GT3,T,3.0049574,3.0110805,services,other,home,mother,5.44191,1.9990983,-0.004506149,yes,yes,no,yes,yes,yes,yes,no,4.9965177,3.972716,3.0043795,0.99790955,1.010968,4.9881167,-0.01436848,between 12.0 and 14.0
MS,F,15.996688,R,LE3,T,1.0051142,0.98865324,at_home,other,other,father,2.0065527,2.0014021,0.0037042229,no,yes,no,no,yes,yes,yes,no,3.0117693,3.9733412,4.0069704,3.1783085,3.0156531,4.0088887,-0.07314576,greater than 14.0
MS,M,15.977756,U,GT3,T,2.0079286,2.0045047,other,other,other,mother,3.1580915,1.0121697,-0.00012790586,no,yes,no,yes,yes,yes,yes,yes,1.0853719,3.9943151,3.0040636,5.203493,2.9911127,4.994322,3.9868414,between 12.0 and 14.0
GP,F,18.059763,U,GT3,T,1.9943147,2.9963834,other,other,home,mother,0.99629885,1.9956808,-0.0011101349,no,yes,no,yes,no,yes,yes,no,3.9943886,2.012362,5.019489,3.0119061,2.9719753,0.99713373,2.044272,less than 10.0
GP,F,18.004513,U,GT3,T,3.9930902,4.008795,health,services,other,other,0.99490494,0.98710907,0.0008617624,no,no,no,yes,yes,yes,yes,no,5.0031443,4.0118356,2.9855757,1.0098425,2.9801402,3.0073915,1.8323792,between 12.0 and 14.0
MS,F,16.988747,U,GT3,T,3.9988997,3.030654,other,other,course,mother,2.005955,2.996117,-0.0038251258,no,no,no,yes,yes,yes,no,yes,3.9952438,3.9975784,3.993926,1.0027297,3.0105906,2.0259492,-0.040390123,between 10.0 and 12.0
GP,F,18.028685,U,LE3,T,1.0128902,0.99749327,at_home,services,course,mother,1.9996717,2.0028906,0.0011426023,no,yes,no,no,yes,yes,yes,no,3.997268,1.9909148,1.9878432,1.0017905,0.99246204,5.0031915,11.929139,greater than 14.0
GP,M,17.021572,U,GT3,T,4.0187354,4.0067635,services,other,reputation,mother,1.0061007,1.0155908,0.0031956905,no,yes,no,yes,yes,yes,yes,no,5.000278,0.9862397,0.9900005,0.99621606,1.0195501,4.9973063,12.085057,between 10.0 and 12.0
GP,F,18.001202,U,GT3,T,4.008695,2.0048296,health,at_home,other,mother,1.0026709,1.0008373,-0.004031639,no,yes,no,yes,yes,yes,yes,no,2.195939,3.0137606,2.987043,0.9956431,3.0256605,4.0408235,2.9436624,between 12.0 and 14.0
MS,F,17.99159,U,GT3,T,3.0143213,1.991368,services,other,home,other,0.9984306,1.0252274,-0.00081652985,no,yes,no,yes,yes,yes,yes,no,4.004541,4.994016,2.9784598,0.9883601,1.002631,2.0459106,2.0841973,between 12.0 and 14.0
MS,M,16.989922,U,LE3,T,1.9778749,2.0074396,at_home,other,other,mother,0.99576634,2.002232,1.0086855,no,yes,no,no,yes,yes,yes,yes,3.9938183,3.975818,4.00968,2.0174735,2.9408379,5.008757,-0.012001407,less than 10.0
GP,F,17.985712,U,GT3,T,4.027041,3.9995432,health,other,home,mother,0.9986548,3.005187,1.0161344,no,yes,no,yes,yes,yes,no,yes,3.9928648,0.99700373,4.0156717,0.9947651,2.0037482,4.997216,-0.11240939,less than 10.0
GP,M,16.034838,U,GT3,T,3.0070305,1.9838896,other,other,home,mother,0.99922156,2.0013435,0.00013663473,no,yes,no,yes,yes,yes,no,no,4.996719,1.0145229,2.0071762,1.0023506,4.0186305,0.9711044,7.962843,between 12.0 and 14.0
GP,F,16.985214,U,GT3,T,3.0084481,0.990432,services,at_home,home,mother,1.0003458,1.0063859,0.0001139448,no,yes,no,yes,no,yes,yes,no,5.0055547,1.9989433,1.9845612,1.0059856,1.0218946,0.9827308,1.9898803,between 10.0 and 12.0
MS,F,17.023472,R,GT3,T,3.0113735,4.0131817,at_home,other,home,mother,2.0061712,2.9926376,-0.00011838856,no,yes,no,yes,yes,yes,yes,no,3.9949348,3.0020382,4.000743,1.0018847,3.9803371,4.0138283,7.989162,less than 10.0
GP,F,17.00958,U,GT3,T,3.0030468,4.007118,other,services,reputation,mother,1.0004922,2.0066578,-0.00034496177,no,yes,no,yes,yes,yes,no,no,3.9951947,2.0191205,3.9899943,1.0024765,2.9804773,4.009827,-0.08869384,greater than 14.0
MS,M,16.998438,U,GT3,T,4.0111055,1.9903064,health,other,other,mother,2.0014348,1.9976261,1.7337257e-05,no,yes,no,no,yes,yes,yes,no,4.000105,3.979332,4.012165,0.9956288,1.0015428,3.0234761,5.9890656,between 12.0 and 14.0
