school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,18.011663,U,GT3,T,0.98332834,0.9930995,other,other,course,mother,0.9982638,1.9986205,-0.0016397985,no,no,no,no,yes,yes,no,no,4.9649796,4.0013595,4.004855,1.0003967,1.0197523,5.0307527,4.9833193,between 10.0 and 12.0
GP,F,17.002842,U,GT3,T,0.9873525,1.9987143,at_home,other,home,mother,2.9715238,1.0081117,-0.0009375524,no,yes,no,no,yes,yes,no,no,3.9896834,0.9303024,1.9832244,0.99954045,1.9819663,1.0017083,0.008671917,between 10.0 and 12.0
GP,F,16.006588,U,GT3,T,0.99781233,2.9932032,services,other,course,mother,1.0005785,1.993293,-0.004452237,no,no,no,no,yes,yes,yes,yes,5.014856,3.9918554,3.987036,1.0063416,3.966742,1.0154793,0.0039661275,between 10.0 and 12.0
GP,F,15.115973,U,GT3,T,1.0091993,1.9975458,services,services,reputation,mother,0.99573684,0.97189146,-0.0011357123,no,yes,no,yes,yes,yes,yes,yes,4.9737287,4.0014415,3.9961874,0.9993853,1.0051,4.99667,2.0405867,less than 10.0
MS,M,18.752277,U,GT3,T,0.98787767,1.9974333,at_home,other,course,mother,2.005137,1.9998462,1.0176383,no,yes,no,no,no,yes,yes,no,3.0021782,4.9421706,1.9783307,4.474551,4.9826965,5.0188484,7.870121,greater than 14.0
GP,M,16.988361,U,GT3,T,0.9844033,1.0074164,services,other,course,mother,0.9998635,3.0091262,1.0547152,no,yes,no,no,no,yes,no,no,4.9935737,3.9923317,4.000347,1.0001192,2.007102,4.0119133,6.1258373,greater than 14.0
GP,M,18.001997,U,GT3,T,3.0120838,1.9861336,services,other,course,mother,0.9994119,2.005975,-0.0010121055,no,yes,no,yes,yes,yes,no,no,5.0203333,3.0008147,4.0076246,0.9955746,3.9480438,4.995674,4.7171507,between 12.0 and 14.0
GP,F,18.005375,U,GT3,T,0.9969918,1.9967743,at_home,other,home,mother,1.000784,3.0039024,1.1319786,no,yes,no,no,yes,yes,no,no,2.000018,4.99222,4.007713,3.2059622,2.0136085,4.971661,5.9501557,between 12.0 and 14.0
MS,F,17.995613,U,GT3,T,0.99335,1.0023948,other,other,course,other,1.9978561,2.0128145,1.9737861,no,yes,no,no,no,yes,no,yes,5.0026717,4.002098,1.9764534,0.9877196,1.0010198,1.008608,-0.017824434,less than 10.0
GP,F,17.000013,U,GT3,T,3.0031583,0.9989256,services,other,home,mother,1.9994701,3.0036197,0.0034931684,no,yes,no,yes,yes,yes,yes,yes,4.998725,3.9912155,4.0117216,1.0085684,4.0253563,4.003329,8.033663,less than 10.0
GP,F,18.012453,U,GT3,T,1.9961755,2.0072913,services,other,home,mother,1.0056205,2.0050466,-0.004167266,no,yes,no,no,no,yes,no,no,1.8935606,4.999088,4.0027256,2.3745046,3.9945512,1.0250316,1.6552124,between 12.0 and 14.0
GP,F,18.01524,U,GT3,T,1.9949589,1.9883614,other,services,home,other,0.9992339,0.97653633,0.98320246,no,no,no,no,yes,no,no,yes,4.9979563,4.02322,1.9675688,1.0015426,3.0147974,2.007205,8.065248,between 12.0 and 14.0
GP,F,16.004738,U,GT3,T,1.9954481,2.0090473,services,other,reputation,mother,1.0014331,0.99227196,1.0110462,no,no,no,no,no,yes,yes,no,3.0161693,3.9939563,4.0030465,3.6365778,1.0427449,5.012103,6.0437827,between 10.0 and 12.0
MS,M,17.99996,U,GT3,T,2.9693289,1.9962264,health,services,course,mother,2.004852,2.0044098,-0.00433366,no,no,no,no,yes,no,no,no,5.0103292,3.9941735,1.98815,3.404376,4.964158,5.0128584,0.13665533,between 10.0 and 12.0
MS,M,17.99192,U,GT3,T,2.0211442,0.9972185,at_home,other,course,mother,1.9979224,2.0019825,0.00059340196,no,yes,no,no,yes,yes,yes,no,4.9814987,4.00186,3.9995258,2.9554791,4.0527954,0.99902385,0.021897383,between 10.0 and 12.0
GP,F,18.000658,U,LE3,T,4.014,2.9849052,teacher,services,home,mother,0.99674356,3.0058253,-0.0006400907,no,yes,no,no,yes,yes,yes,no,4.021981,2.9761968,2.0128303,3.263196,0.99161476,2.0081124,6.0076485,between 10.0 and 12.0
GP,F,18.00607,U,GT3,T,0.9944817,1.0141008,other,other,home,mother,0.99953014,3.0167747,0.0033712636,no,yes,no,yes,yes,yes,yes,yes,4.0132422,4.0027895,2.9942636,3.6379266,4.954663,5.0017214,-0.018755954,between 12.0 and 14.0
GP,F,18.006008,U,GT3,T,2.0383923,1.0014226,other,services,home,mother,0.9976855,3.024599,0.0005125904,no,yes,no,no,yes,yes,no,no,1.99926,4.006884,2.0225675,0.99922574,3.9487963,5.0109606,6.0841813,between 12.0 and 14.0
GP,F,18.00898,U,GT3,T,3.027544,1.993888,other,other,course,mother,0.9972713,2.9956584,-0.0009489771,no,no,no,yes,yes,yes,no,yes,5.000851,4.0037236,1.9765548,0.99452055,4.0562425,1.9882311,0.34244597,between 12.0 and 14.0
GP,F,18.008406,U,LE3,T,0.9764879,0.99446553,health,other,home,father,0.99245507,2.0043948,0.0004509145,no,yes,no,yes,yes,yes,no,no,3.9975276,4.0138383,4.0175266,3.1546469,5.0191617,2.0179007,1.9633669,between 12.0 and 14.0
GP,M,16.998493,U,GT3,T,3.0144675,1.9960289,other,other,course,mother,0.99933773,2.001092,1.8968613,no,yes,no,no,yes,yes,yes,yes,4.972258,3.0033736,4.004837,0.99916375,1.9965806,5.01996,-0.01932294,between 12.0 and 14.0
GP,F,18.012384,U,GT3,T,1.0128403,0.99238145,health,other,course,other,2.0047789,2.014055,0.9790382,no,yes,no,yes,yes,yes,no,no,4.011253,2.004462,1.9952543,0.9894035,3.983457,4.0262513,2.0235486,less than 10.0
MS,F,18.020044,U,GT3,T,0.9861662,0.9947923,services,other,course,mother,1.0003098,2.0069044,1.0358291,no,yes,no,yes,yes,yes,yes,no,4.968993,4.9673266,4.3830266,1.000487,3.9746308,4.992187,0.011427306,between 12.0 and 14.0
GP,F,18.007004,U,GT3,T,2.0131967,0.9997868,other,other,home,mother,0.9955561,3.9960718,0.002728377,no,yes,no,no,yes,yes,no,yes,4.988783,4.0177703,3.9902272,0.97488075,4.009568,5.0425463,1.0064237,between 12.0 and 14.0
MS,F,18.01805,U,GT3,T,2.00517,0.9966006,other,other,course,other,1.9998243,0.9973016,0.96955144,no,no,no,yes,yes,yes,no,yes,5.0011263,4.0105004,2.0068345,0.99960625,3.9887357,4.984323,1.0107094,less than 10.0
GP,F,18.020437,U,LE3,T,2.0114846,1.9967067,at_home,other,home,mother,2.0022283,2.0013123,0.0016481456,no,yes,no,yes,yes,yes,no,no,4.9997835,4.0022683,3.996999,4.29782,1.0014457,5.011503,0.012188207,between 12.0 and 14.0
MS,F,18.020256,R,GT3,T,0.9990615,0.99795735,other,at_home,course,mother,0.9981748,3.0156517,1.0541966,no,no,no,no,yes,yes,yes,yes,4.0155225,3.9868624,1.2439227,0.98628557,1.9825736,1.0165132,4.112093,between 12.0 and 14.0
GP,M,18.024267,U,GT3,T,1.0102289,0.99467516,services,services,home,father,0.9966514,3.031139,-0.0049506947,no,yes,no,no,yes,yes,yes,no,2.1266148,0.94984764,1.9850825,1.0004917,4.0199533,4.0210605,2.018514,greater than 14.0
MS,M,16.010958,U,GT3,T,1.0140933,1.9948295,services,at_home,course,mother,1.9983925,1.0159342,0.0017394829,no,no,no,yes,yes,yes,yes,no,4.9954767,1.9977031,4.027468,4.298859,2.9900393,5.0185947,1.9749442,between 10.0 and 12.0
GP,F,18.014515,U,GT3,T,0.9923667,1.0042306,services,other,home,father,1.0009296,1.9991877,-0.017170088,no,no,no,no,yes,yes,yes,no,4.9793344,2.991421,2.9929593,1.0019345,3.016277,1.0086106,8.229522,between 12.0 and 14.0
GP,F,18.000854,U,GT3,T,1.9981173,1.9951638,health,other,home,father,1.0014353,2.9788322,0.0006025664,no,yes,no,no,yes,yes,yes,no,5.034904,2.990947,4.0072336,3.206241,4.000191,2.0177443,2.077942,greater than 14.0
GP,F,18.002975,U,GT3,T,0.98183084,0.9992014,health,at_home,course,other,0.9955557,2.0000966,1.0204053,no,yes,no,yes,yes,yes,yes,no,3.9667509,4.0152535,1.993274,1.0106597,3.9912097,4.007914,0.08097495,between 12.0 and 14.0
