school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,17.006638,U,GT3,T,3.000623,3.008446,other,services,course,mother,2.0064614,3.001022,1.0175314,no,yes,no,no,yes,yes,yes,no,4.003534,4.006168,2.9920423,4.7515965,4.0176105,4.0094867,0.021420227,between 10.0 and 12.0
GP,F,15.000937,R,LE3,T,1.0148723,1.9973689,other,other,course,mother,1.0072328,0.9956747,0.0011977674,no,no,no,yes,yes,yes,yes,no,3.9997652,3.007599,2.9997127,0.99745613,2.004014,4.0075173,2.1225,between 10.0 and 12.0
GP,M,14.996633,U,GT3,T,4.002711,4.0077486,teacher,services,home,mother,1.0022949,4.069418,0.0014823041,no,no,no,yes,yes,yes,yes,no,4.002785,0.9912022,4.0025744,0.9978244,0.9975949,4.9959545,6.0257187,greater than 14.0
GP,M,14.996901,U,GT3,T,4.007883,3.0098557,teacher,services,other,mother,2.009328,1.9972439,-0.0019857464,no,yes,no,no,yes,yes,no,no,2.9910245,3.9889042,2.9990845,1.0229597,0.9958999,5.0104427,1.7939628,between 12.0 and 14.0
MS,F,15.029645,R,GT3,T,0.99461776,0.99729645,health,other,course,mother,1.0036155,2.9641273,0.0014892924,no,yes,no,no,yes,yes,yes,yes,3.0054035,4.003515,3.0059676,3.0671833,3.005479,1.0116899,0.18188472,between 10.0 and 12.0
GP,F,14.982247,U,LE3,T,2.000449,2.005059,at_home,other,course,father,1.9983398,3.0231824,0.0006745664,no,yes,no,no,yes,yes,yes,no,2.9999316,2.9937875,0.9657818,0.99982184,1.0059153,4.008594,4.03412,between 10.0 and 12.0
GP,F,15.01757,U,GT3,T,2.0083873,1.9945087,other,other,course,father,0.99328387,1.9988639,-0.0027904045,no,yes,no,no,no,yes,yes,no,5.0015993,0.986041,2.9962497,1.023905,2.0058477,5.0092573,-0.00991483,greater than 14.0
GP,M,16.007294,U,GT3,T,4.0018277,4.005937,teacher,services,home,mother,1.0058177,2.002678,0.00074109226,no,yes,no,no,no,yes,yes,no,3.9875886,3.9993143,3.0204716,3.104809,3.0238755,5.001332,3.9425876,between 12.0 and 14.0
GP,M,15.992171,U,GT3,T,4.008407,3.9997833,teacher,other,home,mother,1.002445,4.0523195,1.0275542,no,yes,no,no,no,yes,yes,no,4.99942,2.9898338,0.98013675,1.001944,2.0050547,5.0036116,6.011001,greater than 14.0
MS,M,17.984598,U,GT3,T,0.9778782,2.9859288,health,other,home,mother,0.9976455,0.99884045,0.0014420808,no,yes,no,no,yes,yes,yes,no,3.9991026,2.9935572,3.0159276,1.0004934,2.0027,3.0034044,13.093194,between 10.0 and 12.0
GP,F,18.999779,U,GT3,T,1.9936886,2.985992,services,other,other,other,2.0033343,2.9637928,-0.0011690186,no,yes,no,yes,yes,no,yes,no,3.0154827,3.0011144,4.0064692,1.0017933,0.981876,4.984046,13.656089,greater than 14.0
GP,M,18.004158,U,GT3,T,2.0033557,0.9873117,other,other,home,other,2.014544,0.995569,-0.0016400192,no,yes,no,no,yes,yes,yes,yes,3.011199,1.9896739,2.9996586,0.9973832,1.993473,3.9851098,5.988032,less than 10.0
MS,M,16.013678,R,LE3,A,0.9855258,1.9982048,at_home,other,home,father,2.0026352,3.9981406,0.0009200921,no,yes,no,yes,no,yes,yes,no,4.011814,2.9958415,3.0200496,1.0028179,4.0046797,5.0056143,14.48308,between 12.0 and 14.0
GP,M,15.002145,U,GT3,T,2.0045147,2.0017753,at_home,other,course,mother,2.0151434,1.9945307,0.0013430872,no,yes,no,no,yes,yes,yes,no,3.999967,2.985449,2.978253,1.9988093,2.9830666,3.987037,0.014639353,between 12.0 and 14.0
GP,M,15.999022,U,GT3,T,1.999445,2.0000756,other,at_home,reputation,father,0.99686074,1.0088286,0.99718696,no,no,no,yes,yes,yes,yes,no,4.0005803,2.9871848,2.999141,0.9977174,0.98555005,5.004599,3.904103,between 10.0 and 12.0
MS,F,17.039537,R,GT3,T,2.0133343,0.99374384,services,services,course,mother,2.0121167,2.0112617,0.0009708848,no,no,no,yes,yes,yes,yes,yes,3.9916768,3.002734,2.9897146,1.951902,3.0120306,5.014044,4.046608,less than 10.0
GP,M,15.003922,U,GT3,T,1.9916717,1.9976417,other,other,course,mother,0.9994954,2.0091875,0.00039468065,no,yes,no,yes,no,yes,yes,no,5.0199437,4.004465,3.018691,2.979283,3.0070834,1.0121145,11.6274805,between 12.0 and 14.0
GP,M,16.001245,U,GT3,T,1.0040561,1.9792006,at_home,other,home,mother,0.99632454,1.9901011,-0.0011338985,no,yes,no,yes,yes,yes,yes,no,3.016356,2.9899755,0.99755627,1.9984121,3.0069656,3.0195541,4.128765,greater than 14.0
MS,M,16.99035,U,GT3,T,4.001297,3.0067453,health,other,home,mother,0.99693274,2.0013144,-0.002349958,no,yes,no,no,no,yes,yes,no,4.0047274,3.0086126,2.9930332,2.0020783,3.011149,5.0032845,13.189704,between 10.0 and 12.0
GP,M,14.976652,U,GT3,T,2.9953198,3.981506,services,services,reputation,father,0.996346,2.0057313,1.055277,no,yes,no,yes,yes,yes,yes,no,3.0002947,3.0102453,4.0073285,3.1371489,4.9545484,4.998262,9.51156,between 12.0 and 14.0
