school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,19.030844,U,LE3,T,1.0215786,2.978377,other,other,home,mother,0.9937807,0.98538595,-0.0055436315,no,no,no,no,yes,yes,yes,no,5.012554,4.0061693,3.99402,3.0022078,0.56769097,4.995362,18.273825,between 10.0 and 12.0
GP,F,16.997019,U,GT3,T,3.015839,2.0030532,services,other,other,mother,2.0036657,2.0057704,-0.001482571,no,yes,no,no,yes,yes,yes,yes,4.987534,4.981206,5.0130916,3.2161036,2.9982738,1.0184094,0.0064059137,less than 10.0
MS,F,14.9687605,U,GT3,T,2.0047276,4.0720863,other,other,other,mother,2.0096855,1.006179,-0.0011166087,no,yes,no,no,no,yes,yes,no,4.9785933,2.9857001,4.015417,1.0103925,0.9841954,5.0128245,4.376671,between 10.0 and 12.0
GP,M,18.016733,U,LE3,T,0.9940949,0.9959534,other,other,course,other,0.99250406,3.0003476,0.0059091807,no,yes,no,no,no,yes,yes,yes,4.0029306,1.1086519,4.02078,1.9996881,3.005287,2.9907386,0.030641086,between 10.0 and 12.0
GP,F,15.96937,U,GT3,T,2.998277,2.0293093,other,other,home,mother,1.0003518,1.9830437,-0.0058481432,no,yes,no,no,yes,yes,yes,yes,2.0006757,4.94191,5.031775,4.0225263,3.0070438,5.0065985,1.3872616,less than 10.0
GP,F,18.01013,U,GT3,T,1.0019249,0.99785644,services,other,course,mother,3.0314803,1.9959038,0.005749637,no,yes,no,no,yes,yes,yes,yes,4.993112,0.99621713,4.004524,2.0102177,3.01688,2.0234015,-0.05535528,between 10.0 and 12.0
GP,M,17.006565,R,GT3,T,0.98816204,1.0146011,other,other,other,mother,0.9984194,2.0064754,0.0052920347,no,yes,no,no,yes,yes,yes,yes,3.0278788,2.9956708,3.013096,2.012502,1.0217828,0.9695821,0.0015000198,greater than 14.0
GP,M,17.998396,R,GT3,T,2.0211768,2.0033364,other,other,reputation,mother,0.9937071,2.00274,-0.0015695123,no,yes,no,no,yes,yes,no,no,2.9884315,2.9854078,0.9745242,0.99986595,1.00224,4.9908276,-0.083475,less than 10.0
GP,M,18.000916,U,GT3,T,1.9934844,2.9908662,at_home,services,home,other,1.0039661,1.0061232,1.5963421,no,yes,no,yes,yes,yes,yes,yes,4.0111194,3.981179,5.03204,2.0273921,3.0167563,4.995636,2.1073372,between 10.0 and 12.0
GP,F,18.002132,R,GT3,A,2.530094,1.9899606,services,other,home,other,2.0016072,1.0020683,0.2167641,no,no,no,yes,yes,yes,yes,no,2.9845831,1.9975252,2.0057683,0.9975313,0.9886296,0.9988537,3.9698713,greater than 14.0
