school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
MS,F,16.021135,U,GT3,T,3.022912,2.995767,at_home,services,reputation,mother,0.99850196,1.00278,-0.0021132145,no,yes,no,yes,yes,yes,yes,no,4.998111,2.0120282,4.013662,0.9907737,2.990335,5.00726,1.9889119,between 10.0 and 12.0
GP,F,19.018301,R,GT3,T,2.0116167,3.0025995,at_home,other,home,mother,1.0063685,2.0018485,-0.00013570674,no,no,no,yes,yes,yes,no,no,0.99288917,3.004728,0.9693417,3.0566077,4.004129,4.0079694,2.0722253,between 10.0 and 12.0
MS,F,19.006783,U,GT3,T,1.9871118,3.9883924,at_home,other,course,mother,2.0005512,2.0055904,-0.5505659,no,no,no,yes,yes,yes,no,yes,1.0237341,4.9686823,5.047073,3.9823139,1.9891626,5.0151296,4.0241284,between 10.0 and 12.0
MS,F,16.005463,U,GT3,T,1.0085777,3.0007975,other,other,course,mother,1.0093503,0.9958327,0.0010558971,no,yes,no,no,yes,yes,no,no,4.0096917,1.9732187,4.0118175,1.9823812,5.04704,5.0201473,0.025956716,between 10.0 and 12.0
MS,F,19.01063,U,GT3,T,2.9905932,3.0013788,other,services,reputation,mother,1.0075366,2.0086899,-0.012769773,no,yes,no,yes,yes,yes,yes,no,5.0093565,3.0234132,3.0143955,1.0004028,0.997927,3.9885013,3.8993795,less than 10.0
MS,F,18.992226,R,LE3,T,0.98850507,1.0041769,other,other,reputation,mother,1.002741,1.9945642,0.00041841785,no,yes,no,yes,yes,yes,no,no,3.9997444,2.9891818,1.9708784,1.0018137,0.99101305,4.9991283,3.1444623,between 10.0 and 12.0
GP,M,16.993246,R,GT3,T,2.983707,3.006574,at_home,services,home,mother,0.99368614,0.9949885,-0.011595499,no,yes,no,yes,yes,yes,yes,no,3.991555,4.0111537,1.978307,0.99946964,1.0047402,5.0071077,9.557317,between 10.0 and 12.0
MS,F,18.975838,U,GT3,T,2.0100014,2.0142715,health,other,course,other,2.0006258,2.9990861,1.249938,no,yes,no,yes,yes,no,yes,no,3.9981146,3.0034688,3.997905,0.9945467,1.9952197,4.0064344,0.022328623,greater than 14.0
GP,F,19.021936,U,GT3,T,2.0121248,3.0128033,at_home,services,home,mother,1.9969808,2.002157,-0.008344548,no,yes,no,yes,yes,yes,yes,no,4.002727,0.98494434,3.9907491,1.0001262,0.98975396,3.991745,7.9589205,between 10.0 and 12.0
MS,F,15.981231,U,GT3,T,4.006122,2.0014071,services,services,reputation,mother,0.2848726,2.0025604,-1.1183438e-06,no,yes,no,yes,yes,yes,yes,no,4.003206,2.988312,0.96634626,0.99856055,2.0077798,0.9811569,0.044278167,between 10.0 and 12.0
MS,M,18.978039,R,GT3,T,2.001664,2.9782073,at_home,other,reputation,mother,0.99338835,1.013757,0.0010107926,no,yes,no,yes,yes,yes,yes,no,4.0055227,4.021945,3.997673,4.028254,1.9697258,4.993453,4.04032,greater than 14.0
GP,F,19.036182,R,GT3,T,3.0209618,2.9907045,services,other,reputation,mother,3.0043666,1.9999405,0.0019236032,no,yes,no,yes,yes,yes,yes,yes,4.0013895,4.9583025,3.9865775,0.99847996,1.0085161,5.0128293,10.474264,between 10.0 and 12.0
GP,M,17.015783,U,GT3,T,1.0000174,0.9887414,at_home,other,course,mother,4.05118,0.9953263,1.0052849,no,no,no,no,yes,yes,yes,no,5.005007,3.9912086,4.9703894,0.99926746,2.996309,5.0165577,0.0089418935,between 10.0 and 12.0
GP,F,15.994536,U,GT3,T,1.0329466,1.9941242,health,other,other,mother,2.0101237,2.0085921,0.0006269595,no,no,no,no,yes,yes,yes,no,3.9963722,3.0111392,4.000733,1.0060081,0.9972877,5.004642,2.0580215,between 10.0 and 12.0
GP,F,17.988638,R,GT3,T,1.0016114,2.98581,at_home,other,reputation,mother,3.192358,0.9990132,0.002402792,no,yes,no,yes,yes,yes,yes,no,4.002464,4.0087004,0.9572884,2.001016,4.982006,5.0029874,5.9838977,between 10.0 and 12.0
GP,F,16.992653,U,GT3,T,3.0214074,2.9837813,at_home,at_home,course,mother,2.0127676,0.9897477,0.0028117313,no,no,no,yes,yes,yes,yes,no,4.001477,4.014815,2.9940174,0.9985831,3.003237,3.9982297,1.9249039,between 10.0 and 12.0
MS,F,16.982628,U,GT3,T,1.9863161,2.0008805,other,services,other,father,1.0105623,1.9958676,0.00040370738,no,no,no,yes,yes,yes,no,no,4.005821,3.008935,4.965473,2.9606345,2.01186,3.0263424,-0.022060283,between 10.0 and 12.0
