school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,16.987226,U,LE3,T,1.9950945,0.9909476,services,other,home,mother,2.0045054,1.9962574,0.0011540868,no,no,no,yes,yes,yes,yes,no,2.9859848,4.0085073,3.0069695,2.0018923,3.024296,3.0249796,0.063425675,less than 10.0
GP,F,17.992126,U,LE3,T,1.998002,1.0038635,other,other,home,other,1.0001714,2.0016546,0.00085246295,no,yes,no,no,no,no,yes,yes,3.9970798,4.0123615,3.0093782,1.0010178,4.01308,5.010384,10.512305,greater than 14.0
MS,M,17.016058,U,LE3,T,1.992186,2.0036032,services,other,reputation,mother,2.9717178,0.9986364,-0.0013822874,no,yes,no,no,yes,yes,yes,no,4.0110154,4.003238,2.0070016,0.9981623,2.0064752,5.0174117,0.8795036,greater than 14.0
GP,M,18.011168,U,LE3,T,1.0062206,1.0027355,at_home,services,course,mother,0.99435794,0.99750406,-0.53714925,yes,yes,no,yes,yes,no,yes,no,3.9999769,2.9940064,1.9749061,1.000975,2.9963496,4.001388,7.9584503,less than 10.0
GP,M,18.01228,R,GT3,T,3.995018,2.9949942,health,services,course,father,1.0005913,2.0037196,-0.0016365587,no,no,no,no,yes,yes,yes,no,4.0022016,0.81397897,3.0154386,0.9981764,2.9979053,4.005418,1.9191543,greater than 14.0
GP,F,16.00514,R,GT3,T,1.0019696,2.0104125,other,other,home,mother,1.9983369,2.0052853,1.555412,no,yes,no,no,yes,yes,yes,yes,3.9996383,2.9845703,3.0072885,0.99803543,0.99851495,4.99365,3.9826965,less than 10.0
GP,F,16.9925,R,GT3,T,1.9985592,2.0143404,services,other,reputation,mother,2.0025108,1.9879353,-0.54207766,no,yes,no,yes,yes,no,yes,no,4.0084434,3.999685,1.998716,1.5449722,0.98896444,3.9873421,0.010680471,less than 10.0
GP,M,17.991335,R,LE3,T,1.9972818,2.0139136,services,services,course,mother,2.004645,1.995203,-0.00010169459,no,no,no,yes,yes,yes,yes,no,4.0007486,4.031385,4.985657,5.181364,0.9994298,5.0033092,1.9706767,between 10.0 and 12.0
GP,F,18.009262,R,LE3,T,2.0095243,2.0073743,services,other,home,father,2.003556,0.99611455,0.99699545,no,no,no,no,yes,yes,yes,no,4.0020075,2.9916852,2.9888024,1.0001125,3.0270786,2.992263,-0.06529974,less than 10.0
GP,M,17.99336,R,LE3,T,2.0052962,1.9928795,other,other,course,mother,2.003299,0.9839534,0.0031980101,no,yes,no,no,yes,yes,yes,no,4.0091863,2.9953477,2.9776788,1.0097555,2.0085628,5.00615,4.0335917,less than 10.0
MS,F,18.0126,R,GT3,T,1.9997799,0.9976802,services,services,home,father,3.0253525,1.9892035,0.0010107879,no,no,no,no,yes,yes,yes,no,4.000535,1.0328398,3.005475,0.9993706,1.0068492,3.0141697,6.15845,between 12.0 and 14.0
GP,M,16.005981,U,LE3,T,2.009343,0.99230254,other,at_home,reputation,mother,1.0230691,1.0039916,-0.00012322667,no,no,no,yes,yes,yes,yes,yes,4.993042,4.022772,2.9957514,1.0007391,0.9879689,3.995281,1.9376403,between 10.0 and 12.0
GP,F,17.992638,R,LE3,T,1.9875872,1.9961078,services,other,course,mother,1.9970512,1.991556,0.0036210113,no,no,no,yes,yes,yes,yes,yes,4.9788084,1.9996247,2.9976401,0.9986856,1.0100256,5.020573,-0.036291793,between 12.0 and 14.0
GP,F,17.978584,R,GT3,T,2.0041318,2.0006979,services,other,reputation,mother,1.0073383,2.0033395,-0.0048036682,no,no,no,yes,yes,yes,yes,no,3.0065231,4.011268,4.003946,0.9990339,3.027847,0.9611904,3.999419,greater than 14.0
GP,M,17.014437,U,LE3,T,2.9878201,4.00682,services,other,home,mother,1.9992638,2.9845057,-1.4707737e-05,no,no,no,yes,yes,yes,yes,no,5.0047107,4.006427,3.9913108,0.99908215,1.0105846,3.003783,2.019023,between 10.0 and 12.0
GP,M,17.99211,R,GT3,T,2.0111935,2.0142066,services,other,other,mother,2.0064018,0.99336594,1.0075874,no,no,no,yes,yes,yes,yes,no,4.0078306,4.010349,2.9904706,0.9859843,0.994257,4.9985104,6.130829,less than 10.0
GP,M,14.950958,U,GT3,T,1.9985774,2.010064,other,other,home,mother,0.9981575,2.008085,0.002635837,no,yes,no,yes,yes,yes,yes,no,3.9894285,4.9747977,3.0004618,0.9997319,0.99018586,5.010438,4.093881,between 10.0 and 12.0
GP,M,16.983757,R,GT3,T,1.003506,1.0061121,other,other,home,mother,2.004903,0.98956007,0.0009788921,yes,no,no,no,no,yes,yes,no,5.0200114,4.0152745,4.017505,2.0518305,3.0245998,0.95878595,11.941403,between 10.0 and 12.0
GP,F,17.990757,U,GT3,T,2.9742467,4.00016,other,other,reputation,mother,1.0031854,2.0042913,0.00075755967,no,no,no,yes,yes,yes,yes,no,4.006181,5.1268506,5.0052247,2.0173686,3.9845011,3.9965155,-0.0007975511,less than 10.0
GP,F,17.992805,R,LE3,T,2.0002353,2.0083482,services,other,course,mother,2.001941,1.9995216,-0.56773335,no,yes,no,no,yes,yes,yes,no,3.9903085,2.9933987,3.999375,3.3689182,4.9640393,3.021971,3.8567119,between 10.0 and 12.0
GP,F,14.976817,R,GT3,T,1.9951934,2.9796634,services,other,home,mother,2.0352345,0.9942903,1.0072273,no,yes,no,no,yes,yes,yes,no,4.9910836,2.988971,0.9763596,1.987406,1.001268,2.9942346,0.052260067,less than 10.0
GP,M,17.999435,R,GT3,T,3.002357,1.985558,services,other,course,mother,0.99886566,1.006376,-0.0011224347,no,no,no,no,yes,yes,yes,no,4.0055447,4.022933,4.9994226,0.9983044,3.0081658,5.007386,3.9140236,greater than 14.0
GP,M,15.986421,R,GT3,T,2.0034842,1.005373,services,services,home,mother,2.0010672,2.0027964,-0.00022995677,no,no,no,yes,yes,yes,yes,no,3.0013268,4.0106907,3.004435,2.0214355,3.020871,3.988751,0.023855386,less than 10.0
GP,M,17.007282,U,GT3,T,3.0132167,4.001694,other,services,reputation,mother,1.0024133,2.0064132,0.0008492584,no,no,no,no,yes,yes,yes,yes,3.9973333,1.9866933,3.0336368,0.9971806,3.0232635,5.0233808,0.0031491965,less than 10.0
GP,M,17.999245,U,GT3,T,2.0108883,1.989727,other,other,reputation,mother,1.9957721,1.0031966,0.00019477398,no,yes,no,yes,yes,yes,yes,no,3.9908414,4.004871,3.963432,1.0044861,2.9987404,5.0193377,1.9136184,between 10.0 and 12.0
GP,M,17.006395,R,LE3,T,1.998592,1.0132856,other,other,home,mother,2.993996,2.0049372,-0.0044058487,no,yes,no,no,yes,yes,yes,yes,3.9972026,4.0089564,4.9934297,0.9982459,3.01942,5.0051293,3.9254775,between 10.0 and 12.0
GP,F,18.007786,U,GT3,T,1.037418,-0.018434377,services,other,course,mother,1.9981626,1.0065229,0.9992388,no,no,no,yes,yes,yes,yes,no,5.0179343,2.9960656,4.003531,2.0082376,3.0006332,4.005812,2.130709,less than 10.0
GP,M,17.999178,U,GT3,A,1.990945,1.0050454,services,other,reputation,father,2.0013545,1.0054094,0.0012507727,no,no,no,no,yes,yes,yes,yes,2.9939158,4.0080595,3.9998891,1.9940015,4.015416,5.0290184,-0.005616419,less than 10.0
GP,F,17.980038,U,GT3,T,4.009617,4.014824,health,other,home,mother,0.9990387,0.99272496,-0.00022329447,no,no,no,yes,yes,yes,yes,yes,5.0158525,4.9980617,2.9848216,1.0012503,2.988413,5.0030375,1.9748656,between 10.0 and 12.0
GP,M,14.968613,U,GT3,T,1.9823427,2.9977124,services,other,home,mother,1.9930357,0.99779487,0.00013207638,no,no,no,no,yes,yes,yes,no,4.0021873,0.99245274,1.9916782,1.0022156,1.0046269,2.9858596,1.9762862,between 12.0 and 14.0
GP,F,18.005228,R,LE3,T,1.9934456,2.0027115,other,other,course,other,2.0129046,1.9954357,0.0005291792,no,yes,no,no,yes,yes,yes,yes,3.010961,4.013249,2.9625719,1.974575,3.003448,1.005506,3.9671388,between 12.0 and 14.0
MS,M,16.998646,U,GT3,T,1.9895879,2.0047262,services,other,reputation,mother,1.9999632,1.00194,0.0008826917,no,yes,no,yes,yes,yes,yes,no,3.0010216,1.9961032,2.9887815,1.0010164,1.9988022,3.9836092,1.8586793,less than 10.0
GP,F,17.999685,R,GT3,T,1.9881065,2.0014217,services,services,course,mother,2.0121436,3.0081205,0.0013991793,no,yes,no,yes,yes,yes,yes,no,5.035574,2.998071,2.9932573,2.0065432,3.0214746,2.9916015,4.004507,less than 10.0
GP,M,19.004126,R,LE3,T,1.9676437,1.99938,services,other,course,other,3.1632934,3.901144,1.0034404,no,no,no,no,yes,yes,yes,no,4.993374,4.980459,3.9964147,2.0107074,3.0072122,0.97946566,4.022024,between 10.0 and 12.0
GP,M,16.997791,R,LE3,T,1.9990548,1.9948694,services,other,home,mother,1.999773,1.9931619,0.0010444655,no,yes,no,yes,no,yes,yes,no,3.0028186,2.9903998,2.993901,1.0010021,3.98969,3.9986517,2.0198152,greater than 14.0
GP,F,15.996862,R,GT3,T,3.0312574,2.001185,other,other,course,mother,3.0886307,2.0203366,1.0056753,no,yes,no,yes,yes,yes,yes,no,5.005163,0.9977523,4.0075655,2.0386658,2.0007641,3.0212564,1.9045054,less than 10.0
GP,M,16.023981,R,GT3,T,1.9914358,1.0036796,services,services,home,mother,1.9944241,0.97556967,-0.00019320173,no,no,no,no,yes,yes,yes,no,4.0057483,2.033785,4.982013,1.0000584,3.0094583,4.998684,2.034275,between 12.0 and 14.0
GP,M,17.011358,U,GT3,T,2.0005774,2.965772,services,other,home,mother,0.9996072,1.9940286,-0.00029555685,no,no,no,no,no,yes,yes,no,3.003648,1.0021052,3.0168242,0.99370754,3.0215478,3.9814615,0.014894071,between 12.0 and 14.0
GP,F,17.987125,U,GT3,T,1.9996803,1.9965738,other,other,home,mother,2.0027375,2.00531,0.9960628,no,yes,no,yes,yes,yes,yes,no,5.045851,4.0066824,2.9975154,1.0065556,2.9925928,5.006846,2.084305,less than 10.0
MS,F,16.017654,U,GT3,T,2.0029023,0.9894009,other,other,course,mother,1.9932367,0.9900831,-0.5400938,no,no,no,yes,yes,no,yes,yes,3.9989789,5.032774,1.9889257,1.0000564,1.001131,2.9928675,12.391088,less than 10.0
GP,M,17.010237,U,GT3,A,2.0234594,2.0029655,other,services,home,mother,0.99527186,2.0177698,-6.090518e-05,no,yes,no,no,yes,yes,yes,no,5.0063457,1.0253506,3.998339,0.99817455,0.9992884,4.0004544,0.13273466,between 12.0 and 14.0
MS,F,17.026415,U,GT3,T,3.0009189,2.015204,services,services,course,mother,1.0077819,2.9933064,-0.002101379,no,yes,no,yes,yes,yes,yes,no,4.000607,3.0123456,4.0158935,0.9985833,1.0006304,3.0257525,2.877173,between 10.0 and 12.0
GP,F,15.041358,U,LE3,T,1.9999974,2.989489,services,other,home,mother,3.1915815,1.9927883,0.00014928245,no,yes,no,no,yes,yes,yes,no,4.001319,3.9895165,2.9906378,2.0193026,3.0162442,3.9833908,8.265535,less than 10.0
MS,F,16.001001,R,GT3,T,3.0157714,4.015358,other,other,home,mother,2.0017538,1.0129085,-0.00020906866,no,yes,no,yes,yes,yes,yes,no,4.0039487,4.018573,2.9804304,0.9768339,1.992699,5.0074644,4.00559,between 10.0 and 12.0
MS,F,17.997137,R,GT3,T,3.0145965,4.007526,services,other,other,mother,0.998792,2.986594,-0.005231136,no,no,no,yes,yes,yes,yes,no,4.0048943,3.003161,2.0153763,0.99375546,1.0036131,3.024554,4.05222,between 12.0 and 14.0
GP,F,18.01815,U,GT3,T,3.0061238,2.0019512,other,other,home,mother,3.0486355,2.005211,-0.0005945399,no,yes,no,yes,yes,yes,yes,yes,5.029647,4.014341,2.9929187,1.0014399,2.005556,4.00585,7.7925887,between 10.0 and 12.0
GP,M,16.017166,R,LE3,T,3.0087457,2.0186522,services,other,course,mother,0.9943277,3.0195026,0.0010236184,no,no,no,no,yes,yes,yes,no,2.9977365,4.0196,2.992241,1.0040809,0.99165326,4.0038433,4.0759535,between 10.0 and 12.0
GP,F,16.030682,U,LE3,T,2.0133977,2.9876776,other,other,home,mother,3.021115,0.9978711,0.000582161,yes,no,no,no,yes,yes,no,no,5.005257,4.0019083,4.01013,0.99824196,0.9969939,3.030153,-0.015199532,less than 10.0
GP,M,16.980928,R,GT3,T,2.9833832,3.9886923,other,other,course,mother,2.014733,0.9991043,1.0028667,no,no,no,no,yes,yes,yes,no,3.0084167,4.015336,2.9996526,1.0021389,2.9997532,2.9915917,-0.12570089,between 10.0 and 12.0
GP,M,16.97751,R,GT3,T,1.9950573,2.0028994,other,services,home,mother,1.0095931,1.0089527,-0.0002161625,no,no,no,no,yes,yes,yes,no,5.0156236,4.0084944,4.010312,2.0123484,2.9967556,3.997678,-0.015558789,less than 10.0
GP,F,14.991361,U,GT3,T,0.97601813,1.9929054,at_home,at_home,course,mother,2.0056922,0.9911212,0.0011047159,no,no,no,no,no,yes,yes,no,3.99648,2.9978652,2.0048065,2.0317347,2.003598,3.9984958,-0.018882412,greater than 14.0
GP,F,16.99491,U,LE3,T,2.00276,2.020657,other,other,course,mother,2.0030367,1.000332,0.0013150226,no,no,no,yes,yes,yes,yes,no,3.0274508,0.8519367,2.9967868,1.9685655,3.0000246,3.9897408,4.0222588,between 10.0 and 12.0
GP,F,17.988718,R,LE3,T,1.9972554,1.0040139,other,other,home,mother,1.9990203,1.009345,-0.0045113172,no,no,no,no,yes,yes,yes,no,4.0011387,2.0103965,3.0160701,1.0086812,2.9903393,5.01119,0.08275606,between 12.0 and 14.0
GP,M,16.01183,R,GT3,T,2.0356705,2.0061417,other,other,home,mother,2.0069406,1.0085026,0.0037179927,no,yes,no,no,yes,yes,yes,no,4.987678,2.9915755,1.9987596,0.9978343,2.994694,3.997212,0.07668297,between 12.0 and 14.0
GP,M,18.007084,R,GT3,T,1.9962894,1.9947814,services,services,home,father,0.9973271,2.0099084,0.0008359429,no,yes,no,no,yes,yes,yes,yes,4.999689,4.032816,3.9983923,1.000415,2.0154426,3.004656,2.0011306,between 10.0 and 12.0
GP,M,17.013416,R,GT3,T,2.0124338,1.0029708,other,other,home,mother,2.02147,2.0002074,-0.0015188601,no,yes,no,no,yes,yes,yes,no,4.002837,2.0126855,3.005411,1.0005555,0.97966737,1.0273324,2.000101,greater than 14.0
MS,F,17.986876,U,GT3,T,1.9899697,0.98743385,other,other,home,mother,2.0026844,0.9927488,0.0013901356,no,yes,no,yes,yes,no,yes,no,3.0117674,0.8115864,3.0139422,0.9982941,0.98646444,3.9825885,7.676045,between 12.0 and 14.0
GP,M,17.989809,R,LE3,T,2.0019116,2.004232,services,other,reputation,mother,2.0124536,1.9969658,0.00094307424,no,yes,no,no,yes,yes,yes,yes,3.0141022,2.9894013,2.9728124,0.99953103,3.011415,3.9994526,3.9301534,between 10.0 and 12.0
GP,M,17.000748,U,LE3,T,3.0101206,1.9934214,services,other,home,father,2.0011032,2.9810977,0.00021656475,no,no,no,yes,yes,yes,yes,no,4.002571,2.9913085,3.0083504,0.9953368,2.0281343,3.9942262,2.0073478,greater than 14.0
