school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
MS,F,17.994583,U,GT3,T,4.005134,3.0169578,health,other,course,mother,1.0114992,1.0089025,1.0125054,no,yes,no,no,yes,yes,no,no,4.009612,1.9888343,0.99018455,0.9967778,1.0010126,5.0138783,3.9115996,between 12.0 and 14.0
GP,F,17.990303,U,LE3,T,3.0029516,1.020088,services,services,other,father,0.9961402,2.004068,0.00042335736,no,yes,no,yes,yes,yes,yes,no,4.0128956,3.0181875,3.9875574,1.0021293,3.977833,4.9998436,4.0605745,between 10.0 and 12.0
GP,M,18.98102,U,LE3,T,2.0151527,0.9812281,at_home,other,reputation,mother,2.0077696,0.99843836,0.0019812,no,yes,no,no,yes,yes,yes,no,4.0075364,1.9954165,2.006735,0.9997727,3.0110486,1.9798208,1.9572204,greater than 14.0
MS,F,19.008375,R,GT3,T,4.013213,2.0096962,services,other,home,mother,2.008429,2.0099504,0.001044991,no,yes,no,no,yes,yes,yes,yes,4.0079045,4.031766,2.9923844,1.0029399,2.9817336,5.016501,5.9629726,between 10.0 and 12.0
GP,M,15.018382,U,LE3,T,1.9928633,1.007772,health,other,home,mother,0.98884076,1.0012761,1.0305383,no,yes,no,no,yes,yes,no,no,4.008078,2.98344,2.9823327,1.0003929,2.024955,5.012142,8.110133,between 10.0 and 12.0
GP,M,18.992441,U,LE3,A,1.9902432,1.9960194,other,other,other,other,2.0137804,0.9933685,0.0017285545,no,yes,no,no,yes,yes,no,no,1.0909064,4.0108423,4.000219,1.9963125,4.9955807,5.0036335,19.04177,between 12.0 and 14.0
GP,F,19.164482,U,GT3,T,2.9990275,0.9969649,at_home,other,home,mother,0.9894077,3.0073657,0.0016390216,no,no,no,yes,yes,yes,yes,no,4.0086007,3.0034707,2.9814484,0.99785846,2.0045633,3.9950573,8.288183,between 12.0 and 14.0
GP,F,17.997864,U,LE3,T,1.9934808,3.0142562,at_home,other,home,mother,1.0028584,1.0027555,0.0009654516,no,yes,no,no,yes,yes,yes,no,4.000033,4.0013123,4.005928,1.0012109,3.0031285,4.9954967,0.01852923,between 10.0 and 12.0
GP,M,15.988249,U,GT3,T,1.9749151,0.9972707,health,other,course,father,2.0081797,0.99709564,0.000437757,no,yes,no,no,yes,yes,yes,no,5.0042534,4.9456186,2.9933684,1.001362,0.98575664,1.0032244,1.9826946,between 10.0 and 12.0
MS,F,14.977471,R,LE3,T,0.98883444,1.0011708,at_home,services,course,mother,2.0108,2.0040028,1.0436599,no,yes,no,yes,yes,yes,no,yes,1.0083127,3.0010362,3.9904675,3.162579,3.018001,3.9929054,-0.034613058,less than 10.0
