school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,18.01315,U,GT3,T,1.9812186,2.0047615,services,other,course,mother,0.99990976,2.012065,0.00027374845,no,yes,no,no,no,yes,yes,yes,1.9920062,4.000722,3.9964793,1.0047972,2.9846675,2.995674,10.396087,between 10.0 and 12.0
GP,F,18.014174,U,GT3,A,0.9963099,1.9833596,at_home,other,home,mother,2.0028589,2.0001826,0.0043704836,no,yes,no,yes,yes,yes,yes,no,4.014222,1.9902397,2.0165887,1.0038533,1.988965,4.0088935,9.769238,between 10.0 and 12.0
GP,F,18.998432,U,GT3,T,3.0090423,0.9873256,at_home,at_home,home,mother,3.0028467,2.0045028,1.0310726,no,no,no,yes,yes,no,yes,no,4.00461,4.005688,2.9943814,1.0081568,0.98687905,0.9740275,18.374434,between 10.0 and 12.0
GP,F,16.988894,U,GT3,T,1.9896841,3.0186799,at_home,services,course,mother,2.9994705,2.0080743,1.3659803,no,yes,no,yes,yes,yes,yes,yes,2.998992,3.0104258,3.9735591,2.5247025,5.055168,3.0032587,10.065765,less than 10.0
GP,M,15.000103,U,LE3,T,1.9855918,2.0087261,services,services,home,mother,1.00047,0.9975605,-0.011113295,no,yes,no,yes,no,yes,yes,no,2.9975805,2.0067627,2.0295432,2.5998085,3.008398,3.9923384,3.98884,between 10.0 and 12.0
GP,M,15.991358,U,GT3,T,2.0051124,0.9895214,at_home,other,course,father,1.9992234,3.0233934,-0.00077060587,no,yes,no,yes,no,yes,yes,no,2.9790244,2.9914837,3.9677825,2.1441202,3.0049531,3.006231,19.296911,greater than 14.0
MS,M,17.986992,U,GT3,T,1.9963387,3.957837,at_home,at_home,course,father,0.9977463,1.9900472,1.6858836,no,yes,no,yes,yes,no,yes,no,4.0041566,4.001506,1.0152907,0.9993204,2.0011177,1.0003476,4.765185,between 10.0 and 12.0
GP,F,19.016294,U,LE3,T,2.0036151,1.0303944,at_home,services,course,other,3.0095959,1.9959363,2.9251194,no,yes,no,yes,yes,yes,yes,no,3.0054884,2.9977286,5.008208,2.0146334,3.0312974,3.0027938,2.0137956,between 10.0 and 12.0
GP,F,14.987263,U,GT3,T,0.9835027,1.9999489,services,at_home,course,mother,1.0014206,2.004396,0.0012339982,no,yes,no,yes,yes,no,yes,no,3.9935925,1.989864,2.0151775,2.0055575,0.98967254,3.997519,10.816037,between 10.0 and 12.0
GP,F,15.00139,U,GT3,T,1.9932737,1.9903423,at_home,other,course,mother,2.0129905,2.0020807,0.0010711686,no,yes,no,yes,yes,yes,yes,no,2.997389,3.9901738,5.084201,0.9988538,4.9840903,0.9503615,9.045074,between 12.0 and 14.0
GP,F,17.995993,U,GT3,T,3.0013368,3.0351815,at_home,other,course,father,2.0050411,1.9972082,0.001429292,no,yes,no,yes,yes,yes,yes,no,2.992546,3.9966576,4.017887,1.9874701,5.0029545,2.977143,6.028056,between 12.0 and 14.0
GP,F,17.997034,U,GT3,T,1.9991312,1.9946427,services,other,course,mother,1.9965382,2.9921727,-0.00030487007,no,yes,no,yes,yes,yes,yes,no,2.9802966,1.4531765,3.0289607,0.9982393,0.9651589,2.0240512,-0.060584422,between 10.0 and 12.0
MS,F,19.009418,R,GT3,T,2.014701,1.015094,services,at_home,course,mother,0.99883115,1.0048262,-0.0008840647,no,yes,no,yes,yes,no,no,no,2.998624,3.7569997,4.023639,1.0004147,3.987101,3.9957962,0.0028764773,between 12.0 and 14.0
GP,M,15.991245,U,GT3,T,2.9967537,0.9759195,other,services,course,father,1.011742,2.0040872,1.4116149,no,no,no,yes,yes,yes,yes,no,3.0002112,4.0217934,3.9999707,1.0030385,1.0080105,3.9898977,19.277998,between 12.0 and 14.0
GP,F,18.002352,U,GT3,T,0.94714415,2.0039666,services,services,course,mother,3.0112429,2.4364004,-0.16498452,no,yes,no,no,yes,yes,yes,no,3.0059097,1.6272129,0.97127897,1.0031506,1.992288,4.01038,-0.14178407,between 10.0 and 12.0
GP,F,14.991177,U,GT3,T,2.0041797,1.0019127,at_home,other,home,mother,1.0006738,1.5943383,0.005332981,no,yes,no,yes,no,yes,yes,no,4.012855,3.9900534,0.9411081,0.99831957,1.9986564,3.014219,6.1536307,between 12.0 and 14.0
