age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
35,183,79,France,62,62,50,45,63,61,52,52,58,53,56,58,34,38,34,62,51,60,56,12,12,7,6,11,less than 1000.0
21,189,79,Turkey,61,72,11,7,12,24,7,5,14,11,28,10,17,24,32,52,38,13,14,63,59,62,58,64,between 1000.0 and 3000.0
29,178,75,Ecuador,70,70,70,63,58,73,58,69,68,67,72,74,66,66,75,67,71,60,57,11,14,14,11,9,less than 1000.0
32,187,80,Austria,72,72,69,70,74,73,72,70,62,42,58,69,54,63,62,78,62,39,21,12,7,14,10,9,greater than 8000.0
18,182,68,Senegal,54,68,27,24,55,44,24,34,20,20,35,35,56,56,49,51,65,54,53,9,11,8,7,14,less than 1000.0
20,176,58,Saudi Arabia,52,65,43,44,30,51,33,56,46,50,49,56,64,65,71,48,72,25,26,11,12,14,5,11,between 1000.0 and 3000.0
25,194,80,New Zealand,67,71,16,18,11,27,16,20,18,12,31,27,49,49,48,68,49,13,13,67,64,54,64,69,between 1000.0 and 3000.0
29,188,78,England,61,61,52,62,62,57,55,59,53,36,52,61,52,67,66,54,66,22,20,9,8,6,16,16,between 3000.0 and 8000.0
25,189,83,Spain,83,87,77,79,81,84,58,83,80,69,82,84,73,75,76,84,72,84,76,9,12,9,13,14,greater than 8000.0
31,173,68,Peru,72,72,77,65,53,75,59,72,70,69,74,69,67,62,84,73,76,63,66,7,8,16,11,7,greater than 8000.0
18,184,70,Senegal,70,82,58,62,58,78,54,73,54,46,72,74,69,66,61,64,68,70,66,14,8,14,8,8,greater than 8000.0
20,182,63,England,75,80,69,54,59,71,62,73,61,30,61,72,77,82,75,72,68,73,75,10,13,11,7,7,greater than 8000.0
24,187,80,Brazil,78,85,53,22,74,72,32,69,31,35,66,71,70,75,65,78,46,79,79,14,8,13,10,9,greater than 8000.0
30,190,90,Germany,72,72,12,13,13,27,11,17,13,16,20,18,49,46,48,69,43,10,10,72,68,64,72,74,greater than 8000.0
25,175,73,Spain,80,81,76,79,49,79,70,80,74,75,65,81,86,79,85,79,84,64,66,14,16,8,6,13,greater than 8000.0
25,191,85,Czech Republic,79,82,64,81,80,77,74,80,78,56,62,83,71,70,83,78,67,24,19,11,15,8,9,14,greater than 8000.0
29,186,78,England,65,65,38,66,62,57,61,62,41,37,43,63,73,71,68,60,64,20,19,13,8,8,12,15,between 3000.0 and 8000.0
26,174,70,Austria,72,75,67,72,34,71,65,72,76,76,68,74,83,78,81,70,84,44,38,14,12,12,14,6,between 1000.0 and 3000.0
21,174,64,Republic of Ireland,56,63,55,57,42,56,51,57,52,56,54,58,60,53,65,52,63,56,52,13,14,12,7,13,less than 1000.0
26,178,78,France,76,79,75,40,72,72,32,66,58,42,64,71,75,74,64,70,73,77,76,8,14,16,13,7,greater than 8000.0
28,177,74,China PR,61,61,56,59,59,55,50,60,52,48,57,55,76,72,79,55,61,28,35,9,6,12,13,7,between 3000.0 and 8000.0
23,178,69,Japan,63,68,49,69,62,57,62,64,45,36,48,66,52,55,58,57,68,27,25,13,11,14,15,10,between 1000.0 and 3000.0
21,175,70,Sweden,63,72,54,48,37,64,44,70,44,34,61,66,81,77,84,53,81,23,28,6,12,10,6,8,less than 1000.0
22,178,70,Austria,64,70,62,38,53,60,23,59,34,32,57,61,70,65,66,56,74,62,64,8,14,13,8,7,between 1000.0 and 3000.0
22,178,64,Russia,70,78,75,60,46,70,50,67,59,45,70,66,80,73,74,69,74,55,53,8,10,6,8,6,greater than 8000.0
25,181,72,Japan,69,72,13,9,14,25,7,11,14,13,22,15,21,26,33,64,41,13,14,69,67,63,66,72,between 3000.0 and 8000.0
29,185,80,France,62,62,52,57,53,58,59,62,49,27,51,60,80,83,78,59,79,24,21,9,12,8,6,9,between 1000.0 and 3000.0
27,174,68,Korea Republic,58,59,47,36,37,64,39,61,47,39,60,63,74,75,61,56,79,43,45,16,15,14,8,8,between 1000.0 and 3000.0
30,190,79,Denmark,68,68,31,31,74,64,33,42,30,28,65,57,39,33,47,60,51,69,64,8,13,14,7,11,greater than 8000.0
21,182,76,Croatia,62,70,62,58,56,63,52,63,54,55,60,61,71,76,66,56,63,48,46,15,6,9,6,9,between 1000.0 and 3000.0
33,194,86,Poland,72,72,11,13,12,33,12,14,11,12,32,18,42,40,44,70,49,15,14,67,72,67,75,71,greater than 8000.0
26,175,72,Colombia,71,71,63,69,53,68,38,72,48,39,61,71,84,82,78,64,73,46,43,9,8,10,15,9,between 1000.0 and 3000.0
22,180,75,Spain,63,73,13,9,10,24,8,13,13,12,18,16,34,23,43,54,57,13,11,67,65,59,58,62,between 1000.0 and 3000.0
21,170,64,Ghana,60,74,49,46,41,63,48,65,50,39,64,63,75,68,87,44,82,49,48,5,10,13,6,6,between 1000.0 and 3000.0
19,180,67,United States,69,79,55,64,63,72,36,68,52,48,67,72,69,63,72,67,70,59,57,14,15,11,12,5,between 1000.0 and 3000.0
24,189,89,Germany,69,76,14,9,14,29,8,8,13,12,20,16,34,29,41,54,32,14,6,69,69,60,70,72,between 1000.0 and 3000.0
22,177,67,Netherlands,61,72,57,50,38,67,58,65,65,54,67,64,67,67,70,50,75,35,35,8,12,14,7,5,between 1000.0 and 3000.0
25,179,68,Greece,74,78,76,49,53,69,39,71,73,68,66,72,87,80,78,72,73,73,71,8,12,8,13,10,greater than 8000.0
40,186,80,Turkey,67,67,44,30,72,56,52,46,44,48,42,54,30,34,32,68,38,68,62,15,13,10,10,6,between 3000.0 and 8000.0
30,181,73,Spain,66,66,59,58,63,67,38,63,54,56,64,66,48,55,63,61,63,68,64,15,8,11,14,14,less than 1000.0
33,188,78,China PR,63,63,12,11,9,8,12,13,17,18,10,18,23,51,47,67,50,6,9,63,63,57,60,62,between 1000.0 and 3000.0
29,196,81,Czech Republic,80,82,11,16,14,28,19,12,10,14,17,19,35,37,39,80,27,10,14,82,75,60,71,85,greater than 8000.0
20,183,78,England,66,77,67,38,51,67,33,64,51,47,70,66,71,66,70,62,70,68,59,8,14,12,10,7,between 3000.0 and 8000.0
30,175,69,Northern Ireland,74,74,76,60,56,76,69,62,81,75,80,75,52,51,67,73,67,68,69,16,16,7,7,12,greater than 8000.0
34,181,73,France,75,75,76,69,53,75,78,73,75,76,74,77,64,70,74,75,65,70,69,9,12,16,9,16,greater than 8000.0
19,190,76,Portugal,61,74,10,5,13,22,9,7,12,10,25,10,27,29,32,50,23,11,13,62,60,59,61,63,less than 1000.0
25,186,82,Congo DR,70,75,22,24,71,67,30,59,44,32,67,65,54,68,50,69,61,72,71,8,10,15,13,13,greater than 8000.0
27,189,78,Colombia,73,74,33,30,75,52,18,50,28,31,60,48,66,67,67,69,52,79,76,11,13,9,15,7,greater than 8000.0
23,175,64,France,77,83,70,71,57,76,61,80,80,69,74,78,88,86,90,68,81,71,58,11,13,15,14,15,greater than 8000.0
30,177,73,China PR,59,59,57,51,62,53,47,60,52,46,55,55,81,80,81,42,56,45,43,12,9,12,9,11,between 3000.0 and 8000.0
23,181,75,Denmark,67,72,63,42,66,64,40,64,62,31,60,65,74,78,73,62,69,65,63,7,10,10,10,14,between 3000.0 and 8000.0
24,183,71,France,68,75,38,51,57,74,42,70,58,35,66,75,71,70,71,67,56,73,72,14,8,6,13,5,between 3000.0 and 8000.0
29,186,77,Argentina,67,67,37,33,57,65,27,33,37,31,47,61,58,53,56,64,50,71,65,11,7,12,5,11,less than 1000.0
25,193,69,England,66,70,20,8,18,31,17,21,19,9,28,21,49,61,35,64,66,19,20,65,65,67,63,68,between 1000.0 and 3000.0
37,184,82,Paraguay,70,70,40,40,68,63,31,34,49,51,51,70,57,63,57,61,53,74,70,15,10,8,10,12,less than 1000.0
24,176,68,Brazil,82,87,78,74,45,76,72,86,81,75,70,83,90,91,88,82,79,54,38,8,7,13,8,14,greater than 8000.0
21,178,88,United States,66,78,62,42,52,60,38,60,46,40,57,61,76,81,72,61,72,64,62,9,7,10,8,7,between 1000.0 and 3000.0
40,188,85,Poland,62,62,9,14,14,21,12,13,11,11,13,17,30,33,39,60,38,15,12,58,61,61,66,60,less than 1000.0
