age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
23,188,85,Romania,65,69,46,62,64,60,58,61,50,45,51,60,69,80,61,60,67,37,30,15,6,13,8,7,between 3000.0 and 8000.0
29,177,76,Brazil,76,76,77,48,66,75,55,66,61,43,72,67,71,84,80,73,70,73,77,15,14,15,9,11,greater than 8000.0
31,188,82,New Zealand,63,63,49,32,62,55,30,50,23,32,53,52,53,44,51,56,52,63,62,11,16,9,15,10,between 3000.0 and 8000.0
33,180,78,Italy,71,71,69,60,61,74,65,68,67,65,70,75,75,81,83,66,85,70,70,13,12,10,7,8,between 3000.0 and 8000.0
33,169,65,Italy,70,70,68,67,49,68,70,74,70,70,59,73,85,82,90,67,94,22,22,3,3,3,3,3,greater than 8000.0
24,181,84,France,72,75,70,32,69,69,42,68,48,31,66,71,62,63,69,68,63,74,72,6,15,15,15,13,greater than 8000.0
18,178,73,Netherlands,62,79,48,55,46,58,53,72,52,53,56,67,84,80,73,52,65,40,49,10,11,12,12,13,less than 1000.0
21,170,71,Argentina,75,85,71,75,66,73,69,72,75,73,67,76,81,86,84,70,79,37,33,6,10,8,15,6,greater than 8000.0
25,186,80,Germany,79,82,59,65,65,84,57,76,63,46,82,79,67,52,76,82,65,82,80,6,14,16,11,7,greater than 8000.0
21,171,75,England,56,69,31,63,42,40,53,55,35,26,25,51,75,68,70,51,71,19,11,12,14,8,6,8,between 3000.0 and 8000.0
29,176,72,Brazil,76,76,63,73,56,76,68,87,61,66,58,75,74,80,79,66,75,32,44,12,16,12,11,13,greater than 8000.0
33,188,80,Saudi Arabia,62,62,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,20,13,63,59,58,61,65,between 3000.0 and 8000.0
25,186,74,Zimbabwe,64,68,55,30,62,60,32,57,36,34,55,61,68,70,70,62,58,64,64,6,14,9,8,8,between 3000.0 and 8000.0
20,173,67,Korea Republic,60,76,50,43,36,63,35,65,56,53,55,63,73,72,80,54,79,34,35,5,7,9,15,9,less than 1000.0
20,179,70,Trinidad and Tobago,60,75,49,44,44,59,43,55,46,45,57,57,69,74,66,57,75,60,58,8,10,10,8,14,between 3000.0 and 8000.0
22,188,80,England,64,70,32,29,62,58,37,51,35,36,55,50,77,82,69,54,47,64,63,7,5,6,6,9,between 1000.0 and 3000.0
21,176,72,England,64,71,65,52,52,63,32,64,61,39,52,63,82,80,75,56,72,63,53,12,6,9,11,6,greater than 8000.0
25,169,65,Saudi Arabia,57,58,50,50,30,48,40,65,55,41,40,59,86,77,80,43,87,20,21,10,10,5,12,7,between 3000.0 and 8000.0
28,186,82,Cyprus,74,74,65,46,75,71,64,68,64,62,74,72,63,68,64,75,63,75,72,15,8,13,13,10,greater than 8000.0
22,185,80,Germany,74,81,58,73,63,71,66,76,58,48,58,78,78,86,72,72,63,33,27,9,11,11,8,6,greater than 8000.0
28,170,62,Uruguay,64,64,39,58,40,65,55,65,70,65,64,59,65,65,58,58,70,63,59,8,10,5,14,8,less than 1000.0
28,187,77,Slovakia,68,68,57,64,62,70,49,63,60,64,67,70,75,79,58,66,45,64,59,11,10,7,15,9,between 3000.0 and 8000.0
28,178,73,Romania,61,61,53,52,51,69,60,61,54,51,65,53,71,80,73,64,70,52,53,6,8,5,9,14,between 1000.0 and 3000.0
31,182,76,France,67,67,55,67,72,61,72,64,57,49,52,60,76,76,77,62,65,34,30,9,10,16,10,16,between 3000.0 and 8000.0
19,184,79,Poland,57,71,50,44,39,60,41,62,47,39,54,58,68,67,59,59,60,55,50,14,6,7,11,14,less than 1000.0
22,174,65,France,63,70,58,55,37,67,62,64,64,63,62,67,76,72,72,62,82,61,58,13,7,10,8,12,between 1000.0 and 3000.0
27,186,79,Denmark,64,65,45,35,67,60,44,41,38,25,57,55,52,53,53,60,56,65,63,9,15,15,13,10,between 3000.0 and 8000.0
19,185,85,England,59,70,43,53,48,60,38,57,34,30,58,59,67,69,54,57,56,55,46,15,8,7,13,8,between 1000.0 and 3000.0
25,180,73,Chile,67,68,65,65,64,65,59,68,57,39,64,68,78,78,76,52,65,13,21,10,13,15,11,15,between 1000.0 and 3000.0
33,189,89,France,76,76,59,44,75,69,57,59,36,41,68,62,37,44,52,67,34,77,76,15,16,10,15,6,greater than 8000.0
20,180,77,Cameroon,64,76,59,64,54,59,47,65,57,63,48,67,83,81,69,55,74,35,30,13,9,5,13,10,between 3000.0 and 8000.0
24,190,82,Bulgaria,67,75,28,24,68,52,25,36,29,30,55,58,59,57,44,61,51,72,67,10,10,9,12,7,less than 1000.0
20,184,74,Belgium,56,67,29,19,61,46,21,24,31,25,41,32,58,63,66,49,67,61,60,9,13,12,12,6,between 1000.0 and 3000.0
26,175,71,England,65,66,51,62,59,64,57,66,52,54,61,63,81,81,85,65,81,52,44,7,8,12,6,8,between 3000.0 and 8000.0
22,176,67,Portugal,70,78,67,65,41,64,66,74,67,34,58,72,87,80,90,66,78,23,17,7,13,10,10,13,between 3000.0 and 8000.0
25,173,67,England,68,71,67,39,56,63,36,62,51,42,56,64,74,72,70,67,77,65,63,10,9,9,12,11,between 3000.0 and 8000.0
19,172,65,China PR,49,61,36,43,45,43,33,53,37,36,30,53,65,66,69,45,75,10,18,7,13,9,13,9,between 1000.0 and 3000.0
33,169,68,Brazil,75,75,55,19,67,78,12,66,48,69,76,71,68,65,63,74,77,74,72,11,14,9,6,6,greater than 8000.0
35,190,74,Uruguay,80,80,15,10,12,44,10,25,14,10,47,27,60,62,68,78,62,16,16,78,80,72,82,79,greater than 8000.0
29,179,78,Colombia,70,70,65,29,63,63,32,65,45,29,53,65,77,78,70,60,66,65,67,7,8,9,12,11,between 1000.0 and 3000.0
22,188,74,Turkey,71,80,60,46,72,69,42,68,46,37,60,75,78,76,82,68,71,68,66,6,6,12,6,7,greater than 8000.0
22,183,76,Spain,69,78,55,68,54,70,51,72,63,57,66,70,80,78,75,62,72,58,56,12,7,8,10,13,between 3000.0 and 8000.0
29,191,90,Belgium,77,77,77,70,72,71,77,75,75,56,72,73,67,77,63,72,47,75,80,8,13,15,6,9,greater than 8000.0
21,181,70,Ecuador,57,67,55,38,40,54,26,55,34,31,49,51,73,70,74,50,68,57,55,13,14,5,14,9,less than 1000.0
23,170,64,Spain,67,73,62,61,43,62,48,65,54,41,58,63,82,88,82,64,83,45,47,8,7,6,9,10,between 3000.0 and 8000.0
31,185,84,Korea Republic,63,63,52,30,63,69,30,55,30,22,61,60,56,51,50,56,52,59,58,7,8,16,15,7,between 1000.0 and 3000.0
23,173,69,Morocco,71,77,65,65,59,70,57,73,68,68,65,75,72,67,76,66,80,53,51,7,13,5,9,14,greater than 8000.0
18,183,66,Mali,64,82,53,23,53,57,21,68,33,36,46,63,77,82,73,55,64,64,62,13,14,5,14,10,between 1000.0 and 3000.0
21,170,66,Germany,64,72,58,58,59,58,50,67,43,36,43,65,80,80,81,62,80,23,20,7,9,12,13,11,between 1000.0 and 3000.0
25,176,71,Australia,64,66,60,60,55,64,56,65,59,46,63,67,76,76,75,61,82,58,51,9,15,13,8,9,between 1000.0 and 3000.0
18,171,65,Chile,53,71,37,40,51,61,34,50,36,38,55,51,69,63,54,53,83,45,45,12,14,5,10,10,less than 1000.0
29,178,72,Paraguay,62,62,58,55,36,66,41,53,32,37,60,59,70,75,65,60,63,40,35,15,9,14,8,7,less than 1000.0
36,191,70,France,68,68,32,24,69,65,22,37,23,35,52,51,30,30,36,68,32,69,68,12,14,13,15,10,between 1000.0 and 3000.0
17,190,78,England,60,76,42,62,60,56,53,54,49,40,47,62,70,74,50,47,46,28,25,14,14,12,11,9,less than 1000.0
25,171,71,Republic of Ireland,57,60,57,22,42,54,19,55,59,66,52,53,66,60,67,45,79,51,53,14,14,12,9,14,less than 1000.0
29,177,75,Brazil,75,75,71,51,71,69,58,73,46,49,66,71,73,68,71,73,71,72,73,11,10,18,11,14,greater than 8000.0
21,175,64,China PR,49,56,41,55,42,42,59,44,47,37,37,49,64,60,66,41,78,15,22,14,12,14,6,6,between 1000.0 and 3000.0
18,187,83,Colombia,57,76,33,7,13,28,9,9,15,13,20,18,35,36,34,55,33,15,12,58,55,57,55,58,less than 1000.0
27,192,85,Albania,60,63,37,31,58,51,27,43,33,36,48,48,51,49,55,56,65,58,59,8,14,12,6,10,between 1000.0 and 3000.0
23,172,74,Belgium,65,72,61,58,45,58,53,70,60,54,55,67,75,78,75,58,79,29,26,10,14,9,11,9,between 1000.0 and 3000.0
20,170,65,Argentina,60,74,45,64,58,59,55,70,58,34,43,60,63,62,64,59,71,14,13,10,13,13,13,7,between 1000.0 and 3000.0
20,175,70,Japan,60,69,64,36,59,58,41,61,57,63,54,63,73,72,63,57,70,63,56,6,14,9,9,15,less than 1000.0
36,190,86,Ivory Coast,70,70,27,27,71,52,16,57,34,16,51,50,35,35,32,62,32,72,69,7,6,16,12,8,greater than 8000.0
22,196,87,France,61,70,25,28,64,48,26,26,32,30,45,45,44,55,45,48,35,64,59,12,7,7,7,8,between 1000.0 and 3000.0
22,178,70,Spain,64,77,25,16,67,64,21,26,26,29,29,57,37,42,31,55,56,72,68,7,15,7,6,9,between 1000.0 and 3000.0
23,184,87,Austria,69,76,64,70,72,65,53,69,59,54,62,67,66,75,46,66,49,39,36,10,12,9,11,13,greater than 8000.0
30,171,60,Brazil,69,69,76,59,49,73,56,77,74,56,69,67,73,68,78,65,86,70,69,9,12,16,15,13,greater than 8000.0
26,171,64,Japan,66,67,62,63,56,67,61,66,63,61,66,67,74,73,77,54,79,32,27,13,15,14,7,8,between 1000.0 and 3000.0
21,177,73,Mexico,75,84,52,77,73,72,60,76,50,50,52,76,73,73,65,76,69,19,20,10,10,6,11,5,greater than 8000.0
24,180,64,England,67,75,50,54,54,68,46,62,54,56,67,65,68,71,74,64,72,63,60,7,16,8,13,10,greater than 8000.0
19,174,69,Spain,67,82,65,70,41,63,61,74,63,58,66,73,65,66,65,52,67,39,38,6,11,8,12,11,between 3000.0 and 8000.0
30,188,79,Jamaica,76,76,12,13,24,32,11,11,24,12,33,28,43,49,48,71,42,14,13,78,68,68,78,80,between 3000.0 and 8000.0
19,188,85,Argentina,61,72,11,8,13,25,5,5,10,10,24,17,23,24,27,40,34,11,10,63,62,59,61,64,less than 1000.0
19,170,67,Italy,59,75,58,57,47,54,50,66,50,49,49,67,69,65,68,44,72,28,31,11,8,10,9,7,between 3000.0 and 8000.0
18,170,61,Venezuela,57,71,31,55,57,55,50,57,33,31,33,55,68,67,55,62,68,21,20,8,12,11,13,11,less than 1000.0
24,185,78,Brazil,65,70,42,20,63,52,33,37,31,32,39,58,59,51,45,59,51,71,62,10,13,6,13,8,between 1000.0 and 3000.0
20,176,75,England,63,72,47,53,46,70,48,64,51,48,68,71,67,67,58,62,67,62,53,14,10,14,11,13,between 1000.0 and 3000.0
18,193,80,Greece,67,83,10,6,10,30,7,12,17,11,23,21,47,53,59,60,53,12,12,68,64,61,65,69,less than 1000.0
26,174,76,Argentina,65,66,57,63,66,67,41,65,59,43,66,60,68,68,61,63,69,56,52,6,6,15,9,10,between 3000.0 and 8000.0
21,185,80,Switzerland,57,71,33,59,58,48,47,55,42,45,30,55,62,55,63,58,57,19,15,12,5,10,9,7,between 3000.0 and 8000.0
21,174,67,Scotland,57,67,46,52,35,60,47,55,54,43,57,56,73,72,72,43,75,37,32,6,6,6,14,8,between 1000.0 and 3000.0
24,181,79,Jamaica,68,71,58,33,64,63,28,59,29,41,56,63,72,78,54,65,57,67,65,12,13,11,15,10,between 3000.0 and 8000.0
20,174,62,Poland,62,77,55,54,51,65,37,63,47,38,62,65,64,64,61,61,79,61,58,6,13,8,7,14,between 1000.0 and 3000.0
21,183,78,Korea Republic,48,57,40,35,41,57,33,47,34,32,55,42,56,51,51,48,59,47,54,13,10,14,15,13,less than 1000.0
26,197,82,Turkey,63,66,14,18,15,17,15,17,12,18,19,16,45,45,33,53,32,15,17,62,65,64,65,62,greater than 8000.0
28,188,80,England,59,59,54,51,52,57,43,56,50,46,56,57,67,65,56,54,63,53,48,15,15,12,12,12,between 1000.0 and 3000.0
22,184,83,Poland,59,69,57,52,41,54,46,60,52,38,55,57,66,69,66,53,64,57,54,13,7,13,6,10,between 1000.0 and 3000.0
17,178,72,Peru,56,76,29,22,58,61,28,33,32,35,55,42,60,61,43,55,65,56,55,14,14,7,7,8,less than 1000.0
20,190,78,Spain,73,83,52,78,74,73,68,67,54,37,53,70,68,67,68,74,61,31,28,11,10,8,8,14,greater than 8000.0
22,188,80,England,59,68,50,36,54,52,35,48,44,32,36,53,64,73,62,52,61,61,60,8,13,6,12,5,between 1000.0 and 3000.0
24,185,80,Denmark,66,70,44,32,65,67,36,58,44,38,60,65,72,76,72,60,70,62,63,10,13,8,10,6,between 3000.0 and 8000.0
23,172,64,Ivory Coast,67,72,58,56,41,70,49,73,36,42,66,73,74,73,83,65,84,58,53,7,8,8,9,11,between 3000.0 and 8000.0
23,180,70,Germany,59,66,57,55,52,62,53,63,50,45,47,61,70,71,72,39,70,27,28,11,7,6,14,5,less than 1000.0
23,183,76,Finland,61,65,58,53,36,60,45,62,63,60,54,62,75,78,76,58,69,24,23,13,13,11,5,11,less than 1000.0
25,174,74,Mexico,70,74,58,42,59,73,63,68,75,74,70,73,69,53,75,66,76,71,73,10,9,14,14,11,greater than 8000.0
20,176,68,Romania,56,67,55,56,37,54,52,56,43,39,51,57,75,69,66,45,73,29,23,11,10,13,13,6,less than 1000.0
32,188,81,China PR,67,67,57,52,64,58,35,66,61,58,57,59,78,80,60,66,67,63,58,15,16,16,8,11,between 3000.0 and 8000.0
21,178,69,Croatia,75,81,74,53,62,73,46,75,63,38,64,75,79,79,76,72,74,73,71,11,10,13,13,6,greater than 8000.0
28,174,72,Uruguay,67,67,37,52,58,65,32,61,35,36,65,57,75,75,62,73,72,71,53,8,7,10,12,13,less than 1000.0
20,188,75,Denmark,58,75,11,8,12,25,6,6,14,10,24,18,21,20,38,54,32,12,11,62,56,56,55,59,between 1000.0 and 3000.0
21,185,76,Peru,63,68,59,39,63,61,28,60,47,25,66,60,74,80,65,55,64,57,52,6,14,9,5,13,less than 1000.0
32,183,87,Netherlands,74,74,74,32,72,71,34,70,70,56,64,71,63,63,62,71,62,75,73,16,15,8,12,10,greater than 8000.0
27,184,83,Scotland,67,67,60,44,59,60,49,62,45,46,51,60,75,73,79,58,68,64,63,15,10,10,11,7,between 3000.0 and 8000.0
32,178,70,Portugal,66,66,64,58,56,67,58,68,70,64,68,69,60,36,70,63,67,67,64,7,15,13,8,9,between 3000.0 and 8000.0
25,194,85,Poland,69,74,29,19,68,64,24,47,31,25,65,55,33,41,32,63,35,72,67,5,12,7,6,13,between 3000.0 and 8000.0
30,179,77,Saudi Arabia,61,61,57,43,59,56,28,54,43,34,52,57,73,69,62,55,62,62,63,9,12,14,11,14,between 3000.0 and 8000.0
23,186,78,Cameroon,71,78,32,24,76,58,27,53,28,33,36,58,66,74,72,68,62,70,71,8,14,12,13,12,greater than 8000.0
22,193,80,Iceland,61,71,43,24,59,57,31,44,54,22,55,50,57,64,51,58,38,64,60,13,15,11,6,9,less than 1000.0
20,182,74,Switzerland,65,80,43,30,67,58,33,36,34,31,55,59,69,65,66,58,72,69,62,12,13,14,8,10,between 3000.0 and 8000.0
26,185,76,France,60,64,43,21,61,57,34,38,32,27,46,41,49,40,53,56,61,62,61,13,8,8,14,9,between 1000.0 and 3000.0
19,183,69,Scotland,60,72,33,66,58,46,50,55,48,34,33,58,65,67,57,62,67,18,14,9,9,11,13,14,between 1000.0 and 3000.0
27,175,74,Portugal,63,63,58,57,45,58,59,63,63,61,54,62,81,82,90,56,81,51,46,9,10,6,11,8,between 1000.0 and 3000.0
33,177,73,Croatia,64,64,58,43,39,69,43,67,62,57,68,71,57,55,68,61,67,49,44,6,6,7,15,15,between 1000.0 and 3000.0
21,159,58,Mexico,67,75,68,55,48,68,54,75,63,41,65,68,74,75,80,64,94,41,45,13,13,8,11,11,between 3000.0 and 8000.0
27,181,77,Iraq,63,63,61,54,60,59,42,54,62,58,55,62,70,67,72,58,73,60,58,15,15,10,7,7,between 1000.0 and 3000.0
23,182,72,Colombia,65,74,50,64,67,60,60,62,56,40,45,61,70,68,63,63,70,25,20,7,11,8,8,7,between 3000.0 and 8000.0
23,180,72,Colombia,63,70,58,51,43,64,36,63,35,37,59,66,72,74,74,56,73,39,31,7,14,8,14,14,less than 1000.0
29,175,69,Japan,64,64,65,58,38,67,44,62,66,62,64,61,74,71,68,57,71,62,58,11,7,9,6,6,between 1000.0 and 3000.0
21,187,79,Denmark,68,76,35,20,64,62,23,50,28,22,51,62,67,68,51,63,57,70,68,15,14,6,5,5,between 3000.0 and 8000.0
33,178,73,Northern Ireland,66,66,66,64,62,63,64,65,67,66,59,67,69,74,78,62,86,13,15,10,15,6,15,13,between 3000.0 and 8000.0
22,174,70,Netherlands,57,65,52,48,53,65,41,58,47,48,60,60,65,48,70,56,71,57,55,14,14,8,7,6,between 1000.0 and 3000.0
27,189,78,Colombia,73,74,33,30,75,52,18,50,28,31,60,48,66,67,67,69,52,79,76,11,13,9,15,7,greater than 8000.0
27,186,83,Poland,65,66,59,61,55,66,45,63,58,65,65,65,71,64,75,62,72,51,44,7,9,8,6,8,between 3000.0 and 8000.0
19,181,74,Belgium,64,75,43,21,66,61,23,46,28,29,63,64,66,69,67,54,62,66,64,15,14,13,10,6,between 1000.0 and 3000.0
36,189,86,Australia,64,64,54,31,63,58,29,45,26,20,60,48,34,43,33,56,41,60,60,15,16,8,12,10,less than 1000.0
19,195,76,Belgium,68,83,45,54,62,69,45,69,52,42,69,67,68,74,64,58,52,68,71,7,12,12,9,10,between 3000.0 and 8000.0
38,183,83,Republic of Ireland,61,61,15,12,13,22,13,11,13,13,16,24,34,32,47,56,52,14,13,61,62,55,62,58,less than 1000.0
27,188,79,Scotland,61,61,40,60,60,56,56,61,40,29,45,61,67,67,69,56,55,15,19,16,10,13,15,14,between 1000.0 and 3000.0
