age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
23,188,85,Romania,65,69,46,62,64,60,58,61,50,45,51,60,69,80,61,60,67,37,30,15,6,13,8,7,between 3000.0 and 8000.0
29,177,76,Brazil,76,76,77,48,66,75,55,66,61,43,72,67,71,84,80,73,70,73,77,15,14,15,9,11,greater than 8000.0
31,188,82,New Zealand,63,63,49,32,62,55,30,50,23,32,53,52,53,44,51,56,52,63,62,11,16,9,15,10,between 3000.0 and 8000.0
33,180,78,Italy,71,71,69,60,61,74,65,68,67,65,70,75,75,81,83,66,85,70,70,13,12,10,7,8,between 3000.0 and 8000.0
33,169,65,Italy,70,70,68,67,49,68,70,74,70,70,59,73,85,82,90,67,94,22,22,3,3,3,3,3,greater than 8000.0
24,181,84,France,72,75,70,32,69,69,42,68,48,31,66,71,62,63,69,68,63,74,72,6,15,15,15,13,greater than 8000.0
18,178,73,Netherlands,62,79,48,55,46,58,53,72,52,53,56,67,84,80,73,52,65,40,49,10,11,12,12,13,less than 1000.0
21,170,71,Argentina,75,85,71,75,66,73,69,72,75,73,67,76,81,86,84,70,79,37,33,6,10,8,15,6,greater than 8000.0
25,186,80,Germany,79,82,59,65,65,84,57,76,63,46,82,79,67,52,76,82,65,82,80,6,14,16,11,7,greater than 8000.0
21,171,75,England,56,69,31,63,42,40,53,55,35,26,25,51,75,68,70,51,71,19,11,12,14,8,6,8,between 3000.0 and 8000.0
29,176,72,Brazil,76,76,63,73,56,76,68,87,61,66,58,75,74,80,79,66,75,32,44,12,16,12,11,13,greater than 8000.0
33,188,80,Saudi Arabia,62,62,19,18,13,23,19,11,17,20,24,20,46,44,33,58,51,20,13,63,59,58,61,65,between 3000.0 and 8000.0
25,186,74,Zimbabwe,64,68,55,30,62,60,32,57,36,34,55,61,68,70,70,62,58,64,64,6,14,9,8,8,between 3000.0 and 8000.0
20,173,67,Korea Republic,60,76,50,43,36,63,35,65,56,53,55,63,73,72,80,54,79,34,35,5,7,9,15,9,less than 1000.0
20,179,70,Trinidad and Tobago,60,75,49,44,44,59,43,55,46,45,57,57,69,74,66,57,75,60,58,8,10,10,8,14,between 3000.0 and 8000.0
22,188,80,England,64,70,32,29,62,58,37,51,35,36,55,50,77,82,69,54,47,64,63,7,5,6,6,9,between 1000.0 and 3000.0
