city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,510.0,4,6,4,9,accept,furnished,5300.0,greater than 6768.0
Sao Paulo,160.0,4,2,2,12,accept,furnished,1506.0,greater than 6768.0
Rio de Janeiro,35.0,1,1,0,7,accept,furnished,560.0,between 2061.75 and 3581.5
Belo Horizonte,73.0,2,1,2,1,accept,not furnished,150.0,less than 2061.75
Campinas,87.0,3,1,1,6,accept,not furnished,730.0,less than 2061.75
Sao Paulo,170.0,3,2,2,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,300.0,3,2,0,0,accept,furnished,0.0,greater than 6768.0
Belo Horizonte,80.0,3,2,2,301,accept,not furnished,750.0,between 2061.75 and 3581.5
Sao Paulo,100.0,3,2,2,7,not accept,not furnished,1400.0,between 3581.5 and 6768.0
Rio de Janeiro,100.0,3,1,0,13,accept,not furnished,1100.0,between 3581.5 and 6768.0
Sao Paulo,50.0,1,1,1,13,accept,not furnished,550.0,between 2061.75 and 3581.5
Belo Horizonte,100.0,3,1,2,2,accept,not furnished,300.0,less than 2061.75
Rio de Janeiro,40.0,2,1,0,7,accept,not furnished,335.0,less than 2061.75
Campinas,48.0,2,1,1,5,accept,not furnished,263.0,less than 2061.75
Sao Paulo,44.0,2,1,1,13,accept,not furnished,290.0,less than 2061.75
Rio de Janeiro,150.0,2,1,0,2,accept,not furnished,450.0,between 2061.75 and 3581.5
Porto Alegre,135.0,4,4,1,6,accept,furnished,1300.0,between 3581.5 and 6768.0
Sao Paulo,106.0,3,2,2,6,accept,not furnished,1400.0,greater than 6768.0
Belo Horizonte,220.0,5,4,4,4,accept,not furnished,400.0,between 2061.75 and 3581.5
Sao Paulo,50.0,1,1,1,4,accept,furnished,500.0,between 3581.5 and 6768.0
Sao Paulo,20.0,1,1,0,3,accept,furnished,602.0,between 2061.75 and 3581.5
Rio de Janeiro,30.0,1,1,0,3,accept,not furnished,314.0,less than 2061.75
Sao Paulo,60.0,2,2,1,6,accept,not furnished,650.0,between 2061.75 and 3581.5
Sao Paulo,64.0,2,2,2,4,accept,not furnished,404.0,between 2061.75 and 3581.5
Belo Horizonte,200.0,2,4,3,12,accept,not furnished,1897.0,greater than 6768.0
Belo Horizonte,330.0,5,4,2,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,90.0,2,1,0,1,not accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,350.0,4,4,3,8,accept,not furnished,2100.0,between 3581.5 and 6768.0
Sao Paulo,60.0,1,1,1,11,not accept,furnished,2357.0,greater than 6768.0
Sao Paulo,140.0,2,4,2,19,not accept,not furnished,950.0,greater than 6768.0
Belo Horizonte,55.0,2,1,0,2,not accept,not furnished,0.0,less than 2061.75
Rio de Janeiro,65.0,1,1,0,4,accept,not furnished,350.0,between 2061.75 and 3581.5
