city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,20.0,1,1,0,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Porto Alegre,75.0,3,1,1,1,accept,not furnished,360.0,less than 2061.75
Belo Horizonte,200.0,3,2,2,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,80.0,3,2,1,6,accept,not furnished,850.0,between 2061.75 and 3581.5
Sao Paulo,277.0,2,3,4,19,accept,not furnished,5295.0,greater than 6768.0
Rio de Janeiro,170.0,4,2,2,6,accept,not furnished,2420.0,greater than 6768.0
Campinas,40.0,1,2,1,7,accept,not furnished,550.0,less than 2061.75
Rio de Janeiro,300.0,4,3,2,5,not accept,furnished,2500.0,greater than 6768.0
Campinas,100.0,2,1,0,16,accept,not furnished,550.0,less than 2061.75
Sao Paulo,162.0,3,3,2,4,accept,not furnished,1756.0,greater than 6768.0
Sao Paulo,108.0,3,2,2,7,accept,not furnished,1290.0,greater than 6768.0
Sao Paulo,60.0,2,2,1,14,not accept,not furnished,460.0,between 2061.75 and 3581.5
Sao Paulo,50.0,2,1,1,5,accept,not furnished,650.0,less than 2061.75
Rio de Janeiro,56.0,2,2,0,1,not accept,furnished,610.0,between 2061.75 and 3581.5
Sao Paulo,32.0,1,1,1,14,not accept,furnished,2000.0,between 3581.5 and 6768.0
Sao Paulo,150.0,3,2,1,7,accept,furnished,1843.0,greater than 6768.0
Campinas,71.0,1,1,1,9,not accept,not furnished,486.0,less than 2061.75
Rio de Janeiro,57.0,1,1,0,2,accept,not furnished,200.0,less than 2061.75
Sao Paulo,90.0,2,1,2,0,accept,not furnished,0.0,less than 2061.75
Porto Alegre,59.0,2,2,1,2,accept,not furnished,490.0,less than 2061.75
Sao Paulo,230.0,3,4,3,2,accept,not furnished,3700.0,greater than 6768.0
Sao Paulo,138.0,3,3,2,11,accept,not furnished,960.0,between 3581.5 and 6768.0
Sao Paulo,37.0,1,1,1,4,accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,140.0,3,3,1,2,accept,furnished,1100.0,between 3581.5 and 6768.0
Sao Paulo,159.0,2,2,1,8,accept,furnished,1236.0,between 3581.5 and 6768.0
Porto Alegre,53.0,1,1,0,2,accept,furnished,240.0,less than 2061.75
Sao Paulo,180.0,2,2,1,12,accept,not furnished,3400.0,greater than 6768.0
Sao Paulo,68.0,2,2,1,18,accept,not furnished,640.0,between 3581.5 and 6768.0
Sao Paulo,92.0,2,1,1,11,not accept,not furnished,0.0,greater than 6768.0
Sao Paulo,127.0,2,2,3,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,30.0,1,1,1,3,accept,furnished,700.0,between 3581.5 and 6768.0
Porto Alegre,87.0,2,1,1,6,accept,furnished,300.0,less than 2061.75
