Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
ATL,NL,1967.5278,670.45526,86.45523,0.31201082,0.38659236,0.2483619,0.003160864,161.99974,less than 652.0
TEX,NL,2012.1058,721.1801,95.36693,0.32626113,0.4564031,0.27045894,1.0031716,162.0023,greater than 775.0
LAD,NL,2004.6257,768.1904,79.49228,0.32440624,0.405767,0.2545265,-0.00015896122,161.99844,greater than 775.0
BOS,AL,2007.6372,837.88837,84.0842,0.34071,0.44206506,0.2626179,0.003191099,161.99281,greater than 775.0
NYM,NL,2015.3315,829.26886,99.340096,0.3427583,0.48947594,0.27666935,1.0025365,160.97307,greater than 775.0
ARI,NL,1976.7091,633.1235,79.75826,0.3219115,0.3783482,0.25099462,0.0006003479,161.99597,between 652.0 and 711.0
BOS,AL,2000.0833,660.7488,86.922775,0.31388402,0.41330436,0.25920686,-0.0005022791,161.99988,between 711.0 and 775.0
SFG,NL,1994.1123,782.1386,82.1902,0.3235022,0.44891307,0.2577784,-0.00054256426,162.02898,between 711.0 and 775.0
LAD,NL,2007.5289,690.86487,80.98885,0.31510618,0.37250495,0.25693938,-0.0004557757,161.99539,less than 652.0
LAD,NL,1993.7675,628.0487,92.59001,0.339716,0.43657786,0.2749875,-0.0038068518,162.69888,between 711.0 and 775.0
LAD,NL,1959.9961,584.96246,78.994,0.3069913,0.3428953,0.24534506,-0.0006077013,164.02853,less than 652.0
SDP,NL,2015.9967,687.31805,89.94528,0.3284783,0.44414324,0.24843456,-0.00018360966,163.02504,greater than 775.0
TEX,NL,1990.4381,744.63947,91.25272,0.33765915,0.41169223,0.263017,-0.00036255282,160.99799,between 711.0 and 775.0
NYM,NL,1989.5894,669.1626,104.860695,0.34047282,0.42545834,0.27212703,0.92227846,162.0102,between 711.0 and 775.0
SDP,NL,1962.8179,732.13293,96.42788,0.3393199,0.43908525,0.27914733,0.00016241765,161.67706,greater than 775.0
SDP,NL,1971.4408,585.41797,99.65997,0.32645342,0.3761129,0.25531173,0.9215388,164.97244,between 652.0 and 711.0
