Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
BOS,AL,1975.5409,626.39526,77.677505,0.31045738,0.34759218,0.25171927,0.0010149141,162.00758,less than 652.0
SFG,NL,1989.8341,663.1616,88.75972,0.32565406,0.4251827,0.26793104,-6.434748e-05,161.99937,between 711.0 and 775.0
FLA,NL,1963.2332,796.1745,68.235565,0.3165767,0.39753357,0.25691807,0.0002108248,161.00217,between 652.0 and 711.0
BAL,AL,2008.827,846.3608,69.39408,0.35700864,0.4111844,0.28237423,-0.001121026,161.99702,between 711.0 and 775.0
COL,NL,1974.7689,826.06036,65.572235,0.32599068,0.39126647,0.25599676,-0.0009124818,162.0059,between 652.0 and 711.0
CAL,NL,1980.4437,564.3323,84.14549,0.30702662,0.3616,0.24047433,-0.00069476874,161.99944,less than 652.0
LAA,NL,1996.0378,780.07275,59.07428,0.3099214,0.36321044,0.2519934,-0.0005269613,161.99472,less than 652.0
PIT,NL,1997.3026,870.2056,79.76755,0.3274831,0.384183,0.2555126,-0.0012357562,161.99878,between 711.0 and 775.0
SFG,NL,2003.7445,805.8936,85.24799,0.34360275,0.426746,0.27752113,-0.0016260428,161.9988,greater than 775.0
BOS,AL,1969.7916,545.8252,95.67841,0.31840047,0.3963258,0.26243436,1.0010793,162.57562,between 652.0 and 711.0
CIN,NL,1990.5597,735.28107,77.15897,0.33050144,0.38511533,0.25791082,0.0002445458,162.00221,between 652.0 and 711.0
SDP,NL,1966.4303,672.3477,86.365944,0.30791834,0.4040394,0.25077552,0.0020589859,162.00429,between 652.0 and 711.0
SFG,NL,1997.2351,747.4479,77.89763,0.33326,0.40403196,0.26293147,0.000565666,162.0008,between 711.0 and 775.0
FLA,NL,1968.8307,639.0862,73.21003,0.30091918,0.35057306,0.24184,-0.0005117664,160.97095,less than 652.0
DET,AL,2002.6299,793.2358,83.063515,0.34600753,0.4415229,0.26825243,0.00021416639,162.00044,greater than 775.0
MON,NL,1991.1244,658.8803,77.936646,0.32016462,0.36378178,0.2546693,-0.0002695549,162.00127,less than 652.0
CHW,AL,1998.972,737.96313,97.222305,0.34876138,0.47003567,0.28347135,1.0047327,162.00952,greater than 775.0
MIL,NL,1992.1556,789.9047,95.61532,0.32640055,0.43375042,0.259553,1.0049441,161.99713,greater than 775.0
PHI,NL,1964.968,652.7077,80.439285,0.30884916,0.37689137,0.2565276,-0.0029568025,161.01431,between 652.0 and 711.0
CHC,NL,2006.2682,779.03424,64.11847,0.32582784,0.37685418,0.26223665,0.0010487624,162.00452,between 652.0 and 711.0
BAL,AL,1982.0757,643.5087,79.34498,0.3174582,0.38463125,0.2568395,-0.001084558,161.99997,between 652.0 and 711.0
LAA,NL,2009.0132,717.89154,87.93614,0.34090614,0.403085,0.26251155,1.0051177,162.00237,between 711.0 and 775.0
ANA,AL,1969.2881,839.1661,85.974754,0.36432806,0.43419966,0.2863164,-0.0008063857,162.0016,greater than 775.0
BOS,AL,2004.5867,719.3017,91.558876,0.34085745,0.4190136,0.2750398,1.0030152,161.99815,greater than 775.0
SEA,AL,1970.664,766.5771,68.84995,0.32184047,0.3523806,0.24711484,0.0008832873,161.99817,less than 652.0
BAL,AL,1971.6068,709.244,82.50601,0.3304574,0.40945044,0.26076272,-0.0015731372,162.00432,between 711.0 and 775.0
