Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
ANA,AL,1964.8516,619.3738,88.08039,0.33854213,0.42045844,0.2722871,0.0031044688,162.00035,between 711.0 and 775.0
COL,NL,1962.7034,548.2901,99.46904,0.31796992,0.3563391,0.23495996,1.1313168,162.00084,between 652.0 and 711.0
ATL,NL,1993.2576,709.81586,79.00345,0.33241266,0.38958734,0.26239166,0.00081762497,162.00243,between 711.0 and 775.0
PHI,NL,1968.8466,746.39716,70.105965,0.3111583,0.34927207,0.25305343,0.00075390225,163.07054,less than 652.0
HOU,NL,1987.5648,684.02783,92.904366,0.3353992,0.40907815,0.2588196,0.0006193835,162.00093,between 711.0 and 775.0
SDP,NL,1962.1786,643.1779,75.93938,0.30334672,0.3355499,0.2349935,-4.36931e-05,162.0017,less than 652.0
CAL,NL,1986.1157,597.6186,88.13307,0.3246578,0.37434286,0.24694295,0.0004831754,162.0021,between 652.0 and 711.0
CAL,AL,1990.4736,696.8324,80.062164,0.3405533,0.41567317,0.27282748,0.00072474417,162.00842,between 711.0 and 775.0
MIL,AL,1987.7682,823.54926,68.68738,0.32712856,0.39917952,0.2630124,0.0007233148,160.99171,between 711.0 and 775.0
HOU,NL,1974.2214,678.65454,89.792366,0.321781,0.37171045,0.24507183,1.0004761,162.99677,less than 652.0
PIT,NL,1982.1691,718.54004,72.40837,0.32690087,0.41363126,0.26851124,0.00043799612,161.99954,between 711.0 and 775.0
BAL,AL,1998.0458,580.2424,77.723434,0.29068413,0.33542356,0.234211,-0.0010047872,162.00195,less than 652.0
CLE,NL,1992.227,704.3283,87.363174,0.3352318,0.40039814,0.27153745,0.0017063437,162.00055,between 711.0 and 775.0
CLE,AL,1978.6415,731.7028,85.92056,0.3291088,0.3927855,0.26122487,0.00015987517,162.00052,between 652.0 and 711.0
BOS,AL,1997.4623,754.5334,86.830414,0.353999,0.45488834,0.27737445,0.00091064186,162.00706,greater than 775.0
KCR,AL,1978.1625,705.32947,69.37188,0.31324777,0.35954535,0.2535089,-0.00014160277,161.99564,less than 652.0
CLE,NL,1990.3912,733.4744,84.99374,0.34325114,0.42155552,0.26488945,0.00055137963,161.99962,between 711.0 and 775.0
HOU,NL,1985.6514,764.1463,85.37266,0.331193,0.39459953,0.26031873,-0.0020594648,162.00278,between 711.0 and 775.0
BAL,NL,1996.7979,790.28705,67.166985,0.31610894,0.3535148,0.24880497,0.00087265193,161.9971,less than 652.0
NYY,NL,1999.2369,898.0159,78.21391,0.3336171,0.45440915,0.27592012,0.0014306223,162.00027,greater than 775.0
PIT,NL,1992.9539,565.27386,74.30459,0.31497994,0.3877406,0.2496446,0.0005817177,162.00691,between 652.0 and 711.0
ANA,AL,1999.6166,583.5972,75.246,0.298968,0.3374585,0.24250963,0.0022273567,162.00597,less than 652.0
CHC,NL,1981.5487,669.99884,91.57402,0.32901397,0.4212395,0.26106715,0.0012493192,162.00229,between 711.0 and 775.0
LAA,AL,1989.6929,711.9484,91.1398,0.34247947,0.41602522,0.26328608,0.0010040684,162.00278,between 711.0 and 775.0
STL,NL,1999.4866,859.2735,87.33809,0.3443145,0.44797465,0.27337137,0.0012190288,162.00348,greater than 775.0
FLA,AL,1989.992,821.3559,62.290565,0.33502373,0.37005538,0.253596,0.00093458,162.00484,between 652.0 and 711.0
LAA,NL,1948.8373,611.4179,73.69719,0.32046616,0.331696,0.25772837,0.0003012959,161.5262,less than 652.0
CHC,NL,2004.6998,622.9159,96.772766,0.36552995,0.426737,0.27729347,1.2330865,162.00755,between 711.0 and 775.0
TEX,NL,2008.1466,563.67334,79.57987,0.31739056,0.37368092,0.27514896,0.0007864904,162.00545,between 652.0 and 711.0
TOR,AL,2006.6345,672.8822,80.34167,0.32296228,0.38179103,0.25336933,0.0006729306,162.00052,less than 652.0
PHI,NL,2009.6786,761.1,90.52809,0.3320322,0.42976367,0.26707858,0.0001763626,162.00327,between 711.0 and 775.0
ATL,AL,1966.1052,535.34894,92.59033,0.3113039,0.35048306,0.24153344,1.0576154,162.57893,less than 652.0
STL,NL,1977.5557,768.0595,79.650986,0.32093075,0.40213093,0.25063553,0.0029388717,162.00024,between 652.0 and 711.0
DET,AL,1966.5939,576.4999,67.400536,0.30617684,0.3318246,0.23798941,0.00053669297,162.00058,less than 652.0
CHW,AL,1999.5712,664.6562,69.62153,0.31546846,0.35526362,0.24624172,7.873293e-05,161.01318,less than 652.0
DET,NL,1981.2322,640.9252,84.99006,0.33517167,0.37915513,0.26059815,0.00020696671,162.00186,between 652.0 and 711.0
STL,NL,1962.9277,477.14972,91.377426,0.29740733,0.36128372,0.22627614,1.3481414,162.00749,less than 652.0
PIT,NL,1977.197,461.00693,89.97114,0.29464653,0.3508235,0.23942943,0.856431,163.00012,less than 652.0
ATL,AL,1975.8934,600.5067,92.84115,0.32124868,0.40606725,0.25073335,0.0020502862,161.9961,between 652.0 and 711.0
TBD,NL,1977.8341,668.5276,81.16063,0.32329503,0.39190987,0.2525858,0.0019421249,162.00127,between 652.0 and 711.0
SDP,AL,1964.726,604.8435,84.41518,0.30315292,0.41548198,0.2576726,6.906976e-05,162.00223,less than 652.0
NYM,NL,1997.412,836.03467,59.744324,0.3209796,0.38766062,0.2555636,0.00071557023,161.99945,between 711.0 and 775.0
FLA,AL,1990.2786,836.3463,67.39507,0.32792178,0.40580714,0.25181276,0.00069291156,161.99693,between 711.0 and 775.0
DET,NL,2003.7593,705.01373,81.522316,0.33512864,0.3940467,0.26232058,0.002048713,162.00233,between 711.0 and 775.0
CLE,AL,1987.344,880.13965,80.61935,0.33978665,0.45672518,0.2845124,0.0008706292,162.00124,greater than 775.0
MON,AL,2011.9808,637.4654,78.00703,0.32092923,0.37615487,0.25558817,0.00085338973,160.96593,between 652.0 and 711.0
NYM,AL,1976.3446,800.50116,73.22752,0.34101728,0.36784267,0.27521136,-2.3696513e-05,162.00494,between 652.0 and 711.0
PHI,NL,2008.8662,610.7632,89.96822,0.3266429,0.41246912,0.2673563,1.001219,162.00677,between 711.0 and 775.0
ANA,AL,1974.6962,612.57214,93.48954,0.3384346,0.36762792,0.24226527,1.2329352,162.00075,between 711.0 and 775.0
MON,NL,1983.4132,572.6727,85.28998,0.31354228,0.36035427,0.23627673,0.00056768337,161.99976,between 652.0 and 711.0
NYY,NL,1996.2485,748.8019,80.74096,0.31961557,0.44278407,0.25432566,0.00091929326,162.00731,between 711.0 and 775.0
NYM,NL,1994.1973,772.15356,74.613495,0.3277835,0.41065732,0.25378188,0.00037312962,162.00209,between 652.0 and 711.0
MIN,NL,2000.7063,825.335,75.044044,0.33824143,0.40441513,0.2610948,0.000389399,161.9964,between 711.0 and 775.0
CHC,AL,2002.2622,795.3801,78.823715,0.34411427,0.42363918,0.2671618,0.00012187724,161.99983,between 711.0 and 775.0
TOR,AL,2007.1958,746.3922,70.92565,0.30826917,0.4081739,0.2601597,0.0002613889,162.00287,less than 652.0
TEX,AL,2008.6884,827.8788,59.253906,0.32262006,0.39551032,0.25270888,0.0009225841,161.99782,between 711.0 and 775.0
STL,NL,1997.8514,742.8235,71.90743,0.3236961,0.40731812,0.25433052,0.0006063513,162.00125,between 711.0 and 775.0
NYY,NL,1991.0056,841.8583,64.35519,0.33065733,0.39745963,0.2616392,-0.0016454811,161.99817,between 711.0 and 775.0
STL,NL,2002.4264,868.71674,68.87603,0.34449422,0.44289145,0.26905307,0.00027108373,162.00085,between 711.0 and 775.0
CHW,NL,1991.8077,695.15247,83.789536,0.3274615,0.39751238,0.26636347,0.0013918374,162.00116,between 711.0 and 775.0
FLA,AL,1996.3723,958.73694,68.81726,0.34726107,0.4103914,0.27048495,1.8618739e-05,162.0003,between 711.0 and 775.0
KCR,NL,1963.8667,567.0244,75.73909,0.29281706,0.33658674,0.2570788,0.00047560816,162.00577,less than 652.0
COL,NL,1987.4542,718.5773,91.27558,0.34594032,0.42520192,0.27751714,0.9978906,162.00029,between 711.0 and 775.0
ATL,AL,2000.8684,656.883,92.783806,0.34002113,0.4529254,0.2753013,0.768078,161.99959,greater than 775.0
