Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
LAD,NL,1990.6414,619.95026,95.74514,0.34857595,0.44951499,0.26557443,1.0095558,161.99512,greater than 775.0
ATL,AL,1988.2933,751.82263,73.65516,0.30805448,0.4122103,0.2624274,0.00019225595,162.00198,between 652.0 and 711.0
WSA,AL,1974.7808,625.1387,88.215355,0.33126423,0.41685668,0.26648086,-0.0007742258,162.00258,between 711.0 and 775.0
MIL,NL,1964.7546,638.6003,60.169147,0.2803926,0.318188,0.25280026,0.0003993872,162.00044,less than 652.0
MIL,AL,1972.3898,705.36847,92.61168,0.3272638,0.39336836,0.26740876,0.99770314,161.99841,between 711.0 and 775.0
MIL,NL,1984.5289,606.8019,88.9682,0.32954514,0.40917456,0.27441218,-0.00020055508,162.7105,between 652.0 and 711.0
CHC,AL,2000.162,555.28326,100.60383,0.34322706,0.43852884,0.270135,0.9986985,162.00043,greater than 775.0
ATL,NL,1996.986,774.83057,83.936134,0.34074783,0.4338634,0.27337635,-0.00087437633,162.01741,between 711.0 and 775.0
SDP,AL,1974.7692,506.5074,90.00857,0.30823028,0.3782784,0.25625798,-0.002077518,162.00072,between 652.0 and 711.0
ATL,AL,1977.0392,456.7214,95.4391,0.30670664,0.3809291,0.26084536,0.9991402,162.97331,less than 652.0
CHW,AL,2008.2858,634.2648,100.41574,0.3669839,0.4615503,0.27564272,0.99876374,161.99893,greater than 775.0
BOS,AL,2006.4819,777.1237,69.29988,0.3177774,0.4009133,0.25671104,0.00042027666,162.00368,between 711.0 and 775.0
DET,NL,1987.6469,618.67804,99.29491,0.33531904,0.45493147,0.27766648,0.9999085,162.0016,between 711.0 and 775.0
TOR,NL,1966.2042,732.0424,78.887856,0.3321871,0.38597,0.25662458,-0.00065678067,160.994,between 711.0 and 775.0
OAK,AL,1978.8824,709.24756,81.33588,0.31656417,0.39810908,0.25908068,-0.00059406785,161.99846,between 711.0 and 775.0
TOR,AL,1980.7494,735.6939,95.909645,0.34886277,0.41997197,0.2775211,0.99029857,161.98999,greater than 775.0
ATL,AL,1977.3612,763.6504,80.32558,0.33683884,0.43958429,0.26980132,-0.000619805,162.95409,greater than 775.0
KCA,AL,1976.7775,635.51636,79.29182,0.32225314,0.413113,0.25841495,1.0024303,160.97859,between 711.0 and 775.0
NYY,AL,1967.2828,611.7596,100.82202,0.349754,0.42862025,0.27832597,1.0092479,162.00977,greater than 775.0
OAK,AL,1991.9647,739.05066,69.530136,0.32370186,0.3721223,0.24061844,0.0018732845,162.88002,less than 652.0
MIL,AL,2009.7332,563.4332,90.304054,0.3353432,0.43607286,0.26204878,1.0093886,162.00491,between 711.0 and 775.0
BOS,AL,1974.9971,747.35046,90.19593,0.34328315,0.40829608,0.27095217,0.9999165,161.99916,between 711.0 and 775.0
TEX,AL,2007.1641,722.9269,66.56719,0.31111842,0.36020002,0.23941037,-0.00096221577,160.96466,between 711.0 and 775.0
KCA,AL,2000.0865,785.0101,74.9431,0.3280341,0.4025463,0.25573793,-0.0016890806,161.9984,between 711.0 and 775.0
OAK,NL,1974.2174,990.4423,56.95527,0.36032563,0.3920505,0.25631025,-0.00045466796,162.00087,greater than 775.0
SDP,AL,1973.4777,854.69476,49.559986,0.31069967,0.34935233,0.23102775,0.0017783412,162.00533,less than 652.0
LAD,AL,1975.4482,659.8675,97.27395,0.33872315,0.36818376,0.26309735,0.99862105,161.99779,between 652.0 and 711.0
SFG,AL,1997.466,780.7035,71.95162,0.33292678,0.4124402,0.26957455,0.00094468764,162.00378,between 711.0 and 775.0
BAL,AL,1966.8156,878.0705,64.21119,0.29720333,0.37735713,0.245869,-0.0021077956,161.99968,less than 652.0
TEX,NL,1999.2981,738.8798,80.01453,0.31994492,0.41522563,0.24990578,-0.00090840086,161.89122,between 711.0 and 775.0
CHW,AL,2004.7582,884.2951,77.15177,0.31184807,0.4004366,0.2605991,0.00064226484,161.99751,between 711.0 and 775.0
MIL,AL,1988.7753,649.5945,87.49553,0.33770624,0.41547155,0.25478452,0.99743766,162.00136,between 711.0 and 775.0
