frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
771.44916,13.593793,0.05244148,39.48501,0.023278173,greater than 129.9955
1842.8727,9.989496,0.10202222,71.53018,0.0069153626,between 125.721 and 129.9955
745.94867,0.119868495,0.15114065,31.695234,0.0013376419,between 120.191 and 125.721
3357.3667,7.414624,0.22794545,39.680614,0.012069011,less than 120.191
859.48615,15.720053,0.22817148,39.518658,-0.0292941,between 120.191 and 125.721
3104.0735,7.865124,0.10129991,72.03728,0.008808051,between 120.191 and 125.721
671.769,0.03932705,0.23003565,39.690166,0.002298041,greater than 129.9955
270.23727,2.6932938,0.30417386,39.565235,0.004549327,between 120.191 and 125.721
2363.192,10.27838,0.15410723,55.594334,0.011518455,between 125.721 and 129.9955
2360.6206,7.1630425,0.102537274,55.479057,0.0060074367,greater than 129.9955
2987.206,0.11344239,0.30453533,39.519344,0.003221807,between 120.191 and 125.721
2480.8008,7.503368,0.22716497,39.624096,0.013263889,between 120.191 and 125.721
2335.8862,5.830699,0.100283034,71.41014,0.0050850674,greater than 129.9955
2376.5984,7.4438024,0.22937481,55.403862,0.006039019,between 120.191 and 125.721
1913.1526,7.3653865,0.22744511,39.578808,0.0136140855,between 120.191 and 125.721
2439.5352,3.0647972,0.025052765,71.324905,0.0016151448,greater than 129.9955
