frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
3712.1125,1.3659812,0.23029761,55.711105,0.0028343564,between 120.191 and 125.721
403.59695,0.017310977,0.2294712,71.6322,0.0021332284,between 120.191 and 125.721
722.19476,2.8649068,0.15301795,39.520782,0.003198496,between 125.721 and 129.9955
2030.8325,-0.067344874,0.15094732,31.596783,0.0019392499,between 120.191 and 125.721
1041.0485,1.8729293,0.22727846,71.48345,0.0028564942,between 125.721 and 129.9955
2476.5024,-0.1504578,0.3057148,71.477905,0.0025797081,between 120.191 and 125.721
1148.146,-0.24058235,0.30525196,71.27566,0.0026169063,between 120.191 and 125.721
407.4064,2.9970806,0.22920261,71.50891,0.00347157,between 125.721 and 129.9955
1546.5516,2.9116368,0.30695507,39.778877,0.0048918496,less than 120.191
810.44977,-0.06502101,0.052308798,71.4623,0.000759045,between 125.721 and 129.9955
3289.6577,2.6230557,0.22731248,71.33664,0.0029855599,between 125.721 and 129.9955
3004.0452,-0.04877784,0.05161574,55.733284,0.0007572512,greater than 129.9955
2551.0422,13.54836,0.15054752,55.715363,0.05982135,less than 120.191
4951.352,7.2966022,0.22907843,71.44112,0.011305232,less than 120.191
2030.3179,7.1380997,0.15268798,55.669193,0.007952015,greater than 129.9955
1296.1033,0.036425613,0.23205265,71.34039,0.002204422,between 125.721 and 129.9955
696.4932,1.2973858,0.15331917,39.626,0.0021349178,between 125.721 and 129.9955
1332.9838,1.9090055,0.22874515,31.698364,0.0037064166,between 120.191 and 125.721
4976.066,0.050527018,0.10187455,71.20648,-0.00033507272,greater than 129.9955
4808.9326,1.9293259,0.22772479,55.64402,0.0031232277,between 120.191 and 125.721
3371.4922,3.704139,0.15333557,71.49197,0.003019476,between 125.721 and 129.9955
1893.0215,15.995279,0.051947776,71.48123,0.029789811,between 120.191 and 125.721
3281.1775,0.0749431,0.102833375,39.8303,0.001555838,between 125.721 and 129.9955
10045.18,-0.03638822,0.051011264,71.157845,0.00081672537,between 120.191 and 125.721
1653.2456,4.636782,0.025135959,71.54768,0.00080121134,greater than 129.9955
2074.625,0.026775576,0.22774869,71.63188,0.001344863,between 125.721 and 129.9955
6234.215,10.093742,0.15317757,32.11942,0.025767552,less than 120.191
3221.9038,3.0645242,0.3048294,71.3147,0.0042683226,between 120.191 and 125.721
2006.2625,7.1121073,0.15293182,55.65651,0.007843979,between 125.721 and 129.9955
5055.5684,0.04079445,0.10314863,71.537155,0.0014707793,between 125.721 and 129.9955
4002.0034,0.01123096,0.30263016,71.44769,0.0025970303,between 120.191 and 125.721
2520.6228,-0.049922395,0.2279155,71.33782,0.0021702882,between 125.721 and 129.9955
1217.8175,2.9614666,0.10193261,39.688717,0.0024289084,between 125.721 and 129.9955
323.8544,0.0323189,0.15507858,71.41502,0.0012772006,between 125.721 and 129.9955
6110.3613,0.008259451,0.30101544,71.32333,0.0026471002,less than 120.191
612.3683,11.722884,0.051103417,55.809883,0.01618119,between 125.721 and 129.9955
2542.5293,-0.016834563,0.024381017,55.51422,0.00041083182,between 125.721 and 129.9955
5046.502,2.9540744,0.15254135,71.189476,0.002664314,between 120.191 and 125.721
1597.9161,11.805986,0.10158331,39.80982,0.035195883,between 120.191 and 125.721
882.2382,7.2387605,0.15266074,55.708996,0.008886583,between 120.191 and 125.721
5150.458,7.7565103,0.15144618,71.53839,0.008913013,less than 120.191
1168.2476,-0.00570748,0.050855268,71.28784,0.00077291264,between 125.721 and 129.9955
