frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
217.62325,15.832529,0.10083487,39.682247,0.043707542,greater than 129.9955
3729.123,-0.039917994,0.101760365,39.56261,0.0014360482,greater than 129.9955
2554.331,3.2256155,0.10140264,71.34989,0.0018133201,greater than 129.9955
379.76614,-0.034084357,0.22798143,39.614765,0.0024837533,greater than 129.9955
1604.8187,-0.07314347,0.102169655,55.47614,0.0012607222,greater than 129.9955
2083.7937,-0.05309508,0.22808897,31.67788,0.0027594802,between 120.191 and 125.721
3160.9668,-0.024406955,0.2289341,71.27846,0.0021064803,between 120.191 and 125.721
3165.7576,-0.053523563,0.23060875,39.634827,0.0025701069,greater than 129.9955
261.782,0.057800654,0.30547056,39.252083,0.0031993345,between 120.191 and 125.721
1891.0973,0.105099596,0.30536026,31.44962,0.0034011777,between 120.191 and 125.721
1060.6472,-0.031194977,0.15150838,39.468063,0.0019407984,between 120.191 and 125.721
986.2691,2.7609735,0.10305191,39.762985,0.002224057,greater than 129.9955
4743.164,0.007957226,0.22941376,39.612347,0.0025666035,between 125.721 and 129.9955
1499.7987,-0.025221493,0.229659,39.570377,0.0026108215,greater than 129.9955
949.299,17.030443,0.025414998,39.48154,0.01902135,between 125.721 and 129.9955
932.03784,-0.031101508,0.30449763,39.56584,0.003078808,greater than 129.9955
735.75287,-0.08317381,0.15204751,31.359703,0.0020071855,between 125.721 and 129.9955
4154.271,8.518189,0.10213322,39.461826,0.01161422,less than 120.191
1615.9486,-0.08679509,0.10257689,39.57218,0.0014147917,between 125.721 and 129.9955
356.8228,0.07816465,0.30310848,31.446316,0.003335217,greater than 129.9955
838.6641,0.0041203573,0.052603114,71.54583,0.0008993106,less than 120.191
3144.5828,2.0052993,0.22776216,39.233955,0.0035440768,between 125.721 and 129.9955
1084.7559,17.629656,0.1019746,39.668118,0.05254829,greater than 129.9955
1581.655,0.0061204173,0.2271646,39.51163,0.0025064154,between 125.721 and 129.9955
1304.7944,0.030706719,0.050037846,39.694767,0.00087993155,between 125.721 and 129.9955
1591.7644,-0.0068430826,0.22664465,39.56152,0.0024417834,between 125.721 and 129.9955
6632.823,12.600081,0.10255956,71.22192,0.03920589,greater than 129.9955
629.856,0.024490505,0.049106576,39.19136,0.00078581594,greater than 129.9955
1184.7665,0.04051229,0.05127573,31.722881,0.0009131169,greater than 129.9955
2000.1074,-0.0069869347,0.049832318,31.772297,0.0008679579,greater than 129.9955
1299.6311,16.340189,0.10346828,39.50528,0.055438094,between 125.721 and 129.9955
748.6995,12.466725,0.049420796,71.75056,0.01739015,between 120.191 and 125.721
6030.5635,7.206843,0.10146053,39.633575,0.0065518916,between 120.191 and 125.721
361.5834,8.488031,0.15204705,39.558876,0.013769422,between 125.721 and 129.9955
309.52023,2.7105803,0.22923413,39.553455,0.0038895817,between 125.721 and 129.9955
2364.463,0.036770687,0.15160042,39.602604,0.0018986628,between 120.191 and 125.721
9903.027,0.038119916,0.050105505,39.506573,0.00081450964,between 125.721 and 129.9955
216.9762,0.03423165,0.22966418,39.307625,0.002573977,greater than 129.9955
183.40013,-0.017642722,0.22871028,71.12807,0.0022473054,between 125.721 and 129.9955
210.7295,0.028001342,0.050180156,39.466858,0.00070939335,greater than 129.9955
1294.3096,15.206788,0.10020019,71.15855,0.041916363,greater than 129.9955
2530.3794,12.372157,0.15149026,39.475723,0.057564344,less than 120.191
1022.4378,15.813803,0.04960018,39.699726,0.028591907,greater than 129.9955
2000.2953,-0.03325272,0.15547064,39.61638,0.0019237295,between 125.721 and 129.9955
151.653,9.241397,0.10150128,39.46435,0.013972834,between 125.721 and 129.9955
6317.621,3.2414143,0.23041311,39.59124,0.0044853548,between 120.191 and 125.721
710.5241,3.1244576,0.3051779,71.55577,0.0044322656,greater than 129.9955
3210.2976,6.1117144,0.101942934,39.438847,0.0046880827,less than 120.191
2731.419,0.003647386,0.30725926,39.53685,0.0032404866,less than 120.191
2006.2299,-0.017031882,0.2271552,39.627266,0.0025384694,greater than 129.9955
2626.1238,0.03042758,0.22998922,39.65584,0.002209933,between 120.191 and 125.721
2129.3132,2.3832524,0.22967733,39.478497,0.003937652,between 120.191 and 125.721
343.50287,17.553782,0.10163797,31.84064,0.06314557,between 120.191 and 125.721
178.8493,5.2241,0.22843274,39.631817,0.0056038005,between 120.191 and 125.721
2448.686,0.04653962,0.3013472,39.689415,0.0026155405,less than 120.191
1066.2454,7.18695,0.050501786,71.44537,0.002708346,greater than 129.9955
2219.327,17.616663,0.024449965,39.43313,0.016984627,between 120.191 and 125.721
186.51541,0.029302707,0.04976061,39.470734,0.00073023094,greater than 129.9955
3191.6453,3.1624036,0.102300696,39.52887,0.0022939898,greater than 129.9955
2613.6638,0.0016741911,0.22838986,71.48698,0.0021267245,between 120.191 and 125.721
831.71655,-0.007632261,0.05182306,39.529274,0.00089898746,between 120.191 and 125.721
1822.023,14.064966,0.024065154,39.53828,0.014386047,between 120.191 and 125.721
4283.9673,-0.061534423,0.2280129,31.793339,0.0026240558,between 125.721 and 129.9955
1286.0038,4.197763,0.09997132,39.565533,0.002438438,between 125.721 and 129.9955
