frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
5648.937749861164,0.9983976136455499,0.21919059945300962,66.51860169779019,0.04279315373817873,less than 120.191
10924.379604450847,8.17934946867714,0.24596054959124514,39.13315155182832,0.02490728567391862,less than 120.191
8021.851105457434,18.713626684432406,0.03944115247685036,60.1064469876151,0.013723002097359698,less than 120.191
4399.245548661504,12.83374886489257,0.26297972319710994,63.25520327265797,0.022793946440117594,less than 120.191
3784.374895528229,15.551657599392609,0.08732492629817055,53.663528254468076,0.0008611121196710022,greater than 129.9955
7397.840345943661,5.898145159670369,0.09766646510300742,48.06529143562657,0.03191834553168772,less than 120.191
2355.8862585299207,2.2159239110691145,0.1495564871167555,44.31693309340816,0.039894458351921756,less than 120.191
9040.70619483631,7.468251585054865,0.06419335669286097,48.74117159912114,0.051912272830027924,less than 120.191
5773.946831716993,16.253457087424003,0.28323677093560995,40.236185990911935,0.02294000665336073,less than 120.191
10518.20208261,20.173115881006787,0.27790583943970393,67.7607067598901,0.013925743386135435,less than 120.191
5893.136361944938,12.073926310194599,0.20247878089756152,63.927287416855236,0.0288278186381903,less than 120.191
2030.5440697623744,3.9635069957654125,0.208411149076541,47.14118212448666,0.02215506045755795,less than 120.191
5984.950202867182,3.118281281655492,0.2712635223479806,35.73021514834008,0.0047875166789822544,less than 120.191
10120.511840989073,5.475051388686675,0.04709427500128196,34.801760021385505,0.03531704005844807,less than 120.191
1632.4972080533523,9.083139912641007,0.28963292766643994,68.77545623406787,0.03984228861673631,less than 120.191
9710.819877128795,7.375751498898363,0.3026713644268907,49.168565231734846,0.03442487133672813,less than 120.191
2554.8800737979454,3.0920876319640973,0.07973000898493576,38.109872923714484,0.03471154495922238,less than 120.191
4904.519684705122,4.946984742751022,0.2781992424150171,69.5047881461729,0.032564575264661715,less than 120.191
8802.748350101298,19.519182500919957,0.28343260106838425,63.643820200131664,0.0011454391540699344,less than 120.191
6159.690053924762,0.15370082966068394,0.24620824514699274,62.56891771255228,0.010074793970468102,less than 120.191
694.1952692049452,18.462685288191977,0.11637478586754373,69.56755845883963,0.02950390999739269,between 125.721 and 129.9955
2798.712362113315,7.505591128389959,0.20310550354510323,62.32140872000349,0.01429995014776706,less than 120.191
5937.460861226546,10.616203802916036,0.05784040536706846,42.93132633169797,0.0010066012656515964,between 125.721 and 129.9955
2180.859205365539,7.603273540539101,0.1319224673454853,61.310060015255736,0.03844969278656239,less than 120.191
4674.659519603478,9.28367348293464,0.18066924607665139,54.557329186503715,0.0349117539724179,less than 120.191
6268.431038935487,16.988104553257465,0.22794545295453736,46.25174799997461,0.002447112193852912,less than 120.191
10437.942749578919,4.7028703975865565,0.15786978191389475,52.94034479661686,0.011111559128790707,less than 120.191
8722.518365912038,9.947020604982454,0.13934293142133866,55.34383755499108,0.015744688701811952,less than 120.191
10637.684779306686,2.5827231045404573,0.14036532760048967,40.33384881241736,0.016420651650674797,less than 120.191
7351.545632436377,0.7191087817418303,0.21060510376296976,59.556695199975586,0.03948931858125307,less than 120.191
8772.805458807208,4.545826861777142,0.23601997678654252,65.05693551267055,0.018961431399932043,less than 120.191
8202.627545626796,12.607177673913968,0.1441705077586948,37.77710657949661,0.012971772714991614,less than 120.191
9682.465353082334,19.243152387635934,0.07708226391827862,34.56664524882345,0.048507266453148914,less than 120.191
1472.5965493854053,10.949797206604117,0.03476318763343233,46.23661249812252,0.026600937021417807,greater than 129.9955
10872.199194406621,18.84147196556845,0.26316088428392437,62.15709991082406,0.02883450549768769,less than 120.191
9365.765071074322,2.8567355225685644,0.03419109627390709,59.04761270508046,0.015133872390504744,less than 120.191
12066.277756563086,8.328292963718491,0.25478464250790606,49.72223422533622,0.007946770374897787,less than 120.191
4112.432204942322,17.542445322821905,0.18403405062123582,56.21648413203134,0.017501392482585282,less than 120.191
3153.135583412731,12.694914699200698,0.20181773213147824,53.44894043523672,0.03251109460427226,less than 120.191
12307.275044913808,10.11033236265959,0.22009569296926051,50.93206348995682,0.029776340223889874,less than 120.191
6009.240024867218,12.035491714745675,0.2833521659167016,38.70133443439588,0.021296548047251604,less than 120.191
8505.403495508484,0.7437953478876674,0.13021602868342935,63.2677237295068,0.004835418943664633,less than 120.191
10057.28771892312,5.6216114173008025,0.1023481272995024,43.52002309455891,0.045154234454432805,less than 120.191
4069.5026986300154,18.320814043663827,0.2773579707691157,57.01662858975078,0.034057899464128155,less than 120.191
381.95100259733096,0.5021630772502585,0.26180366835620766,46.13609113203486,0.0018149892248965922,between 120.191 and 125.721
5681.858523322826,18.097282214804935,0.30397294578786527,62.54120456244459,0.022814201485627517,less than 120.191
10552.018579221954,0.7781875747743637,0.2604580581047326,49.313608064928985,0.015586645473710723,less than 120.191
3354.5405990643594,15.014290990900077,0.0370447852592413,39.51621320743655,0.035511619795456584,between 120.191 and 125.721
550.8728860037921,4.981984868220616,0.09696484736384861,57.2535754414486,0.00214909547518317,between 120.191 and 125.721
3985.7449520514074,4.054823878908309,0.10108799908194939,55.21508572947564,0.046879459002918095,less than 120.191
10508.116422415716,12.253555744068903,0.17286579342036323,43.770220144775834,0.0224486039302145,less than 120.191
12399.063643862533,9.659851198848436,0.1512700536518489,37.51512937327527,0.03992835598987967,less than 120.191
1331.7044181191418,11.434337614414934,0.2331307389745408,37.43491447500772,0.0055484769050227305,between 120.191 and 125.721
4596.520650413951,17.658231474198033,0.1242728456457952,44.79170504727652,0.04542572053851229,less than 120.191
11422.424461673329,20.94169293187217,0.0683440486974035,44.38187715290722,0.011006969502476408,less than 120.191
4400.681655300313,10.537716858704774,0.13236213949437195,44.82864360045442,0.015809680955123577,less than 120.191
5708.358022125674,21.22161073153793,0.21106382090201942,38.69106795226921,0.012800063737770529,less than 120.191
2100.0424783142935,6.011348715639446,0.08750513124692906,62.13306323969879,0.008827583440204841,between 125.721 and 129.9955
12487.251984152845,0.5083509217689328,0.06105310382738541,54.57999992731226,0.023541434163814347,less than 120.191
8271.42025676013,20.716616418783243,0.2237906714081375,35.21549044787876,0.025546846157933293,less than 120.191
9073.591288427197,6.868043322862122,0.2650862135884397,69.94664172359096,0.014200997542096866,less than 120.191
5865.859528194559,18.577144814082,0.2692783994734024,58.485637270139605,0.01698552911904504,less than 120.191
8799.44750662587,20.77239189172421,0.057782022173205085,64.32663785537582,0.05811119486652868,less than 120.191
5544.394680599199,21.94709587776217,0.09092031841276202,36.090095912089495,0.016091452129613954,less than 120.191
6702.73469037003,2.5487175841545278,0.26510337915609794,68.78590978291145,0.012438254631071698,less than 120.191
830.8679933319487,4.9293937426214205,0.04140211257667434,39.914732863739765,0.03700949007093958,greater than 129.9955
1367.0644978519886,3.3233435922766543,0.05300087638070601,39.798884964739884,0.04543024180106279,between 120.191 and 125.721
5712.617890412871,18.57877727596842,0.2695759187596844,50.625920184777144,0.006467676282469704,less than 120.191
2942.03554906059,17.853108242137793,0.0728234052545305,52.6013050133081,0.03392459591877708,between 120.191 and 125.721
11472.7936656512,19.091203744807743,0.27961157475923465,66.83367634044063,0.05837463956849331,less than 120.191
9951.472120422635,15.774255857125201,0.2128979278392621,42.31277501898103,0.05051472419734468,less than 120.191
11881.53184575007,10.151354070912936,0.1266479771937384,39.33831320077063,0.023801519909205603,less than 120.191
5323.369280335461,9.473561625747726,0.1411254486585254,46.40217489014789,0.04019250175561346,less than 120.191
3163.64030906298,18.75446098617338,0.24025670603532887,43.49304383328513,0.011240850708841378,less than 120.191
10002.90072319782,17.105800914925755,0.28600947471151983,40.54582325873503,0.037685406672665886,less than 120.191
1279.668793525649,1.764411388512881,0.3039797928129744,46.1390666973861,0.02909012841234784,less than 120.191
11246.846341633116,11.493375301185624,0.15025462910367982,39.3698370274098,0.030968783833288424,less than 120.191
11016.79463875917,0.19099911735658817,0.1992223761018908,35.67932615110211,0.003388809815142857,less than 120.191
945.4721911948457,17.592640739252698,0.14251321122997623,49.09084723019915,0.05568435140227267,less than 120.191
9595.436632453353,11.836685138934284,0.30467742504423134,36.23897597051676,0.021283956803410733,less than 120.191
1491.4168344094526,15.948269721162536,0.2564144397731654,36.809537524093955,0.009240913231921643,between 120.191 and 125.721
740.1522472916408,20.51638742956447,0.25829531783489046,68.86100026464104,0.028714527858757288,between 120.191 and 125.721
561.5282480203682,1.546653050464483,0.1832574253386326,52.00602259549359,0.022934507218227273,between 125.721 and 129.9955
8313.397790713545,12.482927310028211,0.07605363028578423,49.88276811248857,0.053002655138141674,less than 120.191
1392.7694935762224,10.660354978800347,0.10952565128558041,54.82770011820874,0.004162770686824248,greater than 129.9955
4377.159245702726,5.753509264406174,0.2348320259773863,62.414697129727195,0.013766153976770574,less than 120.191
4027.145183316489,8.859815654765827,0.25510680325094803,32.77298733464401,0.02063645034844995,less than 120.191
10763.204362297,5.906611628111345,0.25824662703982587,38.123810379368955,0.015614341278251785,less than 120.191
7945.529365536962,0.893741837688638,0.14968190714527435,48.574486550804686,0.02061710199864415,less than 120.191
4334.486530484168,7.23746023862663,0.05615473028679533,37.9722903063324,0.04102882544150021,less than 120.191
5500.342142479186,21.828091568093217,0.10916948320057074,41.26749681343487,0.04700331768971255,less than 120.191
5459.274280167569,12.079878940308932,0.15052550372232518,46.453199724970936,0.0468219188224528,less than 120.191
2689.8278238307535,5.918946716355485,0.08797364395505908,52.12654377727563,0.019769771613260854,between 120.191 and 125.721
3342.2887105802415,12.725066555962925,0.08506381490797751,36.08838095710478,0.05252242990816905,less than 120.191
10034.747417447603,6.920435363993428,0.09271677302072237,61.88019360042097,0.01392858549222484,less than 120.191
5882.52687330869,17.76088572826568,0.09371852454318888,35.759600118792804,0.05490494399610617,less than 120.191
1057.2175562422694,16.918357116012785,0.14412004855845095,56.47041386988278,0.017207221104960174,between 120.191 and 125.721
2019.0895683523797,1.9980739091596906,0.18906808213211365,53.36175807541488,0.0059880570633522616,between 120.191 and 125.721
293.63185513629594,3.198463663977696,0.08072584336752717,35.92000773745128,0.029518231335137098,greater than 129.9955
