frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
3227.689,6.5194416,0.3039969,31.435019,0.009470184,greater than 129.9955
2886.2607,4.154581,0.052678566,71.32659,0.0027299707,greater than 129.9955
2099.5725,7.2605357,0.22839098,71.157845,0.008430203,between 120.191 and 125.721
305.2154,11.158574,0.10287475,71.35135,0.013675501,between 120.191 and 125.721
5017.429,4.3605046,0.15243177,31.61649,0.0022578696,between 120.191 and 125.721
1373.8346,-2.336593,0.30595076,71.376625,0.00018349953,greater than 129.9955
527.68994,4.504198,0.04970777,71.27975,0.004185828,greater than 129.9955
-414.36618,9.360177,0.02373458,39.66495,0.007359704,greater than 129.9955
2589.0637,13.304091,0.22486703,39.329945,0.047423463,greater than 129.9955
1041.296,12.592844,0.23046242,71.30934,0.02924474,between 120.191 and 125.721
260.67502,11.033513,0.04928136,39.461926,0.011991694,greater than 129.9955
196.17403,14.183512,0.10043164,71.31317,0.035858106,greater than 129.9955
2121.6265,1.3551093,0.05035342,71.364815,0.0008650435,between 120.191 and 125.721
1579.7307,1.9990509,0.050185364,71.40966,0.0018224108,between 120.191 and 125.721
461.12244,10.853339,0.10341968,71.475266,0.008192392,greater than 129.9955
825.3558,8.997605,0.22930379,71.29597,0.021233922,between 120.191 and 125.721
