frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
12197.977,-0.024096452,0.025512356,39.574352,0.0004723785,between 120.191 and 125.721
15188.137,4.63688,0.05213388,71.29281,0.0012509441,between 125.721 and 129.9955
6499.671,-0.034846388,0.050554827,31.844427,0.000833118,between 120.191 and 125.721
462.84976,3.751442,0.10469354,31.67185,0.0026070767,between 125.721 and 129.9955
15390.497,0.04519804,0.050378166,71.32871,0.0008375151,between 125.721 and 129.9955
561.99207,0.018212656,0.15098266,55.68295,0.0018437252,between 120.191 and 125.721
5769.344,4.146397,0.23205374,71.965385,0.0044620065,between 125.721 and 129.9955
1197.9736,9.322799,0.15563524,39.46357,0.019842064,between 120.191 and 125.721
2358.524,11.355193,0.05137206,39.477173,0.016897442,between 125.721 and 129.9955
1601.8716,0.041331135,0.2306309,39.749733,0.0026024885,greater than 129.9955
5363.693,0.05163907,0.05112966,39.511944,0.00071172713,less than 120.191
5344.3003,3.3834965,0.02424195,39.710266,0.0008849515,between 125.721 and 129.9955
4507.2812,0.08350898,0.14910343,71.083984,0.0017032617,between 125.721 and 129.9955
360.9214,0.004093902,0.22714035,31.807045,0.002626138,between 120.191 and 125.721
3777.3572,-0.0084631685,0.101528764,31.697954,0.0017560708,between 125.721 and 129.9955
5120.9893,0.023435323,0.10270903,71.27822,0.0012589635,greater than 129.9955
4467.7437,-0.022172987,0.22898948,31.699247,0.0029049488,between 125.721 and 129.9955
4508.246,-0.029112574,0.30550748,31.708128,0.002989701,between 120.191 and 125.721
2819.022,8.2698555,0.22852018,72.255875,0.014982107,between 125.721 and 129.9955
414.57544,4.8260183,0.048275795,56.02154,0.0015353702,greater than 129.9955
3066.1235,17.624325,0.0515182,39.66609,0.027594272,between 125.721 and 129.9955
621.6525,8.591247,0.048995063,31.69557,0.0072339843,between 125.721 and 129.9955
1709.388,-0.007544525,0.22693244,71.38086,0.0021717667,greater than 129.9955
12074.422,3.5306678,0.15201674,71.756195,0.0028964297,between 125.721 and 129.9955
404.10733,9.958379,0.050940167,39.684097,0.010642285,between 125.721 and 129.9955
2991.8562,-0.025662605,0.22946654,55.648758,0.002384241,between 125.721 and 129.9955
2554.2864,5.3197665,0.025413025,31.675648,0.0012807188,greater than 129.9955
452.9757,0.099461995,0.047590733,31.966381,0.0010174661,between 120.191 and 125.721
5156.0083,-0.031201364,0.102176316,39.372902,0.0014430342,greater than 129.9955
835.24524,5.808407,0.1522774,31.906324,0.0053927605,less than 120.191
2207.8115,19.18333,0.05079295,31.612528,0.037934218,greater than 129.9955
1282.2783,-0.0025345136,0.2314201,39.46287,0.002569822,between 120.191 and 125.721
