frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
1001.1067,12.438238,0.3052685,39.60671,0.018425003,between 125.721 and 129.9955
825.90375,2.6227117,0.04663964,55.161373,0.001803145,greater than 129.9955
1045.1473,7.6190267,0.025909243,39.493687,0.0024667683,greater than 129.9955
5495.8413,0.03591457,0.10073104,71.490616,0.0014105614,greater than 129.9955
3174.2175,0.0033174176,0.30331558,71.46581,0.0027044618,greater than 129.9955
894.6871,8.239783,0.102022275,55.61987,0.008918596,greater than 129.9955
-259.93716,15.5357895,0.10162557,55.630524,0.041933607,greater than 129.9955
346.27463,0.02792576,0.0995586,39.660355,0.0016261715,between 125.721 and 129.9955
2950.343,0.063136905,0.15242115,71.233536,0.0018371652,greater than 129.9955
1245.0052,0.023316229,0.05384059,55.169113,0.000746595,greater than 129.9955
430.3247,0.0059725307,0.0478953,31.742735,0.0008156921,between 120.191 and 125.721
1598.4235,6.1641736,0.30570883,55.72744,0.010523579,greater than 129.9955
6045.8013,-0.061350036,0.10377507,39.543,0.0011667397,greater than 129.9955
2503.9744,-0.040131032,0.10140592,31.64811,0.0012820447,between 120.191 and 125.721
2158.5603,6.4755845,0.30618405,55.65391,0.010014758,less than 120.191
3364.9312,12.007035,0.22624636,31.8296,0.035979293,less than 120.191
2690.3218,-0.013616299,0.22925757,31.688265,0.0026576668,greater than 129.9955
2471.4602,-0.03246178,0.053869117,39.6008,0.00083846453,greater than 129.9955
706.4111,0.019437816,0.102208495,71.32252,0.0014106323,less than 120.191
5336.202,3.2044387,0.026908662,71.37686,0.00060158514,greater than 129.9955
1363.0908,0.026876425,0.22553103,39.426006,0.0026167168,between 125.721 and 129.9955
-58.993687,1.8634558,0.30736467,55.339676,0.003984768,between 120.191 and 125.721
1348.9181,15.349212,0.22947194,32.04358,0.0046580946,less than 120.191
4986.595,15.0408325,0.102421924,39.621162,0.09942269,between 125.721 and 129.9955
2399.8,0.072945856,0.22829999,55.705708,0.0021032,between 125.721 and 129.9955
1955.4055,-0.025324678,0.22628239,70.91441,0.0025449167,between 120.191 and 125.721
2503.804,7.0569882,0.10130606,55.444855,0.0054007736,greater than 129.9955
5252.4253,15.413528,0.050806493,39.749886,0.03042499,between 120.191 and 125.721
1993.0565,2.4666293,0.101032056,31.615122,0.0017091171,greater than 129.9955
6045.723,12.450334,0.10288808,39.63852,0.0450083,less than 120.191
3071.4517,0.08449176,0.050866034,71.599205,0.0005547923,less than 120.191
2617.7085,6.728068,0.101568185,55.458157,0.005034371,less than 120.191
