frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
5204.757,6.9793115,0.30717894,39.493763,0.023737771,between 120.191 and 125.721
3298.3186,9.84075,0.051638637,55.44098,0.012366788,between 120.191 and 125.721
-116.12367,-0.022152334,0.30274618,39.663292,-0.00081019144,between 125.721 and 129.9955
1071.1865,5.6239824,0.050710335,39.599014,0.0031536077,greater than 129.9955
3892.2546,6.7854586,0.10141605,39.57654,0.008830417,between 125.721 and 129.9955
2429.7405,-0.090146355,0.026258737,39.59754,-0.00041143002,between 120.191 and 125.721
37.060154,12.415037,0.025943467,71.18556,0.013701832,greater than 129.9955
12418.22,2.8895245,0.3055413,39.55441,0.008061539,between 125.721 and 129.9955
20437.936,10.342758,0.3035847,55.46102,0.026264004,between 125.721 and 129.9955
5572.8013,5.5171113,0.050315663,39.536522,0.005620634,between 125.721 and 129.9955
997.41,5.4403696,0.30789053,71.3718,0.006356354,greater than 129.9955
13816.391,21.679792,0.15421014,39.569473,0.059178684,less than 120.191
4016.888,0.036198054,0.026269227,55.659393,0.0010949577,less than 120.191
1238.0354,13.241136,0.3034681,39.543728,0.020746516,between 120.191 and 125.721
10507.845,0.024798233,0.049580846,39.48231,0.00080626435,between 120.191 and 125.721
4346.113,2.6088824,0.025107183,71.558495,0.0027151355,between 125.721 and 129.9955
