Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
6510.761,6.016635,4.0004654,0.9998609,1.0004752,1.000961,-1.1801429e-05,1.0091175,1.003617,1.005084,0.0001636488,4.2373314e-05,0.0019486046,1.0025729,0.0006917286,-0.0035404905,0.00022610248,greater than 26717.3175
24124.281,7.998965,4.0014315,0.99986684,1.002232,-0.004333531,0.0017805712,6.8869995e-05,1.0007138,-0.0021663546,6.278721e-05,0.0005120148,0.0013937791,0.00062234595,0.0011121309,-0.0030471515,-0.27513936,between 18024.995 and 26717.3175
9102.223,7.9755607,4.0010376,-0.08705549,1.0003632,1.0006977,0.0023270913,0.0021664836,0.99775547,-0.0010956262,-0.00010325087,0.03179815,-0.0008234714,-0.0018180157,0.0020556587,1.0027761,-3.1623727e-05,between 14273.074999999999 and 18024.995
13720.693,3.9922075,4.0045605,1.002845,0.9990106,0.9999357,-0.0010420696,-2.952054e-05,0.00037701777,-0.0001529663,-0.00048458352,1.0031105,-0.0001938598,0.99507374,-0.0013084409,-0.0038799508,0.0003424419,less than 14273.074999999999
9667.998,4.004419,4.0058236,0.9995174,0.9993788,0.007881937,-0.00057867914,-7.148282e-05,0.0018745275,0.00020642101,0.0008118134,-0.32668307,-0.0029824842,0.0009929811,0.0020911484,1.0002322,-0.00020213104,between 14273.074999999999 and 18024.995
25504.158,6.0147767,4.003888,1.0005051,0.9991406,1.0026404,0.00033450255,0.0015179286,1.0028629,1.0063691,0.0014658066,0.04691816,0.0014068035,-0.0011097718,0.00083446474,1.0041174,-7.2414114e-05,greater than 26717.3175
33723.72,5.9962025,4.000658,-0.001967914,1.0034492,1.0005718,0.00030718988,-9.403337e-05,1.0010941,-0.0006865817,0.00043904874,0.99829,0.00200109,0.9965068,0.00019750607,1.0013441,-0.00020419569,between 14273.074999999999 and 18024.995
-3720.0225,4.005133,4.005431,1.000677,0.99998635,1.0012141,-0.00041471876,0.0005730175,1.0017356,1.0062289,-5.4872246e-05,0.0010653667,4.4435437e-06,1.0385147,-0.0003703311,-0.00081564847,0.00038678554,between 14273.074999999999 and 18024.995
5185.4155,3.995896,4.0006776,0.99873203,0.0032142184,0.0029076892,0.26884544,0.000491291,1.0015684,1.0080706,0.002528007,0.08744811,-0.0002175321,1.2469037,0.0035297147,-0.0013852486,0.0001682975,greater than 26717.3175
13550.297,4.0138426,4.0006676,0.9999413,-0.007230602,1.0012369,8.891916e-05,0.00037517352,1.0016603,1.0011337,-0.0003578447,0.95367485,0.00030610105,-5.229238e-05,-7.208035e-05,0.0017354892,-8.490178e-05,between 14273.074999999999 and 18024.995
14367.381,5.98841,4.0024095,0.99960315,-0.0012910342,1.0011797,0.00017806588,0.00049660186,5.3484575e-05,0.9224422,0.001648718,0.012635783,0.00015304988,0.00088577194,0.00025172922,-0.00361336,-0.00035473288,between 18024.995 and 26717.3175
21619.805,6.019615,2.0146456,1.0013919,1.0043659,0.006735508,0.0004498919,0.00042398053,0.002640809,-6.937969e-05,-0.0005095265,0.04744279,0.00016604076,0.0030620792,-0.00016129267,1.0006485,3.072011e-05,between 18024.995 and 26717.3175
30762.703,3.994547,1.943244,0.99956167,1.0004649,1.0001717,-0.0010946321,0.00017967675,1.0074887,0.86922324,-9.031163e-05,-0.059773903,-1.8677703e-05,0.9015147,0.0020835022,1.0004299,-0.0001876301,less than 14273.074999999999
19407.74,5.9963927,4.001226,1.0006624,1.0030853,-0.004069351,-0.00034213538,5.0670147e-05,1.0047108,-0.00078817864,4.4896384e-05,0.4459638,9.3836046e-05,1.0025603,-3.505894e-05,-0.0020218003,0.00022719085,less than 14273.074999999999
20157.521,3.996368,4.0046306,-0.004895178,0.99977154,1.001099,0.00043135532,-1.7364655e-05,0.99953616,-0.0010297939,0.0022382778,-0.04066786,0.0029391707,1.0039431,0.00055214524,0.0030996096,-8.631975e-05,greater than 26717.3175
