Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
23806.85,4.0017962,4.0012712,-0.015916372,1.0023278,1.0022479,0.99331427,0.0006935069,0.99966097,-0.0004289606,0.0002880789,0,-1.1676806e-05,0.001086412,0.0031781867,-0.001190124,0,greater than 26717.3175
26898.74,3.9946957,3.999317,-0.010887757,0.0033366065,1.002573,0.0011683728,-0.00034017925,0.996754,-0.0014275333,0.53058934,0,-6.190172e-05,0.0005291623,0.0012345377,1.0007708,0,greater than 26717.3175
22994.744,4.0060596,3.9976952,0.0037049165,0.99966276,1.0012858,0.0002859495,-4.345135e-05,0.9921703,-0.00028817792,0.00062920834,0,-0.00012465948,-9.014853e-06,-4.0970335e-06,0.99961567,0,less than 14273.074999999999
26295.348,3.9895282,4.0008326,-0.010971597,1.0005721,1.0011066,-0.0014783505,0.0010502222,0.99802035,-0.0009923583,1.0079695,0,0.00045762182,-4.971563e-05,0.0010163505,1.0000024,0,less than 14273.074999999999
21879.352,4.001239,4.001413,-0.0017861781,0.9998753,1.0015455,-0.026281806,-0.00021042381,-0.0053952397,-0.0009635323,0.0010619574,0,-0.0011645517,-7.41673e-05,0.00035210396,0.998393,0,greater than 26717.3175
14458.166,3.9902475,3.9985266,0.00033588905,-0.0021181637,1.004127,0.00051496224,-4.5021094e-05,-0.00062754063,0.0029919744,5.576026e-05,0,-0.00023768586,-0.00909843,0.002796822,0.9995061,0,greater than 26717.3175
25820.97,7.974128,3.9997654,0.9989757,-0.001701927,1.0052141,-0.00025667172,0.0020477558,1.0023965,-0.00059204205,-0.00012993198,0,-0.00094732054,0.00030682597,0.0007927684,0.0040952126,0,between 14273.074999999999 and 18024.995
15863.354,3.992461,3.9999938,-0.0021807353,1.0020394,1.003276,0.4552965,0.0017648374,0.99726444,0.0008188614,9.679166e-05,0,0.00015788374,0.0025000325,-8.339324e-06,1.0005975,0,less than 14273.074999999999
11439.366,3.9997284,4.005719,-0.0011440791,0.0028665066,1.0004193,-0.00034327118,0.0056849304,1.0030539,-0.00055311806,-3.1980366e-05,0,0.00091000646,-0.00023892852,-0.0011125526,1.0017521,0,between 18024.995 and 26717.3175
15263.883,4.0302076,3.9993083,-0.00076754345,1.000085,1.0014508,-0.0009791001,-0.00063062704,0.9969697,0.9998369,0.0012629814,0,0.0021410896,1.9377156e-05,-0.00022154037,0.99966896,0,less than 14273.074999999999
30533.592,4.005682,4.0013404,-0.0011238488,1.0003936,1.0004399,0.0011296134,0.0004083984,0.9996018,0.0031617756,0.002104747,0,0.00024926092,0.00014035619,0.00091663643,-0.045400117,0,less than 14273.074999999999
24013.365,6.0020084,4.001078,0.9995498,1.0000416,1.0001253,0.001308823,0.0004133744,0.0001590529,0.00020053082,-0.0004262508,0,-3.630368e-05,0.0003591192,0.00016040611,1.0001165,0,between 14273.074999999999 and 18024.995
16020.442,3.9883587,4.0097857,-0.0007401594,1.0005333,1.0037265,-0.00029844342,-0.0011625215,-0.00018815603,0.0037772146,8.333044e-05,0,0.0003650682,-0.00019547407,0.0024424752,0.22850548,0,greater than 26717.3175
17679.166,4.0034027,4.001748,-0.0016954964,0.0030334634,0.99907696,0.0012303866,-0.00030457886,-0.0018555499,0.0014139551,-0.0009809472,0,0.0018020183,-5.726778e-05,0.00029170205,1.0035596,0,greater than 26717.3175
17549.645,6.00064,4.001733,1.0032829,1.0025278,1.0032225,0.0016608161,-0.0013905086,-0.001452352,0.001986898,-0.00017442694,0,0.0010256292,0.00025262003,0.0047158203,0.9998736,0,between 18024.995 and 26717.3175
23320.143,7.9981775,4.0017924,0.99975497,1.0013125,1.0022224,-0.00019029388,0.0002775725,-0.0011459904,1.0020676,-0.00037439557,0,0.0010106007,0.15534216,-0.00070683414,2.7215341e-05,0,between 18024.995 and 26717.3175
