Mileage,Cylinder,Doors,Cruise,Sound,Leather,Buick,Cadillac,Chevy,Pontiac,Saab,Saturn,convertible,coupe,hatchback,sedan,wagon,Price
26980.0,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
15104.0,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
21702.0,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
19740.0,6,4,1,1,1,0,0,1,0,0,0,0,0,1,0,0,between 14273.074999999999 and 18024.995
25830.0,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
19014.0,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
18339.0,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
19832.0,6,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
31344.0,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,between 18024.995 and 26717.3175
35299.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
10213.0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
22479.0,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
11156.0,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
17273.0,8,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
21167.0,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,greater than 26717.3175
22423.0,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
20829.0,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
25981.0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,less than 14273.074999999999
19699.0,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
2392.0,4,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,between 14273.074999999999 and 18024.995
6420.0,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,greater than 26717.3175
21208.0,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,greater than 26717.3175
25052.0,6,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
18198.0,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
10014.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,greater than 26717.3175
25727.0,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
18449.0,6,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
583.0,8,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,greater than 26717.3175
13318.0,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,less than 14273.074999999999
6709.0,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
26070.0,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
21307.0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,between 14273.074999999999 and 18024.995
11322.0,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
17053.0,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,between 14273.074999999999 and 18024.995
18910.0,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
23204.0,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,greater than 26717.3175
23121.0,4,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
25380.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,greater than 26717.3175
16956.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,greater than 26717.3175
25557.0,6,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
23767.0,6,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
11229.0,6,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
5189.0,4,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,between 14273.074999999999 and 18024.995
17020.0,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,between 14273.074999999999 and 18024.995
10986.0,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,between 14273.074999999999 and 18024.995
17451.0,6,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
21966.0,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
26143.0,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
25216.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
29992.0,4,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,less than 14273.074999999999
23056.0,6,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
22152.0,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,between 18024.995 and 26717.3175
34815.0,4,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
18908.0,6,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
19500.0,4,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,less than 14273.074999999999
12878.0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,less than 14273.074999999999
21452.0,6,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,between 14273.074999999999 and 18024.995
31773.0,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,greater than 26717.3175
27776.0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,less than 14273.074999999999
25153.0,8,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,greater than 26717.3175
32844.0,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,less than 14273.074999999999
21929.0,8,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,between 18024.995 and 26717.3175
17337.0,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,between 18024.995 and 26717.3175
30404.0,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,between 14273.074999999999 and 18024.995
18511.0,4,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,between 14273.074999999999 and 18024.995
