fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.27,0.29,0.33,8.51,0.031,26.0,119.0,0.99161,3.04,0.41,11.4,greater than 6.0
7.51,0.22,0.38,2.85,0.051,24.0,149.0,0.99214,3.09,0.49,10.3,between 5.0 and 6.0
6.81,0.25,0.29,13.14,0.043,51.0,131.0,0.99633,3.19,0.39,10.9,between 5.0 and 6.0
9.11,0.41,0.31,6.96,0.029,22.0,164.0,0.99445,3.05,0.44,10.4,between 5.0 and 6.0
7.01,0.19,0.32,17.69,0.059,31.0,194.0,1.0001,3.12,0.46,9.2,greater than 6.0
6.51,0.32,0.26,1.46,0.049,33.0,174.0,0.99321,3.35,0.53,9.6,greater than 6.0
6.96,0.33,0.41,6.97,0.061,28.0,154.0,0.99528,3.15,0.45,9.8,between 5.0 and 6.0
6.19,0.37,0.45,10.42,0.062,23.0,185.0,0.99701,3.3,0.55,9.9,greater than 6.0
6.46,0.31,0.32,1.85,0.034,25.0,103.0,0.98915,3.22,0.42,12.9,between 5.0 and 6.0
5.42,0.365,0.08,13.81,0.043,36.0,145.0,0.99704,3.45,0.4,9.9,greater than 6.0
6.29,0.24,0.36,17.39,0.041,38.0,132.0,0.9994,3.24,0.43,8.9,greater than 6.0
7.41,0.27,0.46,1.86,0.069,6.0,57.0,0.99429,3.09,0.45,9.7,between 5.0 and 6.0
6.59,0.19,0.29,17.21,0.048,54.0,141.0,0.99719,3.26,0.36,10.6,greater than 6.0
9.01,0.33,0.42,1.57,0.047,15.0,188.0,0.99482,3.07,0.48,9.7,between 5.0 and 6.0
7.29,0.26,0.37,7.03,0.021,15.0,95.0,0.99381,3.01,0.48,10.6,greater than 6.0
6.49,0.4,0.25,4.42,0.034,16.0,92.0,0.98983,3.27,0.51,13.0,greater than 6.0
