fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.32,0.27,0.41,10.8,0.038,43.0,162.0,0.9931,3.19,0.49,10.4,greater than 6.0
7.05,0.29,0.35,5.1,0.051,26.0,119.0,0.9963,3.07,0.46,11.1,greater than 6.0
6.59,0.22,0.29,14.2,0.041,56.0,201.0,0.9945,3.24,0.51,9.9,greater than 6.0
6.88,0.34,0.27,3.5,0.032,49.0,143.0,0.9922,3.01,0.59,10.7,greater than 6.0
5.95,0.36,0.25,11.9,0.054,22.0,99.0,0.9915,3.4,0.57,10.3,between 5.0 and 6.0
7.39,0.31,0.37,8.8,0.047,34.0,129.0,0.9969,3.14,0.48,10.9,between 5.0 and 6.0
6.79,0.25,0.38,6.4,0.039,55.0,184.0,0.9942,3.21,0.45,9.6,greater than 6.0
7.21,0.24,0.32,13.6,0.063,41.0,132.0,0.9965,3.09,0.52,10.2,greater than 6.0
5.82,0.39,0.23,5.7,0.027,8.0,80.0,0.9892,3.36,0.61,11.4,between 5.0 and 6.0
6.46,0.28,0.43,15.1,0.044,59.0,191.0,0.9981,3.26,0.5,9.5,greater than 6.0
7.56,0.22,0.39,10.9,0.048,31.0,125.0,0.9948,3.05,0.54,11.6,greater than 6.0
6.29,0.35,0.26,2.2,0.023,17.0,93.0,0.9919,3.29,0.53,9.9,between 5.0 and 6.0
6.91,0.26,0.4,14.4,0.058,45.0,168.0,0.9956,3.11,0.49,10.8,greater than 6.0
5.61,0.33,0.34,12.3,0.041,38.0,141.0,0.9926,3.38,0.62,10.1,between 5.0 and 6.0
7.17,0.32,0.24,6.7,0.038,24.0,112.0,0.9904,3.15,0.42,11.3,greater than 6.0
6.42,0.29,0.36,10.5,0.046,30.0,118.0,0.9935,3.22,0.58,9.7,greater than 6.0
7.49,0.2,0.46,16.1,0.05,42.0,163.0,0.9985,3.08,0.44,10.4,greater than 6.0
5.92,0.31,0.22,4.8,0.052,39.0,149.0,0.9901,3.35,0.56,10.8,between 5.0 and 6.0
6.67,0.27,0.39,7.3,0.036,51.0,181.0,0.9961,3.18,0.5,10.9,greater than 6.0
7.11,0.34,0.3,11.1,0.048,25.0,122.0,0.9939,3.03,0.6,11.2,greater than 6.0
6.85,0.24,0.35,9.6,0.045,46.0,140.0,0.9953,3.2,0.52,9.8,greater than 6.0
7.63,0.28,0.41,15.6,0.056,36.0,131.0,0.9973,3.06,0.57,10.6,greater than 6.0
6.19,0.39,0.29,3.9,0.028,10.0,85.0,0.9925,3.42,0.59,11.9,between 5.0 and 6.0
7.44,0.25,0.38,12.8,0.041,44.0,169.0,0.9951,3.12,0.53,9.4,greater than 6.0
7.08,0.33,0.26,8.2,0.059,29.0,124.0,0.9946,3.16,0.56,11.5,greater than 6.0
5.77,0.36,0.31,14.1,0.04,40.0,151.0,0.9898,3.44,0.63,9.6,between 5.0 and 6.0
6.53,0.21,0.42,10.3,0.033,50.0,179.0,0.9938,3.23,0.47,11.0,greater than 6.0
7.34,0.3,0.33,5.5,0.051,23.0,108.0,0.9962,3.1,0.55,10.7,greater than 6.0
6.76,0.38,0.28,16.3,0.064,35.0,130.0,0.9959,3.04,0.58,9.3,greater than 6.0
7.22,0.26,0.4,11.7,0.043,48.0,176.0,0.9978,3.07,0.54,10.1,greater than 6.0
5.99,0.35,0.24,4.4,0.026,16.0,95.0,0.9912,3.39,0.6,11.6,between 5.0 and 6.0
