fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.44,0.26,0.39,7.1,0.039,34.0,140.0,0.9938,3.15,0.48,10.8,greater than 6.0
7.29,0.22,0.28,3.4,0.051,44.0,183.0,0.9945,3.18,0.42,9.9,between 5.0 and 6.0
6.74,0.28,0.41,10.5,0.041,56.0,201.0,0.9951,3.25,0.51,10.3,greater than 6.0
6.36,0.25,0.32,6.8,0.046,39.0,162.0,0.9929,3.12,0.49,10.6,greater than 6.0
7.13,0.3,0.35,4.2,0.033,25.0,129.0,0.9919,3.07,0.55,11.1,greater than 6.0
6.52,0.24,0.27,2.9,0.042,31.0,143.0,0.9933,3.21,0.46,10.9,greater than 6.0
5.98,0.22,0.3,11.9,0.037,49.0,191.0,0.9968,3.14,0.41,9.7,greater than 6.0
7.46,0.29,0.38,7.6,0.048,36.0,152.0,0.9942,3.11,0.53,10.4,greater than 6.0
6.97,0.27,0.25,5.1,0.052,42.0,179.0,0.9935,3.19,0.48,10.7,greater than 6.0
6.19,0.2,0.44,3.3,0.043,28.0,139.0,0.9917,3.27,0.52,11.3,greater than 6.0
6.67,0.32,0.29,9.4,0.047,54.0,199.0,0.9973,3.16,0.44,9.5,greater than 6.0
7.01,0.23,0.39,6.5,0.045,33.0,151.0,0.9931,3.13,0.5,10.8,greater than 6.0
7.39,0.25,0.34,2.8,0.039,22.0,124.0,0.9925,3.09,0.5,11.0,greater than 6.0
5.69,0.28,0.36,10.2,0.041,46.0,187.0,0.9959,3.24,0.43,10.1,greater than 6.0
6.85,0.31,0.42,7.9,0.053,48.0,195.0,0.9965,3.22,0.49,9.9,greater than 6.0
6.41,0.26,0.3,4.1,0.038,29.0,141.0,0.9928,3.17,0.51,10.5,greater than 6.0
5.83,0.29,0.28,6.3,0.044,35.0,155.0,0.9948,3.1,0.45,10.7,greater than 6.0
7.22,0.24,0.38,9.1,0.046,53.0,200.0,0.9956,3.15,0.5,10.3,greater than 6.0
6.56,0.27,0.32,5.5,0.043,40.0,168.0,0.9939,3.12,0.48,10.4,greater than 6.0
7.49,0.33,0.41,3.9,0.051,27.0,135.0,0.9923,3.08,0.53,11.2,greater than 6.0
6.29,0.25,0.39,10.8,0.039,55.0,203.0,0.9969,3.19,0.46,9.6,greater than 6.0
6.79,0.2,0.26,2.2,0.042,24.0,128.0,0.9915,3.14,0.49,11.1,greater than 6.0
5.59,0.31,0.33,7.4,0.047,43.0,181.0,0.9955,3.18,0.42,10.2,greater than 6.0
7.08,0.28,0.36,6.9,0.045,51.0,198.0,0.9962,3.11,0.51,10.1,greater than 6.0
6.93,0.22,0.31,3.7,0.052,32.0,149.0,0.9936,3.13,0.48,10.6,greater than 6.0
6.17,0.24,0.42,9.6,0.041,49.0,194.0,0.9966,3.16,0.45,9.7,greater than 6.0
5.75,0.27,0.29,5.9,0.038,30.0,144.0,0.9932,3.1,0.5,10.8,greater than 6.0
7.56,0.26,0.38,4.6,0.048,25.0,130.0,0.9922,3.09,0.52,10.9,greater than 6.0
6.63,0.29,0.35,10.1,0.046,58.0,208.0,0.9971,3.17,0.46,9.4,greater than 6.0
7.35,0.32,0.41,7.3,0.053,35.0,154.0,0.9949,3.12,0.51,10.5,greater than 6.0
6.49,0.25,0.28,6.1,0.042,41.0,171.0,0.9938,3.14,0.49,10.3,greater than 6.0
5.94,0.22,0.36,3.8,0.039,28.0,140.0,0.9921,3.16,0.5,11.1,greater than 6.0
