fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.83,0.24,0.39,5.95,0.041,30.0,110.0,0.9921,3.21,0.42,11.2,greater than 6.0
6.94,0.33,0.25,4.25,0.051,35.0,130.0,0.9968,3.14,0.39,10.5,greater than 6.0
6.51,0.27,0.32,6.55,0.038,20.0,100.0,0.9919,3.26,0.45,9.9,greater than 6.0
6.69,0.22,0.41,7.19,0.046,40.0,160.0,0.9953,3.12,0.48,10.8,greater than 6.0
7.08,0.29,0.28,3.79,0.035,25.0,105.0,0.9945,3.23,0.36,11.9,greater than 6.0
6.85,0.31,0.38,5.48,0.042,30.0,115.0,0.9936,3.18,0.44,10.2,greater than 6.0
6.59,0.25,0.33,4.92,0.039,20.0,95.0,0.9928,3.22,0.41,10.9,greater than 6.0
7.21,0.26,0.29,6.31,0.048,35.0,135.0,0.9962,3.15,0.46,9.7,greater than 6.0
6.76,0.24,0.35,7.46,0.041,40.0,165.0,0.9951,3.11,0.43,10.6,greater than 6.0
6.92,0.28,0.27,4.11,0.036,25.0,100.0,0.9939,3.25,0.39,11.5,greater than 6.0
6.54,0.32,0.39,6.96,0.045,30.0,110.0,0.9925,3.19,0.42,10.1,greater than 6.0
7.04,0.3,0.25,5.79,0.051,35.0,130.0,0.9965,3.13,0.38,10.4,greater than 6.0
6.63,0.29,0.31,4.49,0.038,20.0,95.0,0.9917,3.27,0.45,10.7,greater than 6.0
6.88,0.23,0.4,7.04,0.047,40.0,160.0,0.9952,3.16,0.47,10.5,greater than 6.0
7.15,0.27,0.29,6.58,0.034,25.0,105.0,0.9943,3.24,0.37,11.6,greater than 6.0
6.79,0.33,0.37,5.14,0.043,30.0,115.0,0.9934,3.2,0.44,10.0,greater than 6.0
