fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.27,0.29,0.42,10.4,0.039,30.0,140.0,0.9942,3.14,0.48,10.5,greater than 6.0
6.93,0.27,0.35,7.9,0.043,26.0,130.0,0.9968,3.17,0.44,9.9,greater than 6.0
6.52,0.31,0.29,4.8,0.036,24.0,115.0,0.9919,3.22,0.51,11.1,greater than 6.0
7.15,0.25,0.41,13.6,0.049,32.0,160.0,0.9959,3.08,0.46,9.5,greater than 6.0
6.74,0.24,0.33,9.1,0.042,28.0,125.0,0.9935,3.26,0.49,10.2,greater than 6.0
7.04,0.28,0.38,6.8,0.038,22.0,105.0,0.9922,3.15,0.47,9.8,between 5.0 and 6.0
6.97,0.22,0.27,11.3,0.046,35.0,145.0,0.9985,3.11,0.43,10.8,greater than 6.0
6.56,0.32,0.31,5.5,0.04,20.0,95.0,0.9906,3.24,0.52,11.4,greater than 6.0
7.36,0.26,0.39,8.4,0.051,29.0,135.0,0.9963,3.09,0.45,9.6,greater than 6.0
6.81,0.3,0.34,10.8,0.039,31.0,140.0,0.9948,3.18,0.48,10.4,greater than 6.0
6.43,0.29,0.28,6.9,0.037,25.0,115.0,0.9929,3.21,0.5,10.9,greater than 6.0
7.19,0.24,0.42,12.2,0.048,30.0,145.0,0.9972,3.12,0.46,9.7,greater than 6.0
6.62,0.27,0.32,9.5,0.043,26.0,125.0,0.9945,3.16,0.49,10.3,greater than 6.0
6.99,0.31,0.35,5.8,0.036,23.0,105.0,0.9917,3.23,0.51,11.2,greater than 6.0
7.08,0.25,0.39,13.1,0.049,32.0,160.0,0.9961,3.08,0.46,9.4,greater than 6.0
6.67,0.23,0.33,8.6,0.042,28.0,130.0,0.9932,3.26,0.48,10.1,greater than 6.0
7.01,0.28,0.38,6.4,0.038,22.0,105.0,0.9921,3.15,0.47,9.7,between 5.0 and 6.0
6.94,0.22,0.27,10.9,0.046,35.0,145.0,0.9984,3.11,0.43,10.7,greater than 6.0
6.53,0.32,0.31,5.2,0.04,20.0,95.0,0.9905,3.24,0.52,11.3,greater than 6.0
7.33,0.26,0.4,8.1,0.051,29.0,135.0,0.9962,3.09,0.45,9.5,greater than 6.0
6.78,0.3,0.34,10.5,0.039,31.0,140.0,0.9947,3.18,0.48,10.3,greater than 6.0
6.41,0.29,0.28,6.6,0.037,25.0,115.0,0.9928,3.21,0.5,10.8,greater than 6.0
7.16,0.24,0.43,11.9,0.048,30.0,145.0,0.9971,3.12,0.46,9.6,greater than 6.0
6.6,0.27,0.32,9.2,0.043,26.0,125.0,0.9944,3.16,0.49,10.2,greater than 6.0
6.97,0.31,0.35,5.6,0.036,23.0,105.0,0.9916,3.23,0.51,11.1,greater than 6.0
7.05,0.25,0.4,12.8,0.049,32.0,160.0,0.996,3.08,0.46,9.3,greater than 6.0
6.65,0.23,0.33,8.3,0.042,28.0,130.0,0.9931,3.26,0.48,10.0,greater than 6.0
6.99,0.28,0.39,6.2,0.038,22.0,105.0,0.992,3.15,0.47,9.6,between 5.0 and 6.0
6.92,0.22,0.27,10.6,0.046,35.0,145.0,0.9983,3.11,0.43,10.6,greater than 6.0
6.51,0.32,0.31,5.0,0.04,20.0,95.0,0.9904,3.24,0.52,11.2,greater than 6.0
7.31,0.26,0.41,7.9,0.051,29.0,135.0,0.9961,3.09,0.45,9.4,greater than 6.0
6.76,0.3,0.34,10.3,0.039,31.0,140.0,0.9946,3.18,0.48,10.2,greater than 6.0
6.4,0.29,0.28,6.4,0.037,25.0,115.0,0.9927,3.21,0.5,10.7,greater than 6.0
7.14,0.24,0.43,11.6,0.048,30.0,145.0,0.997,3.12,0.46,9.5,greater than 6.0
6.59,0.27,0.32,9.0,0.043,26.0,125.0,0.9943,3.16,0.49,10.1,greater than 6.0
6.95,0.31,0.35,5.4,0.036,23.0,105.0,0.9915,3.23,0.51,11.0,greater than 6.0
7.03,0.25,0.41,12.5,0.049,32.0,160.0,0.9959,3.08,0.46,9.2,greater than 6.0
6.64,0.23,0.33,8.1,0.042,28.0,130.0,0.993,3.26,0.48,9.9,greater than 6.0
6.98,0.28,0.39,6.0,0.038,22.0,105.0,0.9919,3.15,0.47,9.5,between 5.0 and 6.0
6.91,0.22,0.27,10.4,0.046,35.0,145.0,0.9982,3.11,0.43,10.5,greater than 6.0
6.49,0.32,0.31,4.9,0.04,20.0,95.0,0.9903,3.24,0.52,11.1,greater than 6.0
7.29,0.26,0.41,7.7,0.051,29.0,135.0,0.996,3.09,0.45,9.3,greater than 6.0
