fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.64,0.26,0.31,3.7,0.037,26.0,108.0,0.9923,3.17,0.41,10.8,greater than 6.0
5.98,0.29,0.22,13.1,0.048,49.0,179.0,0.9951,3.23,0.51,9.9,between 5.0 and 6.0
7.19,0.35,0.42,1.6,0.039,18.0,131.0,0.9915,3.04,0.46,11.1,greater than 6.0
7.01,0.28,0.38,10.9,0.045,55.0,163.0,0.9945,3.14,0.39,10.3,greater than 6.0
6.49,0.24,0.26,5.3,0.032,22.0,101.0,0.9932,3.19,0.48,11.4,greater than 6.0
6.71,0.22,0.35,8.5,0.051,39.0,151.0,0.9963,3.07,0.42,9.6,greater than 6.0
7.38,0.3,0.29,2.8,0.041,25.0,118.0,0.9929,3.12,0.53,10.9,greater than 6.0
5.85,0.27,0.24,11.4,0.058,46.0,168.0,0.9949,3.25,0.49,9.8,between 5.0 and 6.0
7.59,0.34,0.46,5.2,0.035,30.0,129.0,0.9918,3.09,0.38,10.6,greater than 6.0
6.28,0.31,0.21,4.9,0.049,38.0,148.0,0.9935,3.22,0.51,10.2,between 5.0 and 6.0
6.96,0.25,0.33,7.3,0.043,28.0,111.0,0.9956,3.15,0.44,9.9,greater than 6.0
7.44,0.29,0.27,3.4,0.053,34.0,140.0,0.9921,3.06,0.47,11.3,greater than 6.0
6.55,0.36,0.3,2.5,0.028,16.0,85.0,0.9909,3.28,0.59,11.7,greater than 6.0
7.08,0.2,0.39,9.1,0.038,44.0,159.0,0.9968,3.11,0.43,10.4,greater than 6.0
6.83,0.32,0.25,1.9,0.052,24.0,104.0,0.9937,3.18,0.35,11.9,greater than 6.0
7.25,0.23,0.41,6.4,0.046,48.0,181.0,0.9953,3.08,0.5,9.7,greater than 6.0
5.94,0.3,0.23,13.6,0.059,51.0,186.0,0.9942,3.26,0.48,9.4,between 5.0 and 6.0
7.51,0.33,0.3,4.1,0.04,27.0,114.0,0.9926,3.13,0.52,10.8,greater than 6.0
6.39,0.27,0.26,3.8,0.051,40.0,157.0,0.9939,3.21,0.46,9.9,between 5.0 and 6.0
7.11,0.31,0.44,2.2,0.036,19.0,96.0,0.9913,3.05,0.42,11.2,greater than 6.0
6.69,0.24,0.28,10.7,0.048,53.0,165.0,0.9959,3.16,0.45,10.1,greater than 6.0
