fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.43,0.27,0.31,6.88,0.038,48.0,152.0,0.9943,3.17,0.42,10.4,greater than 6.0
5.85,0.32,0.25,3.15,0.046,42.0,141.0,0.9921,3.25,0.51,11.1,greater than 6.0
7.29,0.22,0.41,9.21,0.033,51.0,163.0,0.9965,3.09,0.46,9.5,greater than 6.0
6.59,0.35,0.28,4.59,0.04,39.0,131.0,0.9919,3.22,0.48,10.8,between 5.0 and 6.0
7.87,0.29,0.55,12.48,0.052,55.0,168.0,0.9981,3.14,0.44,8.8,greater than 6.0
5.46,0.39,0.24,2.35,0.029,23.0,101.0,0.9905,3.31,0.55,11.4,between 5.0 and 6.0
7.01,0.26,0.39,10.92,0.037,49.0,159.0,0.9959,3.12,0.43,9.7,greater than 6.0
6.42,0.24,0.29,6.51,0.041,46.0,149.0,0.9935,3.19,0.49,10.2,greater than 6.0
7.55,0.2,0.33,8.43,0.031,50.0,162.0,0.9969,3.08,0.45,9.3,greater than 6.0
6.77,0.33,0.26,4.99,0.039,40.0,134.0,0.9925,3.24,0.5,11.0,between 5.0 and 6.0
5.95,0.38,0.22,3.47,0.047,38.0,129.0,0.9913,3.27,0.52,10.9,greater than 6.0
7.32,0.25,0.42,10.13,0.035,54.0,166.0,0.9974,3.11,0.46,9.1,greater than 6.0
6.59,0.29,0.31,6.28,0.042,48.0,152.0,0.9942,3.18,0.43,10.5,greater than 6.0
7.86,0.23,0.53,11.85,0.051,56.0,170.0,0.9982,3.13,0.45,8.6,greater than 6.0
5.51,0.36,0.25,2.59,0.03,25.0,105.0,0.9908,3.32,0.54,11.3,between 5.0 and 6.0
7.04,0.27,0.4,10.56,0.038,51.0,163.0,0.9963,3.1,0.44,9.4,greater than 6.0
