CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.031,0.854,2.591,0,0,-0.816,less than 3.15175
3.036,0.405,1.205,0,1,2.351,between 3.9875 and 4.9075
1.634,0.798,1.093,0,0,0.68,less than 3.15175
2.544,0.223,1.245,0,0,1.064,less than 3.15175
3.957,0.223,1.269,2,3,2.998,between 3.9875 and 4.9075
3.033,0.693,1.312,1,0,1.21,between 3.9875 and 4.9075
2.034,0.331,1.56,0,1,0.133,less than 3.15175
2.429,0.405,1.954,0,0,-0.473,less than 3.15175
2.43,0.496,0.849,0,1,1.237,less than 3.15175
4.324,0.0,1.205,0,1,4.738,between 3.9875 and 4.9075
2.641,0.496,1.077,0,1,1.697,between 3.15175 and 3.9875
2.216,0.389,0.796,0,0,1.953,between 3.15175 and 3.9875
2.834,0.134,1.009,0,0,2.066,between 3.15175 and 3.9875
2.386,0.223,0.857,0,0,1.506,between 3.15175 and 3.9875
3.014,0.56,1.781,0,0,-0.115,less than 3.15175
2.08,0.496,0.858,0,0,1.887,less than 3.15175
2.024,0.83,1.761,0,0,2.226,less than 3.15175
1.965,0.405,1.169,1,0,-0.145,between 3.15175 and 3.9875
2.189,1.586,2.0,0,0,3.291,greater than 4.9075
2.508,0.58,0.941,0,0,1.701,between 3.15175 and 3.9875
2.024,0.405,2.065,0,1,0.133,less than 3.15175
1.667,1.278,1.5,0,2,2.459,between 3.15175 and 3.9875
3.41,0.223,1.278,1,2,1.947,less than 3.15175
1.778,0.223,1.203,0,0,0.156,less than 3.15175
2.802,0.223,1.6,1,0,1.064,between 3.9875 and 4.9075
3.609,0.811,1.208,0,0,3.291,between 3.9875 and 4.9075
2.329,0.711,0.868,0,1,1.229,less than 3.15175
4.171,0.693,1.678,0,2,2.849,greater than 4.9075
2.704,0.56,1.965,0,0,-0.917,less than 3.15175
2.91,0.0,1.0,0,0,2.608,between 3.15175 and 3.9875
4.829,0.331,1.521,4,4,4.57,greater than 4.9075
3.08,0.405,1.609,1,1,1.619,between 3.9875 and 4.9075
3.896,0.134,1.571,0,0,3.503,between 3.9875 and 4.9075
2.536,0.764,1.165,0,1,2.619,between 3.9875 and 4.9075
2.456,0.331,1.259,0,1,0.496,less than 3.15175
4.216,0.223,1.248,0,0,4.177,greater than 4.9075
2.982,0.496,1.151,0,1,1.783,between 3.15175 and 3.9875
1.975,0.802,0.775,1,0,2.799,between 3.9875 and 4.9075
3.52,0.223,1.562,0,1,2.129,between 3.15175 and 3.9875
2.242,1.096,1.907,0,1,-1.96,between 3.15175 and 3.9875
2.542,0.429,1.891,0,0,0.562,less than 3.15175
3.2,0.711,1.235,0,3,0.779,less than 3.15175
3.055,1.273,1.132,0,0,2.931,greater than 4.9075
3.08,0.223,1.583,1,0,1.442,between 3.15175 and 3.9875
2.536,0.429,0.871,0,1,1.237,less than 3.15175
2.218,0.923,1.074,0,0,0.291,between 3.15175 and 3.9875
3.676,0.405,1.524,0,1,2.289,between 3.15175 and 3.9875
2.238,1.513,2.078,0,0,0.489,between 3.9875 and 4.9075
3.818,0.693,1.627,2,2,2.217,greater than 4.9075
4.141,0.134,1.22,0,0,4.833,greater than 4.9075
3.08,0.223,1.583,0,1,1.442,less than 3.15175
2.728,0.223,0.953,0,0,1.859,between 3.15175 and 3.9875
2.024,0.83,1.761,0,0,2.226,less than 3.15175
2.428,0.956,2.609,0,0,0.113,less than 3.15175
4.137,0.223,1.542,0,1,4.234,greater than 4.9075
3.905,0.56,1.399,1,0,2.65,greater than 4.9075
3.567,0.711,1.501,1,3,1.759,between 3.9875 and 4.9075
3.11,0.0,1.079,2,0,2.42,between 3.15175 and 3.9875
2.085,1.079,0.895,0,0,4.063,between 3.9875 and 4.9075
2.08,0.764,0.788,0,0,1.514,greater than 4.9075
2.824,0.223,1.0,1,0,2.102,between 3.15175 and 3.9875
2.086,0.331,1.221,1,0,0.143,between 3.15175 and 3.9875
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
2.647,1.286,1.278,0,0,1.602,between 3.9875 and 4.9075
2.508,0.58,0.941,0,0,1.701,between 3.15175 and 3.9875
3.407,0.0,1.111,0,0,3.259,between 3.9875 and 4.9075
2.026,0.223,1.429,1,0,0.202,greater than 4.9075
3.426,0.693,1.488,0,1,1.294,less than 3.15175
2.086,1.501,0.766,0,0,3.909,greater than 4.9075
