CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.128,0.713,0.797,0,1,4.017,greater than 4.9075
2.08,0.891,0.816,0,0,2.729,between 3.9875 and 4.9075
4.532,0.405,1.189,2,3,4.639,greater than 4.9075
3.315,0.223,0.799,0,0,3.127,between 3.9875 and 4.9075
3.871,0.829,1.558,0,1,3.026,between 3.9875 and 4.9075
3.739,0.0,1.161,0,0,4.431,greater than 4.9075
3.376,1.278,0.915,0,0,5.934,between 3.9875 and 4.9075
2.462,0.223,1.625,0,1,0.655,less than 3.15175
3.557,0.331,1.301,2,1,2.209,between 3.9875 and 4.9075
2.781,0.711,1.147,0,0,1.515,between 3.15175 and 3.9875
3.171,0.134,1.189,1,0,2.42,between 3.15175 and 3.9875
3.143,0.134,1.641,0,0,1.209,less than 3.15175
4.135,0.58,1.263,1,2,2.904,greater than 4.9075
4.057,1.032,1.183,1,3,4.754,greater than 4.9075
3.896,0.134,1.984,0,0,2.591,between 3.15175 and 3.9875
2.544,0.223,1.245,0,0,1.064,less than 3.15175
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
3.171,0.134,1.011,0,0,2.186,between 3.15175 and 3.9875
2.47,1.437,1.346,2,2,1.821,greater than 4.9075
3.073,1.493,1.279,0,0,3.737,greater than 4.9075
2.96,0.88,1.53,1,1,0.787,greater than 4.9075
2.888,0.251,1.771,0,0,1.398,less than 3.15175
3.57,1.374,2.259,0,0,2.05,greater than 4.9075
3.014,0.56,1.987,0,1,0.538,between 3.15175 and 3.9875
2.233,0.57,0.883,0,0,1.501,between 3.15175 and 3.9875
2.685,0.405,1.145,0,0,1.246,less than 3.15175
2.878,0.134,2.102,0,0,0.8,less than 3.15175
3.08,0.827,1.079,2,0,1.155,greater than 4.9075
2.834,0.134,1.009,0,0,2.066,between 3.15175 and 3.9875
2.165,0.134,1.912,0,0,-0.172,less than 3.15175
3.739,0.0,0.7,0,0,4.76,greater than 4.9075
3.333,0.405,0.963,1,0,2.974,greater than 4.9075
4.278,0.405,1.345,0,0,3.546,between 3.9875 and 4.9075
1.975,0.802,0.775,1,0,2.799,between 3.9875 and 4.9075
4.077,0.956,1.909,0,0,3.234,between 3.9875 and 4.9075
4.166,0.134,1.556,0,0,4.098,greater than 4.9075
3.337,1.443,0.913,0,0,6.166,greater than 4.9075
3.014,0.56,1.781,0,0,-0.115,less than 3.15175
2.026,0.223,1.429,1,0,0.202,greater than 4.9075
2.405,0.134,0.843,0,0,1.769,between 3.15175 and 3.9875
3.645,0.223,1.155,0,0,3.105,between 3.9875 and 4.9075
2.624,1.621,1.502,0,0,3.213,greater than 4.9075
2.233,0.46,0.789,1,0,2.206,greater than 4.9075
3.277,0.223,1.633,0,0,1.587,less than 3.15175
2.442,0.934,0.984,0,1,3.259,between 3.9875 and 4.9075
2.309,0.907,0.871,0,0,3.046,between 3.15175 and 3.9875
2.707,0.972,1.889,0,3,-1.169,less than 3.15175
1.778,0.223,1.203,0,0,0.156,less than 3.15175
3.252,0.223,1.077,0,0,2.51,between 3.9875 and 4.9075
2.744,0.496,0.753,0,0,3.018,between 3.9875 and 4.9075
3.9,0.429,1.572,0,1,2.297,between 3.15175 and 3.9875
3.195,0.496,1.133,0,1,2.222,between 3.9875 and 4.9075
2.456,0.64,0.937,0,0,2.461,between 3.9875 and 4.9075
3.585,0.331,1.491,0,0,2.224,between 3.15175 and 3.9875
2.639,1.462,0.83,0,0,5.206,greater than 4.9075
2.24,0.405,1.203,0,0,-0.316,less than 3.15175
2.079,0.988,0.836,0,1,2.481,less than 3.15175
3.027,0.331,1.472,1,0,1.807,between 3.15175 and 3.9875
2.512,0.134,1.293,0,0,0.846,less than 3.15175
3.143,0.134,1.641,0,0,1.209,less than 3.15175
2.802,0.223,1.6,1,0,1.064,between 3.15175 and 3.9875
1.965,1.028,0.762,0,0,2.116,greater than 4.9075
3.332,0.134,0.909,0,0,3.051,between 3.9875 and 4.9075
3.645,0.223,1.155,0,0,3.105,greater than 4.9075
2.434,1.17,0.996,1,0,1.391,between 3.15175 and 3.9875
2.126,0.405,1.69,1,1,0.479,between 3.15175 and 3.9875
2.824,0.223,1.051,0,0,1.533,between 3.9875 and 4.9075
2.918,0.223,0.944,3,0,2.066,between 3.9875 and 4.9075
2.462,0.223,1.669,0,0,0.408,less than 3.15175
3.08,0.223,1.583,0,1,1.442,less than 3.15175
3.067,1.286,1.309,0,0,2.223,greater than 4.9075
3.749,0.331,1.278,0,0,2.773,between 3.9875 and 4.9075
3.528,1.74,1.288,0,0,0.626,greater than 4.9075
2.507,0.405,1.5,2,0,0.076,between 3.15175 and 3.9875
2.429,0.83,1.696,0,0,2.604,between 3.15175 and 3.9875
3.13,0.429,0.88,0,0,2.679,greater than 4.9075
2.536,0.429,0.871,0,1,1.237,less than 3.15175
1.594,0.223,1.068,0,0,0.202,between 3.9875 and 4.9075
3.815,1.825,1.351,0,0,-0.45,between 3.9875 and 4.9075
3.52,0.223,1.59,0,0,1.882,less than 3.15175
3.55,1.182,1.624,0,0,2.433,between 3.9875 and 4.9075
2.428,0.956,2.609,0,0,0.113,less than 3.15175
2.462,0.223,1.625,1,0,0.655,between 3.15175 and 3.9875
2.888,0.251,0.944,0,0,1.246,less than 3.15175
4.073,0.693,1.171,0,2,4.091,greater than 4.9075
2.777,0.56,1.127,1,0,0.922,less than 3.15175
3.651,1.151,0.911,0,2,2.278,between 3.9875 and 4.9075
1.512,0.57,0.879,0,1,-0.317,less than 3.15175
2.479,0.887,0.954,0,0,1.748,between 3.9875 and 4.9075
3.315,0.916,1.753,0,2,-0.439,less than 3.15175
3.005,1.683,0.774,0,0,4.804,greater than 4.9075
1.946,0.223,1.929,0,0,-0.172,less than 3.15175
4.536,0.223,1.29,0,0,4.907,greater than 4.9075
4.36,0.405,1.228,1,2,4.235,greater than 4.9075
3.036,0.405,1.205,0,1,2.351,between 3.9875 and 4.9075
3.73,0.829,1.562,0,1,3.182,between 3.9875 and 4.9075
2.366,0.405,2.606,0,0,-0.128,less than 3.15175
2.065,1.062,0.852,0,0,2.463,between 3.9875 and 4.9075
2.728,0.223,0.953,0,0,1.591,less than 3.15175
3.69,1.159,1.295,0,2,4.449,greater than 4.9075
3.222,1.501,0.872,0,0,5.149,greater than 4.9075
2.765,0.331,0.951,0,1,1.49,less than 3.15175
2.888,0.405,1.472,1,2,1.522,greater than 4.9075
1.962,1.345,0.783,0,0,3.617,greater than 4.9075
3.611,0.331,2.017,0,0,1.393,less than 3.15175
2.396,1.593,1.351,0,0,3.32,greater than 4.9075
2.126,0.83,1.455,1,0,2.459,between 3.9875 and 4.9075
1.751,0.629,1.483,0,0,-0.317,less than 3.15175
3.566,0.134,1.595,0,0,1.94,between 3.15175 and 3.9875
4.255,1.695,1.087,0,0,2.294,between 3.9875 and 4.9075
1.126,0.134,1.431,0,0,-0.317,less than 3.15175
2.218,0.923,1.074,0,0,0.291,between 3.15175 and 3.9875
3.763,0.916,0.878,0,6,2.918,between 3.9875 and 4.9075
1.429,0.223,1.75,1,0,-0.317,less than 3.15175
2.955,0.331,1.313,0,0,0.652,less than 3.15175
2.43,0.496,0.849,0,1,1.237,less than 3.15175
2.583,0.762,1.104,0,1,1.968,between 3.15175 and 3.9875
2.685,0.405,1.145,0,0,1.246,between 3.15175 and 3.9875
1.961,0.134,1.27,0,0,0.156,less than 3.15175
3.041,0.947,1.298,0,1,1.976,greater than 4.9075
3.102,0.693,1.316,0,2,2.005,between 3.15175 and 3.9875
2.034,0.64,1.727,0,0,0.8,less than 3.15175
3.33,0.56,1.555,0,2,1.042,between 3.15175 and 3.9875
3.74,0.134,1.581,0,0,2.274,between 3.15175 and 3.9875
2.512,0.134,1.293,0,0,0.846,less than 3.15175
3.462,0.405,1.717,0,1,2.06,between 3.9875 and 4.9075
3.029,0.331,2.13,0,1,0.967,less than 3.15175
2.477,0.83,0.983,0,0,3.795,between 3.9875 and 4.9075
