CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.128,0.713,0.797,0,1,4.017,greater than 4.9075
2.08,0.891,0.816,0,0,2.729,between 3.9875 and 4.9075
4.532,0.405,1.189,2,3,4.639,greater than 4.9075
3.315,0.223,0.799,0,0,3.127,between 3.9875 and 4.9075
3.871,0.829,1.558,0,1,3.026,between 3.9875 and 4.9075
3.739,0.0,1.161,0,0,4.431,greater than 4.9075
3.376,1.278,0.915,0,0,5.934,between 3.9875 and 4.9075
2.462,0.223,1.625,0,1,0.655,less than 3.15175
3.557,0.331,1.301,2,1,2.209,between 3.9875 and 4.9075
2.781,0.711,1.147,0,0,1.515,between 3.15175 and 3.9875
3.171,0.134,1.189,1,0,2.42,between 3.15175 and 3.9875
3.143,0.134,1.641,0,0,1.209,less than 3.15175
4.135,0.58,1.263,1,2,2.904,greater than 4.9075
4.057,1.032,1.183,1,3,4.754,greater than 4.9075
3.896,0.134,1.984,0,0,2.591,between 3.15175 and 3.9875
2.544,0.223,1.245,0,0,1.064,less than 3.15175
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
3.171,0.134,1.011,0,0,2.186,between 3.15175 and 3.9875
2.47,1.437,1.346,2,2,1.821,greater than 4.9075
3.073,1.493,1.279,0,0,3.737,greater than 4.9075
2.96,0.88,1.53,1,1,0.787,greater than 4.9075
2.888,0.251,1.771,0,0,1.398,less than 3.15175
3.57,1.374,2.259,0,0,2.05,greater than 4.9075
3.014,0.56,1.987,0,1,0.538,between 3.15175 and 3.9875
2.233,0.57,0.883,0,0,1.501,between 3.15175 and 3.9875
2.685,0.405,1.145,0,0,1.246,less than 3.15175
2.878,0.134,2.102,0,0,0.8,less than 3.15175
3.08,0.827,1.079,2,0,1.155,greater than 4.9075
2.834,0.134,1.009,0,0,2.066,between 3.15175 and 3.9875
2.165,0.134,1.912,0,0,-0.172,less than 3.15175
3.739,0.0,0.7,0,0,4.76,greater than 4.9075
3.333,0.405,0.963,1,0,2.974,greater than 4.9075
4.278,0.405,1.345,0,0,3.546,between 3.9875 and 4.9075
1.975,0.802,0.775,1,0,2.799,between 3.9875 and 4.9075
4.077,0.956,1.909,0,0,3.234,between 3.9875 and 4.9075
4.166,0.134,1.556,0,0,4.098,greater than 4.9075
3.337,1.443,0.913,0,0,6.166,greater than 4.9075
3.014,0.56,1.781,0,0,-0.115,less than 3.15175
2.026,0.223,1.429,1,0,0.202,greater than 4.9075
2.405,0.134,0.843,0,0,1.769,between 3.15175 and 3.9875
3.645,0.223,1.155,0,0,3.105,between 3.9875 and 4.9075
2.624,1.621,1.502,0,0,3.213,greater than 4.9075
2.233,0.46,0.789,1,0,2.206,greater than 4.9075
3.277,0.223,1.633,0,0,1.587,less than 3.15175
2.442,0.934,0.984,0,1,3.259,between 3.9875 and 4.9075
2.309,0.907,0.871,0,0,3.046,between 3.15175 and 3.9875
2.707,0.972,1.889,0,3,-1.169,less than 3.15175
1.778,0.223,1.203,0,0,0.156,less than 3.15175
3.252,0.223,1.077,0,0,2.51,between 3.9875 and 4.9075
2.744,0.496,0.753,0,0,3.018,between 3.9875 and 4.9075
3.9,0.429,1.572,0,1,2.297,between 3.15175 and 3.9875
3.195,0.496,1.133,0,1,2.222,between 3.9875 and 4.9075
2.456,0.64,0.937,0,0,2.461,between 3.9875 and 4.9075
3.585,0.331,1.491,0,0,2.224,between 3.15175 and 3.9875
2.639,1.462,0.83,0,0,5.206,greater than 4.9075
2.24,0.405,1.203,0,0,-0.316,less than 3.15175
2.079,0.988,0.836,0,1,2.481,less than 3.15175
3.027,0.331,1.472,1,0,1.807,between 3.15175 and 3.9875
2.512,0.134,1.293,0,0,0.846,less than 3.15175
3.143,0.134,1.641,0,0,1.209,less than 3.15175
2.802,0.223,1.6,1,0,1.064,between 3.15175 and 3.9875
1.965,1.028,0.762,0,0,2.116,greater than 4.9075
3.332,0.134,0.909,0,0,3.051,between 3.9875 and 4.9075
3.645,0.223,1.155,0,0,3.105,greater than 4.9075
