theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.234109,-0.632789,0.473011,-0.984211,-0.758319,1.284972,-0.372141,0.865695,between 0.708821715 and 0.9013542725
-0.876541,0.982321,-0.192821,-0.438955,0.821942,-0.615189,-1.053781,-1.298157,greater than 0.9013542725
1.012679,-0.275461,-1.154821,0.619378,-0.945821,0.467892,-0.982135,-0.134821,between 0.708821715 and 0.9013542725
0.467821,-0.837982,-0.219054,0.982461,1.284735,-0.192764,-0.658191,-0.860135,between 0.523583695 and 0.708821715
-0.192982,-0.659823,-0.467821,-0.860135,0.821461,-0.982135,-1.154821,-0.945821,less than 0.523583695
-0.945821,-0.982135,0.821461,-0.467821,-0.860135,-0.658191,1.284735,-0.219054,between 0.708821715 and 0.9013542725
-0.860135,-0.219054,-0.945821,-0.982135,1.154821,-0.467821,0.821461,0.659823,between 0.523583695 and 0.708821715
0.821461,0.659823,-0.860135,0.945821,0.467821,-0.982135,-0.219054,-1.154821,greater than 0.9013542725
0.467821,0.982135,0.659823,-0.860135,0.219054,-0.945821,1.154821,-0.467821,between 0.708821715 and 0.9013542725
-0.982135,0.467821,-0.219054,-0.945821,0.860135,-1.154821,-0.659823,0.821461,less than 0.523583695
-0.219054,0.860135,-0.467821,-0.982135,0.945821,1.154821,-0.821461,-0.659823,between 0.523583695 and 0.708821715
1.154821,-0.659823,0.982135,0.821461,-0.467821,-0.945821,-0.219054,-0.860135,between 0.708821715 and 0.9013542725
-0.659823,-0.821461,0.945821,0.467821,-0.982135,-0.219054,1.154821,-1.154821,greater than 0.9013542725
0.945821,-0.467821,-0.982135,0.659823,-0.860135,-0.821461,0.219054,-0.945821,between 0.523583695 and 0.708821715
-0.821461,-0.945821,-0.467821,-0.659823,1.154821,0.982135,0.860135,-0.219054,less than 0.523583695
0.467821,-0.982135,-0.860135,-0.945821,0.659823,-0.219054,-1.154821,-0.467821,between 0.708821715 and 0.9013542725
1.154821,0.821461,-0.945821,-0.467821,0.982135,-0.659823,0.219054,0.860135,between 0.523583695 and 0.708821715
-0.945821,-0.467821,0.982135,0.659823,0.860135,-0.821461,-0.219054,-1.154821,greater than 0.9013542725
-0.982135,-0.219054,-0.821461,-0.945821,0.467821,1.154821,0.659823,0.860135,between 0.708821715 and 0.9013542725
0.659823,-0.860135,-0.467821,-0.982135,0.945821,0.821461,-0.219054,-0.945821,less than 0.523583695
-0.467821,-0.945821,0.982135,-0.659823,-0.821461,0.219054,1.154821,-0.467821,between 0.523583695 and 0.708821715
-0.821461,-0.219054,-0.945821,-0.467821,0.659823,0.982135,-0.860135,1.154821,greater than 0.9013542725
0.945821,1.154821,0.467821,-0.982135,-0.860135,-0.219054,0.821461,0.659823,between 0.708821715 and 0.9013542725
-0.982135,-0.467821,0.860135,-0.945821,0.219054,-0.821461,0.945821,-0.659823,less than 0.523583695
-0.219054,-0.860135,0.945821,-0.467821,-0.982135,1.154821,-0.821461,0.659823,between 0.523583695 and 0.708821715
-0.467821,0.659823,-0.821461,-0.945821,-0.219054,0.982135,1.154821,-0.860135,greater than 0.9013542725
0.982135,0.860135,-0.467821,0.945821,0.659823,0.219054,-0.821461,-0.945821,between 0.708821715 and 0.9013542725
0.219054,-0.945821,-0.982135,-0.467821,0.821461,-0.659823,0.860135,1.154821,less than 0.523583695
-0.860135,0.467821,-0.945821,0.982135,-0.219054,-0.821461,0.659823,-0.467821,between 0.523583695 and 0.708821715
-0.945821,-0.659823,-0.821461,-0.467821,0.982135,1.154821,-0.219054,-0.860135,greater than 0.9013542725
0.467821,-0.821461,0.945821,-0.982135,0.659823,0.219054,-0.860135,-0.945821,between 0.708821715 and 0.9013542725
0.659823,-0.219054,0.860135,-0.467821,-0.945821,-0.982135,1.154821,-0.821461,less than 0.523583695
-0.821461,-0.945821,-0.467821,0.982135,-0.659823,-0.860135,0.219054,-1.154821,between 0.523583695 and 0.708821715
