theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-0.11219717,0.96596755,-0.06570012,0.41971944,1.0311697,0.73444945,-1.3947363,-1.1842485,between 0.708821715 and 0.9013542725
-0.66989322,0.72104464,-0.88108324,-1.075319,0.64342745,0.68820523,1.2888199,-0.76636213,greater than 0.9013542725
0.9808422,0.12298717,-1.0328296,1.0796184,0.98161095,-0.81977064,-0.73898714,-1.2923611,between 0.523583695 and 0.708821715
1.2768196,0.6599481,-0.62434425,-0.7514151,-0.74582034,-1.4003045,0.96536867,1.3572317,less than 0.523583695
0.39849198,0.7970778,-0.43011153,-0.960115,-1.4583705,1.0837915,1.1914093,-1.4069258,greater than 0.9013542725
0.91855633,-0.4064459,-0.79542264,0.6199567,-1.4459283,0.91829455,0.69711573,0.85976083,between 0.708821715 and 0.9013542725
-0.26395057,1.1121814,-0.9566311,-0.68480746,0.85420276,0.3998639,-1.2359905,0.5503512,greater than 0.9013542725
-0.8137122,-0.7259646,0.7916473,0.9533614,0.93773695,-0.9176957,1.3515092,-0.75056546,less than 0.523583695
0.63777026,-0.8922035,0.67089515,0.18118144,-0.77127364,-0.57363667,0.7763916,-0.38459447,between 0.523583695 and 0.708821715
-0.94644516,1.3731706,0.62759474,0.47503471,1.4509792,-0.80432683,0.9794432,0.7957917,between 0.708821715 and 0.9013542725
-0.14219735,0.67570536,0.88515685,0.9805011,-0.55525956,-0.53341416,-0.9751773,-1.4813231,between 0.708821715 and 0.9013542725
-1.1013569,-0.82444943,0.6691771,-1.2998505,-1.0402964,-0.55592888,-0.94041916,-0.4604095,between 0.523583695 and 0.708821715
-0.79968564,-0.7615285,0.50999345,-0.9027955,-0.83769013,1.0321538,1.1017612,0.99142055,between 0.708821715 and 0.9013542725
0.06524931,-0.8494321,0.8921583,1.474205,-0.90168556,0.79978414,-0.5503888,-1.2969689,less than 0.523583695
-0.19514225,0.64288928,-0.37038225,0.73941913,-0.14266215,-0.77669565,1.4308087,1.2721316,between 0.523583695 and 0.708821715
-0.4393813,1.020949,0.90165695,0.86551745,-0.95992617,1.3241579,0.6666664,0.76491154,greater than 0.9013542725
0.72374175,-1.2623822,-0.95976586,-1.4670977,0.72981307,0.9807909,0.88138846,-0.7073559,less than 0.523583695
-1.3433488,0.94394246,1.0493886,-0.90069507,0.75347582,0.64717923,1.4408134,-0.91418118,greater than 0.9013542725
1.3508134,1.3246844,-1.1837445,0.91777339,0.64781365,-1.3995968,1.1076542,-0.6787464,between 0.708821715 and 0.9013542725
1.0055946,-0.8111551,0.91094234,0.44444233,-0.59721984,0.6952569,-0.96517176,-0.94448054,greater than 0.9013542725
0.88516243,-0.82367025,-1.464056,1.4843554,-0.77656575,-0.5312826,-0.77737567,0.7664857,less than 0.523583695
1.2941234,-0.75617164,1.2621793,-0.62141916,0.93452564,0.73642977,0.70086515,-0.6669147,greater than 0.9013542725
-0.95565413,0.73912655,-0.79621956,0.5504093,1.2300591,0.9417234,-0.68636225,0.64539964,between 0.708821715 and 0.9013542725
0.62444932,-0.95582787,-0.92435693,0.94664366,0.96159608,0.93539236,-0.55592864,0.98406275,between 0.523583695 and 0.708821715
